Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-6.18;-0.86;-1.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-6.18;-0.86;-1.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-5.72;-0.12;-0.76;0.01;-2.00;0.74;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-5.72;-0.12;-0.76;0.01;-2.00;0.74;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;-5.65;0.00;-0.59;0.01;-2.16;0.75;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-4.96;0.55;0.16;0.00;-2.34;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-4.96;0.55;0.16;0.00;-2.34;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-4.96;0.55;0.16;0.00;-2.34;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-6.18;-0.86;-1.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-4.96;0.55;0.16;0.00;-2.34;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-6.18;-0.86;-1.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-4.96;0.55;0.16;0.00;-2.34;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-6.18;-0.86;-1.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;M_T;-5.87;-0.37;-1.14;0.01;-1.53;0.61;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-4.96;0.55;0.16;0.00;-2.34;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-6.18;-0.86;-1.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;3.000;M_y;-5.27;0.44;0.03;0.00;-2.46;0.44;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;M_z;-5.65;0.00;-0.59;0.01;-2.16;0.75;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-4.96;0.55;0.16;0.00;-2.34;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-4.96;0.55;0.16;0.01;0.00;0.75;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-6.18;-0.86;-1.91;0.00;-2.46;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;0.91;-0.45;3.31;0.01;-2.23;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;0.95;-0.16;2.91;0.00;2.89;0.57;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;0.95;-0.16;2.91;0.00;2.89;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;0.91;-0.45;3.31;0.01;-2.23;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;0.95;-0.16;2.91;0.00;2.89;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;0.91;-0.45;3.31;0.01;-2.23;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;0.91;-0.45;3.31;0.01;-2.23;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;0.95;-0.16;2.91;0.00;2.89;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;0.91;-0.45;3.31;0.01;-2.23;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;0.95;-0.16;2.91;0.00;2.89;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;0.95;-0.16;2.91;0.00;2.89;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;0.91;-0.45;3.31;0.01;-2.23;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;0.95;-0.16;2.91;0.00;2.89;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;0.91;-0.45;3.31;0.01;-2.23;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;0.95;-0.16;3.31;0.01;2.89;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;0.91;-0.45;2.91;0.00;-2.23;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;-0.06;-0.52;4.02;0.02;-4.70;-0.47;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;-0.01;-0.24;3.64;0.02;1.33;0.20;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;-0.01;-0.24;3.64;0.02;1.33;0.20;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;-0.06;-0.52;4.02;0.02;-4.70;-0.47;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;-0.01;-0.24;3.64;0.02;1.33;0.20;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;-0.06;-0.52;4.02;0.02;-4.70;-0.47;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;-0.06;-0.52;4.02;0.02;-4.70;-0.47;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;-0.01;-0.24;3.64;0.02;1.33;0.20;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.394;M_T;-0.04;-0.50;3.92;0.02;-3.14;-0.26;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_T;-0.01;-0.24;3.64;0.02;1.33;0.20;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;-0.01;-0.24;3.64;0.02;1.33;0.20;Beam | 3 - HEA 140 | L : 1.575 m
