Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.9;-4.9;-0.5;
8;4;;0.0;0.0;0.0;0.0;-0.6;-3.2;0.1;
9;5;;0.0;0.0;0.0;0.0;0.5;-3.0;0.1;
40;41;;0.0;0.0;0.0;0.0;0.8;4.6;-0.5;
41;42;;0.0;0.0;0.0;0.0;0.6;3.3;0.1;
42;43;;0.0;0.0;0.0;0.0;-0.4;2.8;0.1;
90;55;;0.0;0.0;0.0;0.0;0.0;-6.6;-17.7;
90;49;;0.0;0.0;0.0;0.0;0.0;-5.7;-17.5;
92;26;;0.2;0.2;0.0;0.0;0.0;-3.5;-9.4;
92;33;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.3;
93;57;;0.0;0.0;0.0;0.0;0.0;-6.6;-17.9;
93;50;;0.0;0.0;0.0;0.0;0.0;-5.6;-17.7;
95;58;;0.0;0.0;0.0;0.0;0.0;-6.5;-16.4;
95;51;;0.0;0.0;0.0;0.0;0.0;-5.7;-16.2;
97;59;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.0;
97;54;;0.0;0.0;0.0;0.0;0.0;-5.5;-17.7;
99;60;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.0;
99;53;;0.0;0.0;0.0;0.0;0.0;-5.5;-17.8;
101;83;;0.0;0.0;0.0;0.0;0.0;-6.2;-17.6;
101;55;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.5;
102;64;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.3;
102;69;;0.0;0.0;0.0;0.0;0.0;-6.5;-17.5;
103;37;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.3;
103;30;;0.1;0.1;0.0;0.0;0.0;-3.5;-9.4;
104;65;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.4;
104;71;;0.0;0.0;0.0;0.0;0.0;-6.5;-17.7;
105;66;;0.0;0.0;0.0;0.0;0.0;-5.8;-16.7;
105;72;;0.0;0.0;0.0;0.0;0.0;-6.4;-16.9;
106;68;;0.0;0.0;0.0;0.0;0.0;-5.6;-17.4;
106;73;;0.0;0.0;0.0;0.0;0.0;-6.5;-17.7;
107;67;;0.0;0.0;0.0;0.0;0.0;-5.5;-17.6;
107;74;;0.0;0.0;0.0;0.0;0.0;-6.5;-17.8;
108;19;;0.2;0.2;0.0;0.0;0.0;-3.6;-9.4;
108;26;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.3;
119;63;;0.0;0.0;0.0;0.0;0.0;-4.0;-10.9;
119;52;;0.0;0.0;0.0;0.0;0.0;-3.2;-10.9;
121;62;;0.0;0.0;0.0;0.0;0.0;-3.7;-13.7;
121;76;;0.0;0.0;0.0;0.0;0.0;-4.6;-13.8;
124;84;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.8;
124;57;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.8;
125;85;;0.0;0.0;0.0;0.0;0.0;-6.0;-16.3;
125;58;;0.0;0.0;0.0;0.0;0.0;-6.2;-16.3;
126;86;;0.0;0.0;0.0;0.0;0.0;-5.9;-17.8;
126;59;;0.0;0.0;0.0;0.0;0.0;-6.2;-17.9;
127;87;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.8;
127;60;;0.0;0.0;0.0;0.0;0.0;-6.2;-17.9;
128;69;;0.0;0.0;0.0;0.0;0.0;-6.0;-17.4;
128;95;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.5;
129;30;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.3;
129;23;;0.1;0.1;0.0;0.0;0.0;-3.6;-9.4;
130;71;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.5;
130;96;;0.0;0.0;0.0;0.0;0.0;-6.2;-17.6;
131;72;;0.0;0.0;0.0;0.0;0.0;-6.2;-16.8;
131;97;;0.0;0.0;0.0;0.0;0.0;-6.1;-16.8;
132;73;;0.0;0.0;0.0;0.0;0.0;-6.2;-17.6;
132;98;;0.0;0.0;0.0;0.0;0.0;-5.9;-17.5;
133;74;;0.0;0.0;0.0;0.0;0.0;-6.2;-17.7;
133;99;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.7;
134;89;;0.0;0.0;0.0;0.0;0.0;-3.4;-10.9;
134;63;;0.0;0.0;0.0;0.0;0.0;-3.9;-10.9;
135;76;;0.0;0.0;0.0;0.0;0.0;-4.4;-13.8;
135;100;;0.0;0.0;0.0;0.0;0.0;-3.9;-13.7;
148;111;;0.0;0.0;0.0;0.0;0.0;-6.2;-17.6;
