Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;-0.4;-4.4;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;-0.4;-4.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;5.1;0.0;-5.0;0.4;1.9;0.0;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;5.1;0.0;-5.0;0.4;1.9;0.0;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;5.3;0.0;-5.3;0.4;2.2;0.0;-0.7;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.190;;5.3;0.0;-5.3;0.4;2.7;0.1;0.8;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.5;0.0;-0.1;0.5;5.0;-0.7;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.5;0.0;-0.1;0.5;5.0;-0.7;3.9;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_x;0.0;0.0;0.0;0.0;0.0;-0.4;-4.4;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_x;0.5;0.0;-0.1;0.5;5.0;-0.7;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_y;0.0;0.0;0.0;0.0;0.0;-0.4;-4.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_y;5.4;0.0;-5.4;0.4;2.5;0.1;0.2;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_z;0.5;0.0;-0.1;0.5;5.0;-0.7;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_z;0.0;0.0;0.0;0.0;0.0;-0.4;-4.4;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_x;0.5;0.0;-0.1;0.5;5.0;-0.7;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-0.4;-4.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;φ_y;4.9;0.0;-4.9;0.3;3.1;0.1;1.7;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_y;0.5;0.0;-0.1;0.5;5.0;-0.7;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_z;0.5;0.0;-0.1;0.5;5.0;-0.7;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;-0.4;-4.4;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;5.4;0.0;0.0;0.5;5.0;0.1;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;0.0;-5.4;0.0;0.0;-0.7;-4.4;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;0.9;0.6;0.7;0.1;4.3;-0.7;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;3.2;0.6;-2.9;1.2;16.8;-1.7;-3.8;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;3.2;0.6;-2.9;1.2;16.8;-1.7;-3.8;Beam | 3 - HEA 140 | L : 1.650 m
2;;1.005;;3.9;0.6;-3.5;1.6;19.5;-1.7;-3.5;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;5.9;0.6;-5.3;2.6;29.3;-1.2;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;2;0.000;u_x;0.9;0.6;0.7;0.1;4.3;-0.7;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_x;5.9;0.6;-5.3;2.6;29.3;-1.2;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_y;0.9;0.6;0.7;0.1;4.3;-0.7;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_y;5.9;0.6;-5.3;2.6;29.3;-1.2;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_z;5.9;0.6;-5.3;2.6;29.3;-1.2;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_z;0.9;0.6;0.7;0.1;4.3;-0.7;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_x;5.9;0.6;-5.3;2.6;29.3;-1.2;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_x;0.9;0.6;0.7;0.1;4.3;-0.7;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_y;0.9;0.6;0.7;0.1;4.3;-0.7;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.990;φ_y;3.9;0.6;-3.5;1.5;19.3;-1.7;-3.5;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_z;5.9;0.6;-5.3;2.6;29.3;-1.2;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_z;0.9;0.6;0.7;0.1;4.3;-0.7;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;5.9;0.6;0.7;2.6;29.3;-0.7;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;0.6;0.6;-5.3;0.1;4.3;-1.7;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;;
3;3;0.000;;0.8;0.5;-0.5;0.2;-2.0;0.3;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.787;;1.2;0.5;-0.9;0.7;4.9;-1.1;-1.2;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.787;;1.2;0.5;-0.9;0.7;4.9;-1.1;-1.2;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;2.6;0.5;-2.0;1.7;11.9;-1.1;-1.3;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;3;0.000;u_x;0.8;0.5;-0.5;0.2;-2.0;0.3;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_x;2.6;0.5;-2.0;1.7;11.9;-1.1;-1.3;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.197;u_y;0.7;0.5;-0.5;0.2;-0.3;-0.2;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_y;2.6;0.5;-2.0;1.7;11.9;-1.1;-1.3;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_z;2.6;0.5;-2.0;1.7;11.9;-1.1;-1.3;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;u_z;0.8;0.5;-0.5;0.2;-2.0;0.3;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;φ_x;2.6;0.5;-2.0;1.7;11.9;-1.1;-1.3;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_x;0.8;0.5;-0.5;0.2;-2.0;0.3;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_y;0.8;0.5;-0.5;0.2;-2.0;0.3;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;;1.181;φ_y;1.9;0.5;-1.4;1.2;8.4;-1.3;-1.4;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_z;0.8;0.5;-0.5;0.2;-2.0;0.3;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;;1.260;φ_z;2.1;0.5;-1.5;1.3;9.1;-1.3;-1.4;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;2.6;0.5;-0.5;1.7;11.9;0.3;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;0.7;0.5;-2.0;0.2;-2.0;-1.3;-1.4;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;;
4;4;0.000;;0.5;0.5;-0.1;0.1;0.2;-0.2;0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;0.5;0.5;-0.1;0.1;0.9;-0.4;0.4;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;0.5;0.5;-0.1;0.1;0.9;-0.4;0.4;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;0.6;0.5;-0.1;0.2;1.6;-0.5;0.3;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;156;0.150;u_x;0.6;0.5;-0.1;0.2;1.6;-0.5;0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_x;0.5;0.5;-0.1;0.1;0.2;-0.2;0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_y;0.6;0.5;-0.1;0.2;1.6;-0.5;0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_y;0.5;0.5;-0.1;0.1;0.2;-0.2;0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_z;0.6;0.5;-0.1;0.2;1.6;-0.5;0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_z;0.5;0.5;-0.1;0.1;0.2;-0.2;0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_x;0.6;0.5;-0.1;0.2;1.6;-0.5;0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_x;0.5;0.5;-0.1;0.1;0.2;-0.2;0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_y;0.5;0.5;-0.1;0.1;0.2;-0.2;0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_y;0.6;0.5;-0.1;0.2;1.6;-0.5;0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_z;0.5;0.5;-0.1;0.1;0.2;-0.2;0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_z;0.6;0.5;-0.1;0.2;1.6;-0.5;0.3;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;0.6;0.5;-0.1;0.2;1.6;-0.2;0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;0.5;0.5;-0.1;0.1;0.2;-0.5;0.3;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;;
5;5;0.000;;0.6;0.5;-0.3;0.0;-1.3;-0.2;-0.4;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;0.6;0.5;-0.3;0.1;0.4;-0.3;-0.5;Beam | 3 - HEA 140 | L : 0.075 m
