Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;5.32;1.39;2.41;-0.06;-0.47;0.03;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;5.37;0.35;1.87;-0.05;3.08;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;5.59;0.83;-0.28;0.03;3.04;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;5.61;-0.07;-0.50;0.03;2.80;-1.92;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;5.61;-0.41;-0.57;0.03;2.68;-1.87;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;5.61;-0.41;-0.57;0.03;2.68;-1.87;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;5.64;-1.49;-0.85;0.03;2.09;-1.07;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;5.86;-1.18;-3.01;0.08;2.05;-1.07;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;5.91;-2.17;-3.52;0.08;-3.33;1.93;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;6.13;-0.53;-5.70;0.38;-3.37;1.93;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;6.13;-0.55;-5.71;0.38;-3.58;1.96;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;6.13;-0.55;-5.71;0.38;-3.58;1.96;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;6.13;-0.56;-5.73;0.38;-3.79;1.99;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;4.23;1.96;3.40;-0.05;-4.14;1.99;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;4.29;0.97;2.90;-0.05;0.81;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;4.51;1.20;0.73;-0.01;0.77;-0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;4.53;0.21;0.51;-0.01;1.20;-1.08;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;4.56;-1.15;0.20;-0.01;1.54;-0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;4.78;-0.97;-1.97;0.02;1.50;-0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;4.83;-1.99;-2.51;0.02;-2.18;2.09;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;4.97;-1.70;-3.88;0.08;-2.21;2.09;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;4.97;-1.72;-3.92;0.08;-2.79;2.35;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;6.07;1.76;3.98;-0.07;-2.82;2.44;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;6.07;1.74;3.93;-0.07;-2.23;2.17;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;5.93;2.02;2.56;-0.02;-2.20;2.17;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;5.88;1.00;2.02;-0.02;1.57;-0.55;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;5.66;1.17;-0.14;0.01;1.61;-0.55;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;5.63;-0.19;-0.46;0.01;1.32;-1.07;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;5.60;-1.18;-0.68;0.01;0.93;-0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;5.39;-0.95;-2.84;0.05;0.97;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;5.33;-1.93;-3.35;0.05;-3.89;1.94;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;6.21;0.62;5.86;-0.38;-4.19;2.07;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;6.21;0.60;5.85;-0.38;-3.98;2.04;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;6.21;0.60;5.85;-0.38;-3.98;2.04;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;6.21;0.59;5.83;-0.38;-3.76;2.01;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;5.99;2.20;3.66;-0.08;-3.72;2.01;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;5.94;1.20;3.14;-0.08;1.88;-1.04;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;5.72;1.51;0.98;-0.03;1.92;-1.04;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;5.69;0.43;0.70;-0.03;2.62;-1.86;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;5.69;0.43;0.70;-0.03;2.62;-1.86;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;5.69;0.08;0.63;-0.03;2.76;-1.91;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;5.67;-0.81;0.41;-0.03;3.09;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;5.45;-0.31;-1.74;0.05;3.13;-1.66;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;5.40;-1.35;-2.28;0.06;-0.21;-0.04;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;6.21;0.62;5.86;-0.38;-4.19;2.07;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;4.23;1.96;3.40;-0.05;-4.14;1.99;Beam | 3 - HEA 140 | L : 1.575 m
1;197;153;0.000;V_y;5.99;2.20;3.66;-0.08;-3.72;2.01;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;V_y;5.91;-2.17;-3.52;0.08;-3.33;1.93;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;6.21;0.62;5.86;-0.38;-4.19;2.07;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;6.13;-0.56;-5.73;0.38;-3.79;1.99;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;6.13;-0.53;-5.70;0.38;-3.37;1.93;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;6.21;0.59;5.83;-0.38;-3.76;2.01;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;5.45;-0.31;-1.74;0.05;3.13;-1.66;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;6.21;0.62;5.86;-0.38;-4.19;2.07;Beam | 3 - HEA 140 | L : 0.075 m
1;4;4;0.000;M_z;6.07;1.76;3.98;-0.07;-2.82;2.44;Beam | 3 - HEA 140 | L : 0.150 m
1;188;;0.612;M_z;5.61;-0.07;-0.50;0.03;2.80;-1.92;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;;6.21;2.20;5.86;0.38;3.13;2.44;
1;;;;;4.23;-2.17;-5.73;-0.38;-4.19;-1.92;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-39.24;0.24;34.03;0.15;-103.65;0.09;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-39.00;0.40;32.07;0.19;-49.10;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-38.58;0.29;27.74;0.16;-49.26;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-38.37;0.38;25.75;0.18;-5.13;-0.50;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-37.95;0.24;21.42;0.15;-5.29;-0.50;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-37.76;0.28;19.40;0.16;28.39;-0.97;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-37.33;-0.36;15.07;-0.06;28.23;-0.97;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-37.33;-0.36;14.98;-0.06;29.36;-0.94;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-45.47;-0.16;13.82;-0.06;29.36;-0.94;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-45.29;-0.21;11.88;-0.06;49.60;-0.60;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-44.87;-0.34;7.55;-0.08;49.44;-0.59;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-44.68;-0.37;5.50;-0.07;60.21;0.10;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-44.25;-0.47;1.17;-0.10;60.05;0.10;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-44.05;-0.47;-0.89;-0.07;60.28;1.05;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-43.78;-0.63;-3.63;-0.12;60.18;1.05;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-43.76;-0.63;-3.82;-0.12;59.62;1.16;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-43.76;0.63;3.75;0.11;59.62;1.16;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-43.78;0.63;3.56;0.12;60.17;1.05;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-44.06;0.48;0.82;0.07;60.13;1.06;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-44.26;0.48;-1.24;0.09;59.78;0.11;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-44.68;0.37;-5.57;0.07;59.73;0.12;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-44.88;0.34;-7.62;0.08;48.85;-0.59;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-45.30;0.22;-11.95;0.05;48.79;-0.58;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-45.48;0.17;-13.89;0.05;28.44;-0.94;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-37.40;0.36;-15.05;0.05;28.44;-0.94;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-37.41;0.36;-15.14;0.05;27.30;-0.97;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-37.83;-0.27;-19.47;-0.15;27.25;-0.94;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-38.02;-0.23;-21.48;-0.14;-6.54;-0.48;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-38.44;-0.37;-25.81;-0.18;-6.60;-0.48;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-38.65;-0.28;-27.81;-0.15;-50.84;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-39.07;-0.40;-32.14;-0.19;-50.90;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-39.31;-0.24;-34.10;-0.15;-105.55;0.09;Beam | 1 - IPE 500 | L : 1.650 m
