Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-4.76;-1.99;3.16;0.11;-3.19;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;0.825;;-4.74;-1.51;2.90;0.10;-0.68;1.50;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;0.825;;-4.74;-1.51;2.90;0.10;-0.68;1.50;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;1.005;;-4.73;-1.29;2.84;0.10;-0.16;1.75;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-4.72;-0.15;2.60;0.10;1.62;2.24;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;-4.50;-0.84;0.41;-0.02;1.58;2.24;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.160;;-4.50;-0.48;0.35;-0.02;1.64;2.35;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.360;;-4.49;-0.07;0.27;-0.02;1.70;2.40;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;-4.48;0.40;0.17;-0.02;1.75;2.36;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-4.48;0.80;0.08;-0.02;1.78;2.24;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-4.48;0.80;0.08;-0.02;1.78;2.24;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;-4.44;2.04;-0.23;-0.01;1.71;1.04;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;-4.23;1.62;-2.43;-0.08;1.67;1.04;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;0.825;;-4.20;2.40;-2.70;-0.09;-0.45;-0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;0.825;;-4.20;2.40;-2.70;-0.09;-0.45;-0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;1.067;;-4.19;2.54;-2.78;-0.09;-1.11;-1.25;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;-4.17;2.71;-2.95;-0.09;-2.76;-2.81;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;-3.96;0.49;-5.14;-0.49;-2.80;-2.81;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;-3.96;0.50;-5.15;-0.49;-2.99;-2.84;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;-3.96;0.50;-5.15;-0.49;-2.99;-2.84;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;-3.96;0.52;-5.16;-0.49;-3.17;-2.86;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-4.80;-2.49;3.16;0.06;-3.33;-2.86;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.787;;-4.77;-2.21;2.92;0.06;-0.95;-0.96;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.787;;-4.77;-2.21;2.92;0.06;-0.95;-0.96;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-4.75;-1.39;2.66;0.06;1.25;0.49;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-4.53;-1.67;0.45;0.01;1.21;0.49;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;-4.51;-0.53;0.20;0.01;1.43;1.27;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.825;;-4.51;-0.27;0.15;0.01;1.46;1.32;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.825;;-4.51;-0.27;0.15;0.01;1.46;1.32;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-4.48;1.02;-0.15;0.01;1.46;0.98;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-4.26;0.68;-2.36;-0.05;1.42;0.98;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-4.23;1.50;-2.64;-0.05;-0.65;0.05;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-4.23;1.50;-2.64;-0.05;-0.65;0.05;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-4.21;1.84;-2.91;-0.05;-2.93;-1.38;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-4.07;1.52;-4.30;-0.11;-2.96;-1.38;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-4.07;1.53;-4.33;-0.11;-3.28;-1.50;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-4.07;1.53;-4.33;-0.11;-3.28;-1.50;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-4.07;1.54;-4.35;-0.11;-3.60;-1.61;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;1.59;-1.17;4.44;0.06;-2.79;-1.68;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;1.59;-1.16;4.42;0.06;-2.46;-1.59;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;1.59;-1.16;4.42;0.06;-2.46;-1.59;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;1.59;-1.16;4.40;0.06;-2.13;-1.50;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;1.45;-1.40;2.68;0.02;-2.11;-1.50;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;1.43;-1.19;2.34;0.02;-0.03;-0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;1.43;-1.19;2.34;0.02;-0.03;-0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.855;;1.42;-1.18;2.33;0.02;0.04;-0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;1.40;-0.68;2.07;0.02;1.79;0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;1.18;-0.79;-0.11;0.00;1.83;0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;1.15;0.18;-0.43;0.00;1.57;0.71;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;1.13;0.89;-0.66;0.00;1.19;0.33;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;0.91;0.72;-2.83;-0.03;1.23;0.33;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.928;;0.88;1.28;-3.13;-0.03;-1.53;-0.64;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;0.85;1.41;-3.34;-0.03;-3.63;-1.53;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;1.74;-0.32;5.53;0.28;-3.91;-1.61;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.74;-0.31;5.52;0.28;-3.70;-1.60;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.74;-0.31;5.52;0.28;-3.70;-1.60;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;1.74;-0.30;5.51;0.28;-3.50;-1.58;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;1.52;-1.57;3.34;0.05;-3.46;-1.58;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;1.47;-0.88;2.80;0.05;1.61;0.61;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;1.25;-1.12;0.64;0.01;1.65;0.61;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;1.22;-0.34;0.36;0.01;2.07;1.23;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;1.22;-0.34;0.36;0.01;2.07;1.23;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;1.21;-0.10;0.29;0.01;2.13;1.28;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;1.19;0.55;0.07;0.01;2.25;1.12;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;0.98;0.16;-2.09;-0.05;2.29;1.12;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;0.92;0.93;-2.63;-0.06;-1.62;0.03;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;1.74;-0.32;5.53;0.28;-3.91;-1.61;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-4.80;-2.49;3.16;0.06;-3.33;-2.86;Beam | 3 - HEA 140 | L : 1.575 m
1;189;141;1.650;V_y;-4.17;2.71;-2.95;-0.09;-2.76;-2.81;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;V_y;-4.80;-2.49;3.16;0.06;-3.33;-2.86;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;V_z;1.74;-0.32;5.53;0.28;-3.91;-1.61;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;-3.96;0.52;-5.16;-0.49;-3.17;-2.86;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;1.74;-0.30;5.51;0.28;-3.50;-1.58;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;-3.96;0.49;-5.14;-0.49;-2.80;-2.81;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;0.98;0.16;-2.09;-0.05;2.29;1.12;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;1.74;-0.32;5.53;0.28;-3.91;-1.61;Beam | 3 - HEA 140 | L : 0.075 m
1;188;;0.413;M_z;-4.49;0.02;0.25;-0.02;1.71;2.40;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;M_z;-4.80;-2.49;3.16;0.06;-3.33;-2.86;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;;1.74;2.71;5.53;0.28;2.29;2.40;
1;;;;;-4.80;-2.49;-5.16;-0.49;-3.91;-2.86;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-36.13;0.02;34.06;0.02;-91.98;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;0.825;;-36.01;0.03;33.07;0.02;-64.28;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;0.825;;-36.01;0.03;33.07;0.02;-64.28;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;1.005;;-35.99;0.03;32.85;0.02;-58.35;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-35.90;0.03;32.07;0.02;-37.42;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-35.48;0.00;27.64;0.00;-37.58;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;162;;0.825;;-35.38;0.00;26.63;0.01;-15.18;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;162;;0.825;;-35.38;0.00;26.63;0.01;-15.18;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-35.28;0.00;25.62;0.01;6.37;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-34.86;-0.02;21.19;0.00;6.21;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
