Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-0.82;0.00;2.86;0.00;-2.23;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-0.77;0.00;2.32;0.00;2.05;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;-0.55;0.00;0.15;0.00;2.01;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;-0.50;0.00;-0.39;0.00;1.81;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;-0.28;0.00;-2.56;0.00;1.77;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;-0.23;0.00;-3.11;0.00;-2.90;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;-0.01;0.00;-5.27;0.00;-2.94;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;-0.01;0.00;-5.30;0.00;-3.34;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-1.90;0.00;3.28;0.00;-3.69;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-1.84;0.00;2.76;0.00;1.07;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-1.63;0.00;0.59;0.00;1.03;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-1.57;0.00;0.05;0.00;1.55;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-1.36;0.00;-2.12;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-1.30;0.00;-2.67;0.00;-2.43;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-1.16;0.00;-4.04;0.00;-2.46;0.00;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-1.16;0.00;-4.09;0.00;-3.07;0.00;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;-0.01;0.00;4.13;0.00;-3.06;0.00;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;-0.01;0.00;4.08;0.00;-2.45;0.00;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;-0.15;0.00;2.71;0.00;-2.42;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;-0.21;0.00;2.17;0.00;1.60;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;-0.42;0.00;0.00;0.00;1.64;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;-0.48;0.00;-0.55;0.00;1.19;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-0.69;0.00;-2.71;0.00;1.23;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-0.75;0.00;-3.23;0.00;-3.45;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;0.07;0.00;5.43;0.00;-3.73;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;0.07;0.00;5.40;0.00;-3.32;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;-0.15;0.00;3.24;0.00;-3.28;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;-0.20;0.00;2.69;0.00;1.60;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;-0.42;0.00;0.53;0.00;1.64;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;-0.47;0.00;-0.02;0.00;2.06;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-0.69;0.00;-2.19;0.00;2.10;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-0.74;0.00;-2.73;0.00;-1.96;0.00;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;0.07;0.00;5.43;0.00;-3.73;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-1.90;0.00;3.28;0.00;-3.69;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;193;145;0.000;V_y;-1.16;0.00;-4.04;0.00;-2.46;0.00;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;V_y;-0.01;0.00;4.08;0.00;-2.45;0.00;Beam | 3 - HEA 140 | L : 0.150 m
1;5;5;0.000;V_z;0.07;0.00;5.43;0.00;-3.73;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;-0.01;0.00;-5.30;0.00;-3.34;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_T;-0.69;0.00;-2.19;0.00;2.10;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;M_T;-0.77;0.00;2.32;0.00;2.05;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;M_y;-0.69;0.00;-2.19;0.00;2.10;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;0.07;0.00;5.43;0.00;-3.73;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;2;139;1.650;M_z;-0.77;0.00;2.32;0.00;2.05;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;4;4;0.000;M_z;-0.01;0.00;4.13;0.00;-3.06;0.00;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;;0.07;0.00;5.43;0.00;2.10;0.00;
1;;;;;-1.90;0.00;-5.30;0.00;-3.73;0.00;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-32.79;-0.01;35.57;0.00;-111.57;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-32.54;-0.01;33.61;0.00;-54.48;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-32.12;0.00;29.28;0.00;-54.64;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-31.91;0.00;27.28;0.00;-7.97;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-31.49;0.00;22.95;0.00;-8.13;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-31.30;0.00;20.94;0.00;28.09;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-30.88;0.00;16.61;0.00;27.93;0.00;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-30.87;0.00;16.52;0.00;29.17;0.00;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-30.81;0.00;15.37;0.00;29.17;0.00;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-30.63;0.00;13.43;0.00;51.86;0.00;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-30.21;0.00;9.10;0.00;51.70;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-30.02;0.00;7.06;0.00;65.04;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-29.59;0.01;2.73;0.00;64.88;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-29.39;0.01;0.69;0.00;67.70;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-29.12;0.01;-2.05;0.00;67.60;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-29.10;0.01;-2.24;0.00;67.28;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-29.10;-0.01;2.20;0.00;67.28;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-29.12;-0.01;2.02;0.00;67.60;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-29.40;-0.01;-0.72;0.00;67.56;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-29.59;-0.01;-2.77;0.00;64.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-30.02;0.00;-7.10;0.00;64.62;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-30.21;0.00;-9.13;0.00;51.23;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-30.64;0.00;-13.46;0.00;51.17;0.00;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-30.81;0.00;-15.40;0.00;28.44;0.00;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-30.87;0.00;-16.55;0.00;28.44;0.00;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-30.88;0.00;-16.64;0.00;27.20;0.00;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-31.30;0.00;-20.97;0.00;27.14;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-31.50;0.00;-22.98;0.00;-9.13;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-31.92;0.00;-27.32;0.00;-9.19;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-32.13;0.00;-29.31;0.00;-55.91;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-32.55;0.01;-33.64;0.00;-55.97;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-32.79;0.01;-35.60;0.00;-113.10;0.00;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;167;14;0.150;N;-29.10;0.01;-2.24;0.00;67.28;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;173;16;1.650;N;-32.79;0.01;-35.60;0.00;-113.10;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;V_y;-29.12;0.01;-2.05;0.00;67.60;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;V_y;-29.12;-0.01;2.02;0.00;67.60;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;11;12;0.000;V_z;-32.79;-0.01;35.57;0.00;-111.57;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;V_z;-32.79;0.01;-35.60;0.00;-113.10;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;M_T;-32.55;0.01;-33.64;0.00;-55.97;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;M_T;-32.54;-0.01;33.61;0.00;-54.48;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;M_y;-29.39;0.01;0.69;0.00;67.70;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;M_y;-32.79;0.01;-35.60;0.00;-113.10;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;M_z;-32.13;0.00;-29.31;0.00;-55.91;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;167;14;0.150;M_z;-29.10;0.01;-2.24;0.00;67.28;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
Total;;;;;-29.10;0.01;35.57;0.00;67.70;0.01;
2;;;;;-32.79;-0.01;-35.60;0.00;-113.10;-0.02;
