Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
3;;0.394;M_T;-0.94;-0.31;5.47;0.01;-4.30;-0.16;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_T;-0.91;-0.15;5.18;0.01;1.99;0.12;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;-0.91;-0.15;5.18;0.01;1.99;0.12;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;-0.96;-0.32;5.57;0.01;-6.47;-0.29;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;-0.91;-0.15;5.18;0.01;1.99;0.12;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;-0.96;-0.32;5.57;0.01;-6.47;-0.29;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;-0.91;-0.15;5.57;0.01;1.99;0.12;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;-0.96;-0.32;5.18;0.01;-6.47;-0.29;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;0.98;-0.38;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;0.98;-0.37;7.18;0.01;-4.36;-0.52;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;N;0.98;-0.38;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;N;0.98;-0.37;7.18;0.01;-4.36;-0.52;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;0.98;-0.37;7.18;0.01;-4.36;-0.52;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;0.98;-0.38;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;0.98;-0.38;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;0.98;-0.37;7.18;0.01;-4.36;-0.52;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_T;0.98;-0.37;7.18;0.01;-4.36;-0.52;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;0.98;-0.38;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;0.98;-0.37;7.18;0.01;-4.36;-0.52;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;0.98;-0.38;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;0.98;-0.37;7.18;0.01;-4.36;-0.52;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;0.98;-0.38;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;0.98;-0.37;7.21;0.01;-4.36;-0.52;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;0.98;-0.38;7.18;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;1.25;-0.18;9.87;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;1.25;-0.17;9.86;0.06;-6.18;-0.30;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;1.25;-0.17;9.86;0.06;-6.18;-0.30;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;1.25;-0.17;9.85;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;153;0.075;N;1.25;-0.17;9.85;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;N;1.25;-0.18;9.87;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;1.25;-0.17;9.85;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;1.25;-0.18;9.87;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;1.25;-0.18;9.87;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;1.25;-0.17;9.85;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;1.25;-0.17;9.85;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;1.25;-0.18;9.87;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;1.25;-0.17;9.85;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;1.25;-0.18;9.87;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;1.25;-0.17;9.85;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;1.25;-0.18;9.87;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;1.25;-0.17;9.87;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;1.25;-0.18;9.85;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-8.17;-0.39;1.71;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-8.17;-0.39;1.71;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-7.72;-0.04;0.97;0.00;2.01;0.33;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-7.72;-0.05;0.97;0.00;2.01;0.33;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-7.65;0.01;0.86;0.00;2.22;0.33;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-6.96;0.21;0.34;0.00;3.39;-0.04;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-6.96;0.21;0.34;0.00;3.39;-0.04;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-6.96;0.21;0.34;0.00;3.39;-0.04;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-8.17;-0.39;1.71;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;3.500;V_y;-7.11;0.22;0.37;0.00;3.22;0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-8.17;-0.39;1.71;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-8.17;-0.39;1.71;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-6.96;0.21;0.34;0.00;3.39;-0.04;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-6.96;0.21;0.34;0.00;3.39;-0.04;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;M_T;-7.72;-0.04;0.97;0.00;2.01;0.33;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_y;-6.96;0.21;0.34;0.00;3.39;-0.04;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-8.17;-0.39;1.71;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-7.65;0.01;0.86;0.00;2.22;0.33;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-6.96;0.21;0.34;0.00;3.39;-0.04;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-6.96;0.22;1.71;0.00;3.39;0.33;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-8.17;-0.39;0.34;0.00;0.00;-0.04;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-17.75;0.00;0.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-17.75;0.00;0.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-17.22;0.00;0.10;0.00;0.88;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-17.07;0.00;-0.12;0.00;0.87;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-16.38;0.00;-0.46;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-16.38;0.00;-0.46;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-16.38;0.00;-0.46;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-17.75;0.00;0.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-17.75;0.00;0.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-16.38;0.00;-0.46;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-17.75;0.00;0.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;4.000;V_z;-16.53;0.00;-0.49;0.00;0.24;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_T;-17.14;0.00;-0.02;0.00;0.89;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_T;-17.75;0.00;0.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-17.14;0.00;-0.02;0.00;0.89;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-17.75;0.00;0.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-17.75;0.00;0.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.500;M_z;-16.99;0.00;-0.22;0.00;0.83;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-16.38;0.00;0.91;0.00;0.89;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-17.75;0.00;-0.49;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-16.90;0.00;1.06;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-16.90;0.00;1.06;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-16.22;0.00;-0.02;0.00;1.17;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-15.38;0.00;-0.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-15.38;0.00;-0.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-15.38;0.00;-0.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-16.90;0.00;1.06;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-15.38;0.00;-0.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-16.90;0.00;1.06;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-16.90;0.00;1.06;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;4.500;V_z;-15.53;0.00;-0.58;0.00;0.29;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_T;-16.90;0.00;1.06;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.000;M_T;-16.29;0.00;0.10;0.00;1.16;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-16.22;0.00;-0.02;0.00;1.17;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-16.90;0.00;1.06;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-16.14;0.00;-0.14;0.00;1.15;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-16.90;0.00;1.06;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-15.38;0.00;1.06;0.00;1.17;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-16.90;0.00;-0.58;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-16.93;0.00;0.92;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-16.93;0.00;0.92;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-16.40;0.00;0.11;0.00;0.89;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-16.25;0.00;-0.12;0.00;0.89;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-15.56;0.00;-0.47;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-15.56;0.00;-0.47;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-15.56;0.00;-0.47;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-16.93;0.00;0.92;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-15.56;0.00;-0.47;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-16.93;0.00;0.92;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-16.93;0.00;0.92;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;4.000;V_z;-15.71;0.00;-0.50;0.00;0.24;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_T;-16.93;0.00;0.92;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_T;-16.32;0.00;-0.01;0.00;0.90;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-16.32;0.00;-0.01;0.00;0.90;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-16.93;0.00;0.92;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_z;-16.32;0.00;-0.01;0.00;0.90;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-16.93;0.00;0.92;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-15.56;0.00;0.92;0.00;0.90;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-16.93;0.00;-0.50;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-76.57;1.07;-46.97;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-76.57;1.07;-46.97;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-75.24;0.28;-45.47;0.01;-69.35;-1.01;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-75.24;0.27;-45.47;0.01;-69.35;-1.01;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-73.11;-1.00;-44.02;0.09;-180.76;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-73.11;-1.00;-44.02;0.09;-180.76;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-73.11;-1.00;-44.02;0.09;-180.76;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-76.57;1.07;-46.97;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-76.57;1.07;-46.97;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-73.11;-1.00;-44.02;0.09;-180.76;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_z;-73.11;-1.00;-44.02;0.09;-180.76;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-76.57;1.07;-46.97;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-73.11;-1.00;-44.02;0.09;-180.76;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;;0.500;M_T;-76.12;0.81;-46.48;0.00;-23.37;-0.47;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-76.57;1.07;-46.97;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-73.11;-1.00;-44.02;0.09;-180.76;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-76.57;1.07;-46.97;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;2.000;M_z;-74.80;0.01;-45.00;0.02;-91.97;-1.08;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-73.11;1.07;-44.02;0.09;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-76.57;-1.00;-46.97;0.00;-180.76;-1.08;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-48.68;-0.15;56.40;-0.06;-180.93;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-48.41;-0.28;55.02;-0.08;-88.99;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-48.41;-0.28;55.02;-0.08;-88.99;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-48.68;-0.15;56.40;-0.06;-180.93;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-48.68;-0.15;56.40;-0.06;-180.93;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-48.41;-0.28;55.02;-0.08;-88.99;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-48.68;-0.15;56.40;-0.06;-180.93;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-48.41;-0.28;55.02;-0.08;-88.99;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-48.68;-0.15;56.40;-0.06;-180.93;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-48.41;-0.28;55.02;-0.08;-88.99;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-48.41;-0.28;55.02;-0.08;-88.99;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-48.68;-0.15;56.40;-0.06;-180.93;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-48.41;-0.28;55.02;-0.08;-88.99;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.619;M_z;-48.57;-0.20;55.89;-0.07;-146.18;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-48.41;-0.15;56.40;-0.06;-88.99;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-48.68;-0.28;55.02;-0.08;-180.93;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-38.21;0.00;24.86;0.02;45.36;0.48;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-38.10;0.03;23.40;0.02;83.37;0.42;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-38.10;0.03;23.40;0.02;83.37;0.42;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-38.21;0.00;24.86;0.02;45.36;0.48;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-38.10;0.03;23.40;0.02;83.37;0.42;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-38.21;0.00;24.86;0.02;45.36;0.48;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-38.21;0.00;24.86;0.02;45.36;0.48;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-38.10;0.03;23.40;0.02;83.37;0.42;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.591;M_T;-38.17;0.01;24.31;0.02;59.88;0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-38.10;0.03;23.40;0.02;83.37;0.42;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-38.10;0.03;23.40;0.02;83.37;0.42;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-38.21;0.00;24.86;0.02;45.36;0.48;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-38.21;0.00;24.86;0.02;45.36;0.48;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-38.10;0.03;23.40;0.02;83.37;0.42;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-38.10;0.03;24.86;0.02;83.37;0.48;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-38.21;0.00;23.40;0.02;45.36;0.42;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-35.55;-0.29;2.95;-0.04;110.87;-0.39;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-35.57;-0.29;2.81;-0.04;111.30;-0.33;Beam | 1 - IPE 500 | L : 0.150 m
Extremes;14;0.000;N;-35.55;-0.29;2.95;-0.04;110.87;-0.39;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;N;-35.57;-0.29;2.81;-0.04;111.30;-0.33;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;V_y;-35.55;-0.29;2.95;-0.04;110.87;-0.39;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;V_y;-35.57;-0.29;2.81;-0.04;111.30;-0.33;Beam | 1 - IPE 500 | L : 0.150 m
