Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;1.0;10.1;-0.2;
8;4;;0.0;0.0;0.0;0.0;0.0;6.2;0.5;
9;5;;0.0;0.0;0.0;0.0;-1.0;10.0;1.0;
40;41;;0.0;0.0;0.0;0.0;0.8;8.6;-0.1;
41;42;;0.0;0.0;0.0;0.0;0.0;4.5;0.5;
42;43;;0.0;0.0;0.0;0.0;-0.8;8.4;0.9;
90;55;;0.0;0.0;0.0;0.0;0.0;-5.6;-26.1;
90;49;;0.0;0.0;0.0;0.0;0.0;-13.0;-26.8;
92;26;;0.0;0.0;0.0;0.0;0.0;-4.5;-14.1;
92;33;;0.0;0.0;0.0;0.0;0.0;-5.2;-13.3;
93;57;;0.0;0.0;0.0;0.0;0.0;-3.2;-25.4;
93;50;;0.0;0.0;0.0;0.0;0.0;-15.4;-27.4;
95;58;;0.0;0.0;0.0;0.0;0.0;-1.2;-24.9;
95;51;;0.0;0.0;0.0;0.0;0.0;-17.3;-27.9;
97;59;;0.0;0.0;0.0;0.0;0.0;-2.1;-25.0;
97;54;;0.0;0.0;0.0;0.0;0.0;-16.4;-27.8;
99;60;;0.0;0.0;0.0;0.0;0.0;-3.4;-25.4;
99;53;;0.0;0.0;0.0;0.0;0.0;-15.1;-27.5;
101;83;;0.0;0.0;0.0;0.0;0.0;-5.5;-26.2;
101;55;;0.0;0.0;0.0;0.0;0.0;-13.1;-27.0;
102;64;;0.0;0.0;0.0;0.0;0.0;-12.9;-26.8;
102;69;;0.0;0.0;0.0;0.0;0.0;-5.7;-26.1;
103;37;;0.0;0.0;0.0;0.0;0.0;-5.2;-13.3;
103;30;;0.0;0.0;0.0;0.0;0.0;-4.5;-14.1;
104;65;;0.0;0.0;0.0;0.0;0.0;-15.3;-27.4;
104;71;;0.0;0.0;0.0;0.0;0.0;-3.3;-25.5;
105;66;;0.0;0.0;0.0;0.0;0.0;-17.1;-27.9;
105;72;;0.0;0.0;0.0;0.0;0.0;-1.4;-24.9;
106;68;;0.0;0.0;0.0;0.0;0.0;-16.3;-27.8;
106;73;;0.0;0.0;0.0;0.0;0.0;-2.2;-25.1;
107;67;;0.0;0.0;0.0;0.0;0.0;-15.0;-27.5;
107;74;;0.0;0.0;0.0;0.0;0.0;-3.5;-25.4;
108;19;;0.0;0.0;0.0;0.0;0.0;-4.5;-14.1;
108;26;;0.0;0.0;0.0;0.0;0.0;-5.2;-13.3;
119;63;;0.0;0.0;0.0;0.0;0.0;-1.2;-15.5;
119;52;;0.0;0.0;0.0;0.0;0.0;-9.9;-16.5;
121;62;;0.0;0.0;0.0;0.0;0.0;-9.9;-16.5;
121;76;;0.0;0.0;0.0;0.0;0.0;-1.2;-15.5;
124;84;;0.0;0.0;0.0;0.0;0.0;-2.9;-25.5;
124;57;;0.0;0.0;0.0;0.0;0.0;-15.7;-27.6;
125;85;;0.0;0.0;0.0;0.0;0.0;-0.8;-25.2;
125;58;;0.0;0.0;0.0;0.0;0.0;-17.7;-28.4;
126;86;;0.0;0.0;0.0;0.0;0.0;-1.5;-25.0;
126;59;;0.0;0.0;0.0;0.0;0.0;-16.9;-28.0;
127;87;;0.0;0.0;0.0;0.0;0.0;-2.7;-25.3;
127;60;;0.0;0.0;0.0;0.0;0.0;-15.7;-27.6;
128;69;;0.0;0.0;0.0;0.0;0.0;-13.1;-26.9;
128;95;;0.0;0.0;0.0;0.0;0.0;-5.5;-26.2;
129;30;;0.0;0.0;0.0;0.0;0.0;-5.2;-13.3;
129;23;;0.0;0.0;0.0;0.0;0.0;-4.5;-14.1;
130;71;;0.0;0.0;0.0;0.0;0.0;-15.6;-27.5;
130;96;;0.0;0.0;0.0;0.0;0.0;-3.0;-25.5;
131;72;;0.0;0.0;0.0;0.0;0.0;-17.5;-28.4;
131;97;;0.0;0.0;0.0;0.0;0.0;-1.0;-25.3;
132;73;;0.0;0.0;0.0;0.0;0.0;-16.8;-28.0;
132;98;;0.0;0.0;0.0;0.0;0.0;-1.7;-25.0;
133;74;;0.0;0.0;0.0;0.0;0.0;-15.6;-27.6;
133;99;;0.0;0.0;0.0;0.0;0.0;-2.8;-25.3;
134;89;;0.0;0.0;0.0;0.0;0.0;-0.5;-15.4;
134;63;;0.0;0.0;0.0;0.0;0.0;-10.5;-16.6;
135;76;;0.0;0.0;0.0;0.0;0.0;-10.5;-16.6;
135;100;;0.0;0.0;0.0;0.0;0.0;-0.5;-15.4;
148;111;;0.0;0.0;0.0;0.0;0.0;-6.0;-26.4;
148;83;;0.0;0.0;0.0;0.0;0.0;-13.1;-27.2;
149;12;;0.2;-0.2;0.0;0.0;0.0;-4.5;-14.0;
149;19;;0.0;0.0;0.0;0.0;0.0;-5.2;-13.4;
150;112;;0.0;0.0;0.0;0.0;0.0;-3.6;-25.6;
150;84;;0.0;0.0;0.0;0.0;0.0;-15.5;-27.7;
151;113;;0.0;0.0;0.0;0.0;0.0;-1.7;-25.8;
151;85;;0.0;0.0;0.0;0.0;0.0;-17.3;-28.9;
152;114;;0.0;0.0;0.0;0.0;0.0;-2.7;-25.2;
152;86;;0.0;0.0;0.0;0.0;0.0;-16.4;-28.0;
153;115;;0.0;0.0;0.0;0.0;0.0;-3.9;-25.5;
153;87;;0.0;0.0;0.0;0.0;0.0;-15.1;-27.6;
154;95;;0.0;0.0;0.0;0.0;0.0;-13.0;-27.2;
154;123;;0.0;0.0;0.0;0.0;0.0;-6.1;-26.4;
155;23;;0.0;0.0;0.0;0.0;0.0;-5.2;-13.4;
155;16;;0.2;-0.2;0.0;0.0;0.0;-4.5;-14.0;
156;96;;0.0;0.0;0.0;0.0;0.0;-15.3;-27.6;
156;124;;0.0;0.0;0.0;0.0;0.0;-3.7;-25.7;
157;97;;0.0;0.0;0.0;0.0;0.0;-17.2;-28.8;
157;125;;0.0;0.0;0.0;0.0;0.0;-1.9;-25.8;
158;98;;0.0;0.0;0.0;0.0;0.0;-16.3;-28.0;
158;126;;0.0;0.0;0.0;0.0;0.0;-2.8;-25.2;
159;99;;0.0;0.0;0.0;0.0;0.0;-15.0;-27.6;
159;127;;0.0;0.0;0.0;0.0;0.0;-4.0;-25.5;
160;117;;0.0;0.0;0.0;0.0;0.0;-1.8;-15.6;
160;89;;0.0;0.0;0.0;0.0;0.0;-9.8;-16.6;
161;100;;0.0;0.0;0.0;0.0;0.0;-9.8;-16.6;
161;128;;0.0;0.0;0.0;0.0;0.0;-1.8;-15.6;
174;139;;0.0;0.0;0.0;0.0;0.0;-19.2;-30.0;
174;111;;0.0;0.0;0.0;0.0;0.0;-12.2;-27.5;
175;2;;0.6;0.6;0.0;0.0;0.0;-5.7;-16.1;
175;12;;0.0;0.0;0.0;0.0;0.0;-5.1;-14.0;
176;140;;0.0;0.0;0.0;0.0;0.0;-17.7;-27.7;
176;112;;0.0;0.0;0.0;0.0;0.0;-12.7;-27.3;
177;141;;0.0;0.0;0.0;0.0;0.0;-8.6;-27.1;
177;113;;0.0;0.0;0.0;0.0;0.0;-11.8;-28.4;
