Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-1.90;0.00;6.77;0.00;-5.41;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-1.85;-0.01;6.22;0.00;5.31;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;-1.23;0.00;-0.11;0.00;5.20;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;-1.17;0.00;-0.66;0.00;4.56;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;-0.53;0.00;-6.99;0.00;4.45;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;-0.48;0.00;-7.54;0.00;-7.54;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;0.16;0.00;-13.87;0.00;-7.65;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;0.16;0.00;-13.89;0.00;-8.69;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-2.25;0.00;7.95;0.00;-9.13;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-2.18;0.00;7.43;0.00;2.98;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-1.56;0.00;1.10;0.00;2.87;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-1.51;0.00;0.55;0.00;4.23;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-0.87;0.00;-5.78;0.00;4.11;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-0.82;0.00;-6.33;0.00;-5.88;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-0.43;0.00;-10.16;0.00;-5.95;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-0.43;0.00;-10.21;0.00;-7.48;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;-0.22;0.00;10.42;0.00;-7.95;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;-0.22;0.00;10.37;0.00;-6.39;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;-0.61;0.00;6.53;0.00;-6.32;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;-0.66;0.00;5.99;0.00;4.01;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;-1.30;0.00;-0.34;0.00;4.12;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;-1.35;0.00;-0.89;0.00;3.11;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-1.98;0.00;-7.22;0.00;3.22;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-2.04;0.00;-7.74;0.00;-8.57;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;0.15;0.00;14.08;0.00;-9.26;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;0.15;0.00;14.06;0.00;-8.20;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;-0.49;0.00;7.73;0.00;-8.09;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;-0.53;0.00;7.18;0.00;4.21;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;-1.18;0.00;0.85;0.00;4.33;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;-1.23;0.00;0.30;0.00;5.28;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-1.86;0.01;-6.03;0.00;5.40;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-1.91;0.00;-6.58;0.00;-5.01;0.00;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;190;141;0.000;N;0.16;0.00;-13.87;0.00;-7.65;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-2.25;0.00;7.95;0.00;-9.13;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;199;151;0.000;V_y;-1.86;0.01;-6.03;0.00;5.40;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;V_y;-1.85;-0.01;6.22;0.00;5.31;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;0.15;0.00;14.08;0.00;-9.26;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;0.16;0.00;-13.89;0.00;-8.69;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;199;;0.412;M_T;-1.87;0.01;-6.17;0.00;2.88;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;1.444;M_T;-1.85;-0.01;6.29;0.00;4.02;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;M_y;-1.86;0.01;-6.03;0.00;5.40;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;0.15;0.00;14.08;0.00;-9.26;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_z;-1.86;0.01;-6.03;0.00;5.40;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;4;4;0.000;M_z;-0.22;0.00;10.42;0.00;-7.95;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;;0.16;0.01;14.08;0.00;5.40;0.01;
1;;;;;-2.25;-0.01;-13.89;0.00;-9.26;-0.01;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-71.40;-0.03;79.01;0.00;-251.72;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-70.97;-0.02;77.22;0.00;-122.79;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-69.77;-0.02;64.55;0.00;-123.25;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-69.51;-0.02;62.62;0.00;-18.30;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-68.33;-0.01;49.95;0.00;-18.77;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-68.16;-0.01;47.91;0.00;62.00;0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-66.97;-0.01;35.24;0.00;61.53;0.02;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-66.96;-0.01;35.15;0.00;64.17;0.02;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-67.15;0.00;34.00;0.00;64.17;0.02;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-67.01;0.00;31.99;0.00;116.15;0.02;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-65.80;0.00;19.32;0.00;115.69;0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-65.65;0.00;17.17;0.00;145.81;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-64.42;0.01;4.51;0.00;145.34;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-64.23;0.01;2.34;0.00;151.00;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-63.46;0.01;-5.32;0.00;150.72;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-63.44;0.01;-5.52;0.00;149.90;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-63.40;-0.01;5.90;0.00;149.90;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-63.42;-0.01;5.71;0.00;150.78;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-64.19;-0.01;-1.96;0.00;150.67;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-64.38;-0.01;-4.12;0.00;145.66;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-65.61;0.00;-16.79;0.00;145.49;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-65.77;0.00;-18.94;0.00;116.01;0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-66.97;0.00;-31.60;0.00;115.84;0.02;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-67.11;0.00;-33.62;0.00;64.46;0.02;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-66.92;0.01;-34.76;0.00;64.46;0.02;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-66.93;0.01;-34.86;0.00;61.85;0.02;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-68.12;0.01;-47.53;0.00;61.68;0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-68.29;0.01;-49.56;0.00;-18.44;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-69.47;0.02;-62.23;0.00;-18.61;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-69.73;0.02;-64.16;0.00;-122.92;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-70.93;0.02;-76.83;0.00;-123.09;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-71.36;0.03;-78.62;0.00;-251.38;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;13;14;0.000;N;-63.40;-0.01;5.90;0.00;149.90;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;11;12;0.000;N;-71.40;-0.03;79.01;0.00;-251.72;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;V_y;-71.36;0.03;-78.62;0.00;-251.38;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
2;11;12;0.000;V_y;-71.40;-0.03;79.01;0.00;-251.72;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
2;11;12;0.000;V_z;-71.40;-0.03;79.01;0.00;-251.72;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;V_z;-71.36;0.03;-78.62;0.00;-251.38;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
2;165;114;0.000;M_T;-65.80;0.00;19.32;0.00;115.69;0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;M_T;-65.77;0.00;-18.94;0.00;116.01;0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;M_y;-64.23;0.01;2.34;0.00;151.00;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;11;12;0.000;M_y;-71.40;-0.03;79.01;0.00;-251.72;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
2;170;15;1.575;M_z;-67.11;0.00;-33.62;0.00;64.46;0.02;Beam | 1 - IPE 500 | L : 1.575 m
2;11;12;0.000;M_z;-71.40;-0.03;79.01;0.00;-251.72;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;;-63.40;0.03;79.01;0.00;151.00;0.02;
