Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-69.83;-0.06;-49.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-69.83;-0.06;-49.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-68.02;-0.05;-43.95;-0.05;-69.84;0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-68.02;-0.05;-43.95;-0.05;-69.84;0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-65.09;-0.03;-39.98;-0.11;-172.78;0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-65.09;-0.03;-39.98;-0.11;-172.78;0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-58.87;0.26;55.70;0.11;-172.94;0.12;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-58.57;0.52;53.81;0.17;-82.57;0.12;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-63.88;-0.04;23.06;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-63.72;-0.10;21.08;-0.05;82.08;-0.99;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-61.15;0.63;5.49;0.08;101.01;0.86;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-61.17;0.63;5.30;0.09;101.82;0.73;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-55.78;0.24;-24.26;0.05;46.02;-1.17;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-55.79;0.24;-24.35;0.05;44.20;-1.19;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-69.86;-0.06;51.73;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-69.86;-0.06;51.73;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-68.06;-0.05;45.12;0.05;72.66;0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-68.06;-0.05;45.12;0.05;72.66;0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-65.13;-0.03;38.92;0.11;175.70;0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-65.13;-0.03;38.92;0.11;175.70;0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-94.82;-0.07;-52.84;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-94.82;-0.07;-52.84;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-93.02;-0.05;-48.97;-0.04;-76.39;0.08;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-93.02;-0.05;-48.98;-0.04;-76.39;0.08;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-90.12;-0.03;-46.23;-0.11;-193.85;0.13;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-90.12;-0.03;-46.23;-0.11;-193.85;0.13;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-47.73;0.32;60.16;0.12;-194.01;0.12;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-47.39;0.66;58.26;0.19;-96.29;0.16;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-25.61;0.04;27.52;-0.05;48.61;-1.21;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-25.45;-0.02;25.58;-0.05;90.43;-1.13;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-22.85;0.64;0.89;0.07;125.07;0.71;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-22.87;0.64;0.71;0.07;125.19;0.58;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-44.42;0.19;-28.71;0.05;47.39;-1.19;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-44.43;0.19;-28.80;0.05;45.24;-1.21;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-94.71;-0.07;56.06;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-94.71;-0.07;56.06;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-92.92;-0.05;50.29;0.05;79.79;0.08;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-92.92;-0.05;50.28;0.05;79.79;0.08;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-90.02;-0.03;44.48;0.11;196.65;0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-90.02;-0.03;44.48;0.11;196.65;0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-70.68;-0.06;-48.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-70.68;-0.06;-48.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-68.88;-0.05;-45.15;-0.04;-69.99;0.08;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-68.88;-0.05;-45.15;-0.04;-69.99;0.08;Beam | 1 - IPE 500 | L : 4.000 m
