Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;1.3;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;1.3;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;2.8;0.0;-2.3;-1.6;1.0;0.7;-0.7;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;2.8;0.0;-2.3;-1.6;1.0;0.7;-0.7;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;3.0;0.0;-2.4;-1.8;1.1;0.5;-0.3;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.8;0.0;-0.1;-0.8;2.6;-1.5;1.7;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.8;0.0;-0.1;-0.8;2.6;-1.5;1.7;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_x;0.0;0.0;0.0;0.0;0.0;1.3;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_x;0.8;0.0;-0.1;-0.8;2.6;-1.5;1.7;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_y;0.0;0.0;0.0;0.0;0.0;1.3;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_y;3.1;0.0;-2.4;-1.9;1.3;0.3;0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_z;0.0;0.0;0.0;0.0;0.0;1.3;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;u_z;3.0;0.0;-2.2;-2.0;1.6;-0.1;0.8;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_x;0.8;0.0;-0.1;-0.8;2.6;-1.5;1.7;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;1.3;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;1.3;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_y;0.8;0.0;-0.1;-0.8;2.6;-1.5;1.7;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_z;0.8;0.0;-0.1;-0.8;2.6;-1.5;1.7;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;1.3;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
