Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;3.3;2.0;0.0;
2;2.2;-0.4;2.2;0.0;-1.8;-1.9;4.8;
3;4.7;0.1;4.7;0.1;15.1;0.6;-1.7;
4;6.1;0.0;6.1;0.1;7.6;0.0;-0.1;
5;4.7;0.0;4.7;0.1;14.9;-0.4;1.6;
6;2.2;0.4;2.1;0.0;-1.9;1.9;-4.8;
7;0.0;0.0;0.0;0.0;3.3;-2.0;0.0;
8;0.0;0.0;0.0;0.0;4.1;-0.3;0.0;
9;0.0;0.0;0.0;0.0;5.4;-0.3;0.0;
10;0.0;0.0;0.0;0.0;4.1;-0.2;0.0;
11;0.0;0.0;0.0;0.0;0.5;1.1;0.0;
12;2.6;-1.5;2.1;0.1;0.6;-1.1;0.6;
13;13.2;-0.4;4.5;12.4;13.3;-2.6;-1.1;
14;20.3;0.2;5.8;19.5;7.0;0.0;0.0;
15;13.1;0.8;4.5;12.3;13.0;2.6;1.1;
16;2.9;2.0;2.1;0.1;0.6;1.0;-0.6;
17;0.0;0.0;0.0;0.0;0.5;-1.2;0.0;
18;0.0;0.0;0.0;0.0;0.4;1.3;0.0;
19;2.7;-2.1;1.7;0.1;0.5;-1.2;0.7;
20;15.5;-0.7;4.3;14.9;13.9;-3.2;-1.2;
21;24.8;0.2;5.7;24.1;7.4;0.0;0.0;
22;15.4;1.1;4.3;14.8;13.6;3.2;1.1;
23;3.1;2.6;1.7;0.1;0.5;1.2;-0.7;
24;0.0;0.0;0.0;0.0;0.4;-1.5;0.0;
25;0.0;0.0;0.0;0.0;0.4;1.1;0.0;
26;2.5;-1.8;1.8;0.1;0.5;-1.1;0.7;
27;13.7;-0.6;4.4;13.0;13.6;-2.8;-1.1;
28;21.6;0.2;5.8;20.7;7.0;0.0;0.0;
29;13.6;0.9;4.4;12.9;13.3;2.8;1.1;
30;2.8;2.1;1.8;0.1;0.5;1.1;-0.7;
31;0.0;0.0;0.0;0.0;0.4;-1.3;0.0;
32;0.0;0.0;0.0;0.0;0.4;1.1;0.0;
33;2.6;-1.8;1.8;0.1;0.5;-1.1;0.7;
34;13.7;-0.6;4.5;13.0;13.3;-2.8;-1.1;
35;21.6;0.2;6.0;20.7;6.7;0.0;0.0;
36;13.6;0.9;4.5;12.9;13.1;2.8;1.0;
37;2.8;2.1;1.8;0.1;0.5;1.1;-0.7;
38;0.0;0.0;0.0;0.0;0.4;-1.3;0.0;
39;0.0;0.0;0.0;0.0;1.6;1.1;0.0;
40;1.9;-0.3;1.9;0.0;-0.5;-1.2;2.9;
41;4.6;0.1;4.6;0.1;14.1;0.4;-1.3;
42;6.1;0.0;6.1;0.1;7.0;0.0;0.0;
43;4.6;0.0;4.6;0.1;13.8;-0.2;1.3;
44;1.9;0.3;1.8;0.0;-0.5;1.3;-2.8;
45;0.0;0.0;0.0;0.0;1.6;-1.1;0.0;
46;0.0;0.0;0.0;0.0;2.3;-0.3;0.0;
47;0.0;0.0;0.0;0.0;3.0;-0.3;0.0;
48;0.0;0.0;0.0;0.0;2.3;-0.2;0.0;
49;4.6;-1.5;2.9;3.3;6.0;-2.4;0.0;
50;8.8;-1.0;3.9;7.9;10.2;-2.9;-0.6;
51;13.5;-0.6;4.5;12.7;13.4;-2.8;-1.1;
52;21.5;0.2;5.9;20.7;7.0;-0.1;-0.1;
53;20.3;0.1;5.2;19.7;9.6;-1.2;-0.7;
54;17.6;-0.2;4.8;16.9;11.8;-2.1;-1.0;
55;4.6;-1.5;2.9;3.3;6.2;-2.4;0.0;
57;8.8;-1.0;3.8;7.9;10.4;-2.9;-0.6;
58;13.5;-0.6;4.4;12.8;13.6;-2.8;-1.1;
59;17.5;-0.2;4.7;16.9;12.2;-2.1;-1.1;
60;20.3;0.1;5.0;19.7;10.0;-1.2;-0.7;
62;21.5;0.2;5.9;20.7;7.0;0.1;0.1;
63;21.5;0.2;5.7;20.7;7.3;-0.1;-0.1;
64;4.7;1.8;2.9;3.2;6.0;2.4;0.0;
65;8.8;1.4;3.8;7.8;10.0;2.9;0.5;
66;13.4;0.9;4.5;12.7;13.1;2.8;1.0;
67;20.3;0.3;5.2;19.6;9.4;1.2;0.7;
68;17.5;0.5;4.8;16.8;11.6;2.1;1.0;
69;4.7;1.8;2.9;3.2;6.1;2.4;0.0;
71;8.8;1.4;3.8;7.8;10.2;2.9;0.6;
72;13.4;0.9;4.4;12.7;13.4;2.8;1.1;
73;17.5;0.5;4.7;16.8;12.0;2.1;1.0;
74;20.3;0.3;5.0;19.6;9.8;1.2;0.7;
76;21.5;0.2;5.7;20.7;7.3;0.1;0.1;
83;5.0;-1.8;2.8;3.7;6.3;-2.8;0.0;
84;9.8;-1.2;3.7;9.0;10.5;-3.4;-0.6;
85;15.3;-0.7;4.3;14.6;13.9;-3.2;-1.2;
