Node No.;Displacements [mm];;;;Rotations [mrad];;;
42;6.7;0.0;-6.7;0.1;-6.6;0.0;0.1;
43;5.2;0.0;-5.2;0.1;-14.3;-0.4;-1.5;
44;2.4;0.4;-2.4;0.0;1.8;1.9;4.8;
45;0.0;0.0;0.0;0.0;-3.4;-2.0;0.0;
46;0.0;0.0;0.0;0.0;-4.2;-0.3;0.0;
47;0.0;0.0;0.0;0.0;-5.5;-0.3;0.0;
48;0.0;0.0;0.0;0.0;-4.2;-0.2;0.0;
49;5.0;-1.5;-3.4;3.3;-5.5;-2.5;-0.1;
50;9.2;-1.1;-4.3;8.1;-9.7;-3.0;0.5;
51;13.9;-0.6;-5.0;13.0;-12.9;-2.8;1.0;
52;22.1;0.2;-6.4;21.2;-6.4;-0.1;0.1;
53;20.9;0.1;-5.7;20.1;-8.9;-1.2;0.6;
54;18.1;-0.2;-5.3;17.3;-11.1;-2.2;0.9;
55;4.9;-1.5;-3.3;3.3;-5.8;-2.5;0.0;
57;9.1;-1.1;-4.2;8.0;-10.0;-3.0;0.5;
58;13.7;-0.6;-4.8;12.9;-13.3;-2.8;1.1;
59;17.8;-0.2;-5.1;17.1;-11.8;-2.2;1.0;
60;20.6;0.1;-5.4;19.9;-9.6;-1.2;0.7;
62;22.1;0.2;-6.4;21.2;-6.4;0.1;-0.1;
63;21.8;0.2;-6.1;20.9;-7.1;-0.1;0.1;
64;5.1;1.9;-3.4;3.3;-5.4;2.5;0.1;
65;9.2;1.4;-4.3;8.0;-9.5;3.0;-0.5;
66;13.9;1.0;-5.0;12.9;-12.6;2.8;-1.0;
67;20.9;0.3;-5.7;20.1;-8.7;1.2;-0.6;
68;18.0;0.6;-5.3;17.2;-10.9;2.2;-0.9;
69;5.0;1.9;-3.3;3.2;-5.7;2.4;0.1;
71;9.0;1.4;-4.2;7.9;-9.8;3.0;-0.5;
72;13.7;0.9;-4.8;12.8;-13.0;2.8;-1.0;
73;17.7;0.5;-5.1;17.0;-11.6;2.2;-1.0;
74;20.6;0.3;-5.4;19.8;-9.5;1.2;-0.7;
76;21.8;0.2;-6.1;20.9;-7.0;0.1;-0.1;
83;4.6;-1.2;-3.2;3.1;-6.1;-2.3;0.0;
84;8.5;-0.8;-4.0;7.4;-10.4;-2.7;0.6;
85;12.8;-0.4;-4.6;11.9;-13.8;-2.5;1.2;
86;16.4;0.0;-4.8;15.7;-12.5;-1.9;1.1;
87;18.8;0.2;-5.1;18.1;-10.5;-1.0;0.8;
89;19.9;0.2;-5.8;19.0;-7.8;-0.1;0.1;
95;4.7;1.7;-3.1;3.0;-6.0;2.3;0.0;
96;8.4;1.3;-4.0;7.3;-10.2;2.7;-0.6;
97;12.7;0.8;-4.6;11.8;-13.5;2.5;-1.1;
98;16.3;0.5;-4.8;15.6;-12.3;1.9;-1.1;
99;18.8;0.3;-5.1;18.1;-10.3;1.1;-0.8;
100;19.9;0.2;-5.8;19.0;-7.8;0.1;-0.1;
111;5.0;-1.7;-2.9;3.7;-6.8;-2.8;0.0;
112;9.8;-1.2;-3.8;8.9;-11.1;-3.4;0.7;
113;15.2;-0.7;-4.3;14.5;-14.5;-3.2;1.2;
114;19.9;-0.2;-4.6;19.3;-13.2;-2.5;1.2;
115;23.1;0.1;-4.9;22.6;-11.1;-1.4;0.8;
116;11.8;0.0;-11.4;2.7;16.1;-0.9;-4.2;
117;24.5;0.2;-5.7;23.9;-8.3;-0.1;0.1;
118;11.7;0.4;-11.5;2.3;10.0;1.1;-0.1;
119;6.0;0.1;-6.0;0.1;-10.1;0.7;1.3;
120;8.9;-0.1;-8.9;0.7;-1.6;-0.6;-0.8;
121;9.5;0.1;-9.4;0.9;1.4;0.3;0.8;
122;7.0;0.0;-7.0;0.1;-4.8;0.1;0.3;
123;5.1;2.2;-2.9;3.6;-6.8;2.7;0.0;
124;9.7;1.7;-3.8;8.8;-10.9;3.3;-0.6;
125;15.1;1.2;-4.3;14.4;-14.2;3.2;-1.2;
126;19.8;0.7;-4.6;19.2;-13.0;2.5;-1.2;
127;23.1;0.4;-4.9;22.6;-11.0;1.4;-0.8;
128;24.5;0.2;-5.7;23.9;-8.3;0.1;-0.1;
129;11.7;-0.1;-11.4;2.7;16.8;0.8;4.2;
130;11.7;-0.4;-11.5;2.2;10.2;-1.2;0.1;
131;6.0;-0.1;-6.0;0.1;-10.0;-0.5;-1.3;
132;8.8;0.1;-8.8;0.8;-1.5;0.6;0.8;
133;9.4;-0.2;-9.3;1.1;1.1;-0.4;-0.8;
134;6.9;-0.1;-6.9;0.1;-4.8;-0.2;-0.2;
139;6.6;0.0;-6.3;2.2;2.2;-0.8;-2.1;
140;7.3;0.3;-7.0;1.9;-2.3;0.9;0.1;
141;4.8;0.1;-4.8;0.1;-13.3;0.5;1.3;
142;6.1;-0.1;-6.1;0.8;-9.2;-0.6;0.6;
143;6.3;0.1;-6.2;1.0;-7.3;0.4;1.2;
145;5.9;0.0;-5.9;0.1;-7.7;0.1;0.2;
151;6.6;-0.1;-6.3;2.1;2.6;0.7;2.1;
152;7.2;-0.3;-7.0;1.9;-2.1;-1.0;-0.1;
153;4.7;-0.1;-4.7;0.1;-13.1;-0.4;-1.3;
154;6.1;0.0;-6.0;0.9;-9.1;0.6;-0.6;
155;6.3;-0.2;-6.2;1.2;-7.4;-0.4;-1.2;
156;5.9;-0.1;-5.9;0.1;-7.7;-0.2;-0.1;
Total;24.6;2.5;0.0;23.9;16.8;3.3;4.8;
max/min;0.0;-2.1;-11.5;0.0;-15.1;-3.4;-4.8;
