Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;0.0;-0.1;-0.1;
8;4;;0.0;0.0;0.0;0.0;0.0;-0.1;0.4;
9;5;;0.0;0.0;0.0;0.0;0.0;-0.1;0.6;
40;41;;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;
41;42;;0.0;0.0;0.0;0.0;0.0;0.0;0.4;
42;43;;0.0;0.0;0.0;0.0;0.0;0.0;0.6;
90;55;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
90;49;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
92;26;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
92;33;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
93;57;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
93;50;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
95;58;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
95;51;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
97;59;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
97;54;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
99;60;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
99;53;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
101;83;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
101;55;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
102;64;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
102;69;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
103;37;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
103;30;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
104;65;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
104;71;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
105;66;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
105;72;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
106;68;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
106;73;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
107;67;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
107;74;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
108;19;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
108;26;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
119;63;;0.0;0.0;0.0;0.0;0.0;-3.9;-11.1;
119;52;;0.0;0.0;0.0;0.0;0.0;-3.9;-11.1;
121;62;;0.0;0.0;0.0;0.0;0.0;-3.9;-11.1;
121;76;;0.0;0.0;0.0;0.0;0.0;-3.9;-11.1;
124;84;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
124;57;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
125;85;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
125;58;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
126;86;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
126;59;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.3;
127;87;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.3;
127;60;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.3;
128;69;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
128;95;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
129;30;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
129;23;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
130;71;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
130;96;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
131;72;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
131;97;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
132;73;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.3;
132;98;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
133;74;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.3;
133;99;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.3;
134;89;;0.0;0.0;0.0;0.0;0.0;-3.8;-11.1;
134;63;;0.0;0.0;0.0;0.0;0.0;-4.0;-11.1;
135;76;;0.0;0.0;0.0;0.0;0.0;-4.0;-11.1;
135;100;;0.0;0.0;0.0;0.0;0.0;-3.8;-11.1;
148;111;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
148;83;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
149;12;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
149;19;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
150;112;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
150;84;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
151;113;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
151;85;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
152;114;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
152;86;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
153;115;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
153;87;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
154;95;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
154;123;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
155;23;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
155;16;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
156;96;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
156;124;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
157;97;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
157;125;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
158;98;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
158;126;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
159;99;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
159;127;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
160;117;;0.0;0.0;0.0;0.0;0.0;-4.0;-11.1;
