Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.4;-0.4;0.0;0.1;0.0;-1.8;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.4;-0.4;0.0;0.1;0.0;-1.8;0.0;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_X;0.0;0.0;0.0;0.0;0.0;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;u_X;1.6;-1.6;0.0;0.0;0.0;-0.1;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_Y;0.4;-0.4;0.0;0.1;0.0;-1.8;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Y;0.0;0.0;0.0;0.0;0.0;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_Z;0.4;-0.4;0.0;0.1;0.0;-1.8;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Z;0.0;0.0;0.0;0.0;0.0;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_X;0.0;0.0;0.0;0.0;0.0;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_X;0.4;-0.4;0.0;0.1;0.0;-1.8;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Y;0.0;0.0;0.0;0.0;0.0;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Y;0.4;-0.4;0.0;0.1;0.0;-1.8;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Z;0.0;0.0;0.0;0.0;0.0;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Z;0.4;-0.4;0.0;0.1;0.0;-1.8;0.0;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;1.6;0.0;0.0;0.1;0.0;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;-1.6;0.0;0.0;0.0;-1.8;0.0;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;0.0;0.0;0.0;0.0;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;4.3;0.4;0.0;4.3;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;u_X;4.3;0.4;0.0;4.3;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_X;0.0;0.0;0.0;0.0;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_Y;0.0;0.0;0.0;0.0;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_Y;4.3;0.4;0.0;4.3;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_Z;4.3;0.4;0.0;4.3;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_Z;0.0;0.0;0.0;0.0;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_X;0.0;0.0;0.0;0.0;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_X;4.3;0.4;0.0;4.3;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_Y;0.0;0.0;0.0;0.0;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;φ_Y;2.1;0.2;0.0;2.1;0.0;-2.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_Z;4.3;0.4;0.0;4.3;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_Z;0.0;0.0;0.0;0.0;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;4.3;0.4;0.0;4.3;0.0;-1.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;0.0;0.0;0.0;0.0;0.0;-2.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;;
3;3;0.000;;0.1;0.0;0.0;0.1;0.0;0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;2.3;0.2;0.0;2.3;0.0;-1.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;u_X;2.3;0.2;0.0;2.3;0.0;-1.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.157;u_X;0.1;0.0;0.0;0.1;0.0;0.0;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_Y;2.3;0.2;0.0;2.3;0.0;-1.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;u_Y;0.1;0.0;0.0;0.1;0.0;0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_Z;2.3;0.2;0.0;2.3;0.0;-1.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.157;u_Z;0.1;0.0;0.0;0.1;0.0;0.0;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_X;0.1;0.0;0.0;0.1;0.0;0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;φ_X;2.3;0.2;0.0;2.3;0.0;-1.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_Y;0.1;0.0;0.0;0.1;0.0;0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;;1.181;φ_Y;1.6;0.1;0.0;1.6;0.0;-1.9;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;φ_Z;2.3;0.2;0.0;2.3;0.0;-1.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_Z;0.1;0.0;0.0;0.1;0.0;0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;2.3;0.2;0.0;2.3;0.0;0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;0.1;0.0;0.0;0.1;0.0;-1.9;0.0;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;;
4;4;0.000;;0.1;0.0;0.0;0.1;0.0;0.1;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;0.2;0.0;0.0;0.2;0.0;-0.4;0.0;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;u_X;0.1;0.0;0.0;0.1;0.0;0.1;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_X;0.2;0.0;0.0;0.2;0.0;-0.4;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_Y;0.2;0.0;0.0;0.2;0.0;-0.4;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_Y;0.1;0.0;0.0;0.1;0.0;0.1;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_Z;0.2;0.0;0.0;0.2;0.0;-0.4;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_Z;0.1;0.0;0.0;0.1;0.0;0.1;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_X;0.1;0.0;0.0;0.1;0.0;0.1;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_X;0.2;0.0;0.0;0.2;0.0;-0.4;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_Y;0.1;0.0;0.0;0.1;0.0;0.1;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_Y;0.2;0.0;0.0;0.2;0.0;-0.4;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_Z;0.1;0.0;0.0;0.1;0.0;0.1;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_Z;0.2;0.0;0.0;0.2;0.0;-0.4;0.0;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;0.2;0.0;0.0;0.2;0.0;0.1;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;0.1;0.0;0.0;0.1;0.0;-0.4;0.0;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;;
5;5;0.000;;0.1;0.0;0.0;0.1;0.0;-0.3;0.0;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;0.2;-0.1;0.0;0.2;0.0;-0.6;0.0;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;5;0.000;u_X;0.1;0.0;0.0;0.1;0.0;-0.3;0.0;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;u_X;0.2;-0.1;0.0;0.2;0.0;-0.6;0.0;Beam | 3 - HEA 140 | L : 0.075 m
