Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-50.02;-0.04;-34.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-50.02;-0.04;-34.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-48.67;-0.03;-31.29;-0.02;-49.52;0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-48.67;-0.03;-31.30;-0.02;-49.52;0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-46.47;-0.02;-28.73;-0.05;-123.24;0.10;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-46.47;-0.02;-28.73;-0.05;-123.24;0.10;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-41.54;0.16;39.74;0.09;-123.35;0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-41.34;0.29;38.31;0.12;-58.95;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-44.72;-0.09;16.47;-0.04;33.65;-0.67;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-44.60;-0.12;15.01;-0.04;58.44;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-42.76;0.42;3.82;0.07;72.15;0.73;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-42.77;0.42;3.68;0.07;72.71;0.65;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-39.34;0.22;-17.34;0.04;32.75;-0.66;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-39.34;0.22;-17.41;0.04;31.44;-0.68;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-50.04;-0.04;36.56;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-50.04;-0.04;36.56;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-48.70;-0.03;32.13;0.02;51.52;0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-48.70;-0.03;32.12;0.02;51.52;0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-46.50;-0.02;27.97;0.05;125.30;0.10;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-46.50;-0.02;27.97;0.05;125.30;0.10;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-66.69;-0.04;-37.20;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-66.69;-0.04;-37.20;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-65.35;-0.04;-34.67;-0.02;-53.93;0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-65.35;-0.04;-34.68;-0.02;-53.93;0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-63.16;-0.03;-32.95;-0.05;-137.41;0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-63.16;-0.03;-32.95;-0.05;-137.41;0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-34.18;0.21;42.74;0.11;-137.52;0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-33.97;0.36;41.31;0.14;-68.17;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-19.32;-0.05;19.47;-0.04;34.54;-0.67;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-19.20;-0.08;18.03;-0.04;64.07;-0.52;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-17.33;0.43;0.76;0.07;88.28;0.68;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-17.34;0.43;0.62;0.07;88.39;0.59;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-31.84;0.20;-20.34;0.04;33.68;-0.67;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-31.85;0.20;-20.41;0.04;32.16;-0.68;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-66.62;-0.04;39.47;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-66.62;-0.04;39.47;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-65.28;-0.04;35.60;0.02;56.32;0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-65.28;-0.04;35.59;0.02;56.32;0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-63.10;-0.03;31.72;0.05;139.39;0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-63.10;-0.03;31.72;0.05;139.39;0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-50.49;-0.04;-34.00;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-50.49;-0.04;-34.00;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-49.14;-0.04;-32.05;-0.02;-49.55;0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-49.14;-0.04;-32.05;-0.02;-49.55;0.06;Beam | 1 - IPE 500 | L : 4.000 m
