Node No.;Displacements [mm];;;;Rotations [mrad];;;
68;38.1;-1.6;0.3;38.0;-0.5;4.6;-0.1;
69;7.7;1.3;0.1;7.6;0.0;5.6;0.0;
71;18.2;0.3;0.1;18.2;-0.1;6.6;0.0;
72;29.0;-0.7;0.2;29.0;-0.1;6.1;0.0;
73;38.1;-1.6;0.2;38.1;-0.1;4.6;0.0;
74;44.0;-2.2;0.2;44.0;-0.1;2.4;0.0;
76;46.1;-2.3;0.1;46.0;-0.1;0.0;0.0;
83;9.1;-6.1;0.0;6.7;0.1;-5.2;0.0;
84;17.7;-5.1;0.0;16.9;0.1;-6.5;0.0;
85;28.2;-4.0;0.0;27.9;0.1;-6.3;0.0;
86;37.5;-3.1;0.0;37.4;0.2;-4.9;0.0;
87;44.0;-2.5;0.0;43.9;0.2;-2.8;0.0;
89;46.7;-2.3;0.0;46.7;0.2;-0.4;0.0;
95;7.9;1.4;0.0;7.7;0.2;5.7;0.0;
96;18.4;0.3;0.0;18.4;0.2;6.7;0.0;
97;29.4;-0.7;0.0;29.4;0.2;6.2;0.0;
98;38.6;-1.6;0.0;38.6;0.3;4.7;0.0;
99;44.7;-2.1;0.0;44.6;0.3;2.5;0.0;
100;46.8;-2.3;0.0;46.7;0.2;0.0;0.0;
111;9.0;-6.1;0.0;6.7;0.1;-5.2;0.0;
112;17.7;-5.1;0.0;16.9;0.1;-6.5;0.0;
113;28.2;-4.0;0.0;27.9;0.1;-6.3;0.0;
114;37.5;-3.1;0.0;37.4;0.3;-4.9;0.0;
115;44.0;-2.5;0.0;43.9;0.3;-2.8;0.0;
116;5.8;-0.2;3.6;4.5;-9.5;-1.9;1.6;
117;46.7;-2.3;0.0;46.6;0.3;-0.4;0.0;
118;5.3;0.4;3.2;4.2;-8.6;2.0;0.1;
119;0.7;-0.1;0.6;0.2;-1.4;1.1;-0.2;
120;2.7;-0.4;1.5;2.2;-3.7;-1.6;0.8;
121;3.1;0.1;1.5;2.7;-3.9;1.1;0.0;
122;0.6;-0.3;0.5;0.2;-1.0;0.5;0.2;
123;7.9;1.4;0.0;7.7;0.2;5.7;0.0;
124;18.4;0.3;0.0;18.4;0.3;6.7;0.0;
125;29.4;-0.7;0.0;29.4;0.2;6.2;0.0;
126;38.6;-1.6;0.0;38.6;0.4;4.7;0.0;
127;44.6;-2.1;0.0;44.6;0.4;2.5;0.0;
128;46.7;-2.3;0.0;46.7;0.3;0.0;0.0;
129;7.8;-0.5;6.7;4.0;-18.0;1.6;-2.9;
130;6.9;-1.1;5.7;3.8;-15.3;-1.9;-0.1;
131;1.2;-0.5;1.1;0.2;-2.3;-0.5;0.3;
132;3.7;-0.3;2.7;2.5;-7.2;1.6;-1.5;
133;4.5;-0.9;3.3;3.0;-8.7;-1.3;-0.3;
134;0.9;-0.5;0.7;0.2;-1.6;-0.5;0.3;
139;5.7;-0.2;-3.5;4.5;9.4;-1.9;-1.6;
140;5.2;0.4;-3.1;4.2;8.5;2.0;-0.1;
141;0.5;-0.1;-0.5;0.2;1.3;1.1;0.2;
142;2.6;-0.4;-1.3;2.2;3.6;-1.6;-0.7;
143;3.0;0.1;-1.3;2.7;3.8;1.1;0.0;
145;0.4;-0.3;-0.3;0.2;0.9;0.5;-0.2;
151;7.6;-0.5;-6.5;4.0;18.0;1.6;2.8;
152;6.7;-1.1;-5.5;3.8;15.2;-1.9;0.0;
153;0.9;-0.5;-0.8;0.2;2.2;-0.5;-0.3;
154;3.5;-0.3;-2.5;2.5;7.1;1.6;1.5;
155;4.3;-0.9;-3.0;3.0;8.6;-1.3;0.3;
156;0.7;-0.5;-0.4;0.2;1.5;-0.5;-0.3;
Total;46.8;2.1;6.7;46.7;18.0;6.7;3.0;
max/min;0.0;-6.7;-6.5;0.0;-18.0;-6.5;-3.0;
