Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;-1.2;1.3;0.0;
2;0.7;-0.7;0.0;0.1;1.0;-1.9;-1.5;
3;0.3;-0.2;-0.1;0.1;-0.6;0.8;0.3;
4;0.4;-0.4;-0.1;0.1;0.0;0.0;-0.3;
5;0.5;-0.4;-0.1;0.1;-1.1;-0.2;-0.5;
6;0.2;-0.1;-0.1;0.1;2.4;1.5;3.0;
7;0.0;0.0;0.0;0.0;-2.8;-0.4;0.0;
8;0.0;0.0;0.0;0.0;-1.3;-0.5;0.0;
9;0.0;0.0;0.0;0.0;-2.4;-0.5;0.0;
10;0.0;0.0;0.0;0.0;-2.1;-0.4;0.0;
11;0.0;0.0;0.0;0.0;0.0;3.2;0.0;
12;6.7;-6.7;0.0;0.2;0.0;-2.0;0.0;
13;28.6;-4.0;0.0;28.3;0.1;-6.3;0.0;
14;46.7;-2.3;0.0;46.7;0.3;-0.2;0.0;
15;29.9;-0.8;0.0;29.8;0.2;6.2;0.0;
16;2.1;2.1;0.0;0.2;0.0;2.8;0.0;
17;0.0;0.0;0.0;0.0;0.0;-1.9;0.0;
18;0.0;0.0;0.0;0.0;0.0;3.2;0.0;
19;6.7;-6.7;0.0;0.2;0.0;-2.0;0.0;
20;28.6;-4.0;0.0;28.4;0.1;-6.3;0.0;
21;46.8;-2.3;0.0;46.7;0.2;-0.2;0.0;
22;29.9;-0.8;0.0;29.9;0.2;6.2;0.0;
23;2.1;2.1;0.0;0.2;0.0;2.8;0.0;
24;0.0;0.0;0.0;0.0;0.0;-1.9;0.0;
25;0.0;0.0;0.0;0.0;0.0;3.2;0.0;
26;6.6;-6.6;0.0;0.2;0.0;-2.0;0.0;
27;28.2;-4.0;0.1;27.9;0.0;-6.2;0.0;
28;46.1;-2.3;0.1;46.0;-0.1;-0.2;0.0;
29;29.5;-0.8;0.2;29.4;-0.1;6.1;0.0;
30;2.0;2.0;0.1;0.2;0.0;2.8;0.0;
31;0.0;0.0;0.0;0.0;0.0;-1.9;0.0;
32;0.0;0.0;0.0;0.0;0.0;3.2;0.0;
33;6.6;-6.6;0.1;0.2;0.0;-2.0;0.0;
34;28.2;-4.0;0.2;27.9;-0.2;-6.2;0.0;
35;46.0;-2.3;0.2;46.0;-0.4;-0.2;0.0;
36;29.4;-0.8;0.3;29.4;-0.3;6.1;-0.1;
37;2.0;2.0;0.2;0.2;0.0;2.8;0.0;
38;0.0;0.0;0.0;0.0;0.0;-1.9;0.0;
39;0.0;0.0;0.0;0.0;1.2;1.3;0.0;
40;0.7;-0.7;0.1;0.1;-1.0;-1.9;1.6;
41;0.3;-0.2;0.2;0.1;0.6;0.8;-0.3;
42;0.5;-0.4;0.4;0.1;-0.1;0.0;0.3;
43;0.6;-0.4;0.4;0.1;1.1;-0.2;0.5;
44;0.3;-0.1;0.3;0.1;-2.4;1.5;-3.0;
45;0.0;0.0;0.0;0.0;2.8;-0.4;0.0;
46;0.0;0.0;0.0;0.0;1.4;-0.5;0.0;
47;0.0;0.0;0.0;0.0;2.4;-0.5;0.0;
48;0.0;0.0;0.0;0.0;2.2;-0.4;0.0;
49;8.9;-6.0;0.1;6.6;-0.1;-5.2;0.0;
50;17.4;-5.0;0.1;16.7;-0.2;-6.4;0.0;
51;27.7;-4.0;0.2;27.4;-0.2;-6.2;0.0;
52;46.0;-2.3;0.3;45.9;-0.4;-0.4;0.0;
53;43.3;-2.5;0.3;43.2;-0.4;-2.8;0.1;
54;36.9;-3.1;0.2;36.8;-0.3;-4.9;0.1;
55;8.9;-6.0;0.1;6.6;0.0;-5.2;0.0;
57;17.4;-5.1;0.1;16.7;0.0;-6.4;0.0;
58;27.7;-4.0;0.1;27.5;0.0;-6.2;0.0;
59;37.0;-3.1;0.1;36.8;-0.1;-4.9;0.0;
60;43.3;-2.5;0.1;43.3;-0.1;-2.8;0.0;
62;46.0;-2.3;0.3;46.0;-0.4;0.0;0.0;
63;46.0;-2.3;0.1;46.0;-0.1;-0.4;0.0;
64;7.7;1.3;0.2;7.6;-0.3;5.6;0.0;
65;18.1;0.3;0.2;18.1;-0.3;6.6;-0.1;
66;29.0;-0.7;0.3;29.0;-0.3;6.1;-0.1;
67;44.0;-2.1;0.3;43.9;-0.5;2.4;0.0;
