Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.9;-9.2;-0.1;
8;4;;0.0;0.0;0.0;0.0;0.0;-5.3;0.5;
9;5;;0.0;0.0;0.0;0.0;0.8;-9.1;0.9;
40;41;;0.0;0.0;0.0;0.0;-0.9;-9.7;-0.2;
41;42;;0.0;0.0;0.0;0.0;0.0;-5.5;0.5;
42;43;;0.0;0.0;0.0;0.0;0.9;-9.6;1.0;
90;55;;0.0;0.0;0.0;0.0;0.0;-12.8;-27.1;
90;49;;0.0;0.0;0.0;0.0;0.0;-6.0;-26.4;
92;26;;0.1;-0.1;0.0;0.0;0.0;-5.3;-13.4;
92;33;;0.0;0.0;0.0;0.0;0.0;-4.4;-14.0;
93;57;;0.0;0.0;0.0;0.0;0.0;-15.3;-27.6;
93;50;;0.0;0.0;0.0;0.0;0.0;-3.6;-25.7;
95;58;;0.0;0.0;0.0;0.0;0.0;-17.3;-28.8;
95;51;;0.0;0.0;0.0;0.0;0.0;-1.7;-25.9;
97;59;;0.0;0.0;0.0;0.0;0.0;-16.4;-28.0;
97;54;;0.0;0.0;0.0;0.0;0.0;-2.7;-25.3;
99;60;;0.0;0.0;0.0;0.0;0.0;-15.1;-27.6;
99;53;;0.0;0.0;0.0;0.0;0.0;-4.0;-25.7;
101;83;;0.0;0.0;0.0;0.0;0.0;-13.0;-27.0;
101;55;;0.0;0.0;0.0;0.0;0.0;-5.9;-26.3;
102;64;;0.0;0.0;0.0;0.0;0.0;-6.1;-26.5;
102;69;;0.0;0.0;0.0;0.0;0.0;-12.8;-27.1;
103;37;;0.0;0.0;0.0;0.0;0.0;-4.4;-14.0;
103;30;;0.1;-0.1;0.0;0.0;0.0;-5.3;-13.4;
104;65;;0.0;0.0;0.0;0.0;0.0;-3.7;-25.7;
104;71;;0.0;0.0;0.0;0.0;0.0;-15.2;-27.5;
105;66;;0.0;0.0;0.0;0.0;0.0;-1.8;-25.9;
105;72;;0.0;0.0;0.0;0.0;0.0;-17.1;-28.7;
106;68;;0.0;0.0;0.0;0.0;0.0;-2.8;-25.4;
106;73;;0.0;0.0;0.0;0.0;0.0;-16.3;-27.9;
107;67;;0.0;0.0;0.0;0.0;0.0;-4.1;-25.7;
107;74;;0.0;0.0;0.0;0.0;0.0;-15.0;-27.6;
108;19;;0.1;-0.1;0.0;0.0;0.0;-5.2;-13.3;
108;26;;0.0;0.0;0.0;0.0;0.0;-4.4;-14.1;
119;63;;0.0;0.0;0.0;0.0;0.0;-9.9;-16.7;
119;52;;0.0;0.0;0.0;0.0;0.0;-1.8;-15.7;
121;62;;0.0;0.0;0.0;0.0;0.0;-1.8;-15.7;
