Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-12.11;0.00;-1.07;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-12.11;0.00;-1.07;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-10.47;0.00;-1.40;0.00;-4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-10.47;0.00;-1.40;0.00;-4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-10.47;0.00;-1.40;0.00;-4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-12.11;0.00;-1.07;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-12.11;0.00;-1.07;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-10.47;0.00;-1.40;0.00;-4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-12.11;0.00;-1.07;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-10.47;0.00;-1.40;0.00;-4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_T;-12.11;0.00;-1.07;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-10.47;0.00;-1.40;0.00;-4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-12.11;0.00;-1.07;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_y;-10.47;0.00;-1.40;0.00;-4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_z;-12.11;0.00;-1.07;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-10.47;0.00;-1.40;0.00;-4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-10.47;0.00;-1.07;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-12.11;0.00;-1.40;0.00;-4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;-1.97;0.00;6.78;0.00;-5.47;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;-1.92;0.00;6.24;0.00;5.28;0.00;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;-1.92;0.00;6.24;0.00;5.28;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;-1.97;0.00;6.78;0.00;-5.47;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;-1.97;0.00;6.78;0.00;-5.47;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;-1.92;0.00;6.24;0.00;5.28;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;-1.97;0.00;6.78;0.00;-5.47;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;-1.92;0.00;6.24;0.00;5.28;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;-1.97;0.00;6.78;0.00;-5.47;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;-1.92;0.00;6.24;0.00;5.28;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;-1.92;0.00;6.24;0.00;5.28;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;-1.97;0.00;6.78;0.00;-5.47;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;-1.92;0.00;6.24;0.00;5.28;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;-1.97;0.00;6.78;0.00;-5.47;0.00;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;-1.92;0.00;6.78;0.00;5.28;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;-1.97;0.00;6.24;0.00;-5.47;0.00;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;-2.21;0.00;7.94;0.00;-9.11;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;-2.14;0.00;7.42;0.00;3.00;0.00;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;-2.14;0.00;7.42;0.00;3.00;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;-2.21;0.00;7.94;0.00;-9.11;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;-2.21;0.00;7.94;0.00;-9.11;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;-2.14;0.00;7.42;0.00;3.00;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;-2.21;0.00;7.94;0.00;-9.11;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;-2.14;0.00;7.42;0.00;3.00;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_T;-2.14;0.00;7.42;0.00;3.00;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_T;-2.21;0.00;7.94;0.00;-9.11;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;-2.14;0.00;7.42;0.00;3.00;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;-2.21;0.00;7.94;0.00;-9.11;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;-2.21;0.00;7.94;0.00;-9.11;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;-2.14;0.00;7.42;0.00;3.00;0.00;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;-2.14;0.00;7.94;0.00;3.00;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;-2.21;0.00;7.42;0.00;-9.11;0.00;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;-0.05;0.00;10.41;0.00;-7.95;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;-0.05;0.00;10.36;0.00;-6.39;0.00;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;;0.094;N;-0.05;0.00;10.38;0.00;-6.97;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;N;-0.05;0.00;10.41;0.00;-7.95;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;-0.05;0.00;10.41;0.00;-7.95;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;-0.05;0.00;10.36;0.00;-6.39;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;-0.05;0.00;10.41;0.00;-7.95;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;-0.05;0.00;10.36;0.00;-6.39;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_T;-0.05;0.00;10.36;0.00;-6.39;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;-0.05;0.00;10.41;0.00;-7.95;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;-0.05;0.00;10.36;0.00;-6.39;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;-0.05;0.00;10.41;0.00;-7.95;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;-0.05;0.00;10.36;0.00;-6.39;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;-0.05;0.00;10.41;0.00;-7.95;0.00;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;-0.05;0.00;10.41;0.00;-6.39;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;-0.05;0.00;10.36;0.00;-7.95;0.00;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;0.22;0.00;14.10;0.00;-9.28;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;0.22;0.00;14.07;0.00;-8.23;0.00;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;153;0.075;N;0.22;0.00;14.07;0.00;-8.23;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;N;0.22;0.00;14.10;0.00;-9.28;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;0.22;0.00;14.07;0.00;-8.23;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;0.22;0.00;14.10;0.00;-9.28;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;0.22;0.00;14.10;0.00;-9.28;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;0.22;0.00;14.07;0.00;-8.23;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;0.22;0.00;14.10;0.00;-9.28;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;0.22;0.00;14.07;0.00;-8.23;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;0.22;0.00;14.07;0.00;-8.23;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;0.22;0.00;14.10;0.00;-9.28;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;0.22;0.00;14.07;0.00;-8.23;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;0.22;0.00;14.10;0.00;-9.28;0.00;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;0.22;0.00;14.10;0.00;-8.23;0.00;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;0.22;0.00;14.07;0.00;-9.28;0.00;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-11.88;0.00;1.44;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-11.88;0.00;1.44;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-10.24;0.00;1.05;0.00;4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-10.24;0.00;1.05;0.00;4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-10.24;0.00;1.05;0.00;4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-11.88;0.00;1.44;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-11.88;0.00;1.44;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-10.24;0.00;1.05;0.00;4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-11.88;0.00;1.44;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-10.24;0.00;1.05;0.00;4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-10.24;0.00;1.05;0.00;4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_T;-11.88;0.00;1.44;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_y;-10.24;0.00;1.05;0.00;4.98;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-11.88;0.00;1.44;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
