Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
1;22;26;4.000;;-29.91;0.03;-18.65;0.04;-81.64;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-29.91;0.03;-18.65;0.04;-81.64;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;23;26;0.000;;-18.42;-0.16;26.08;-0.11;-81.70;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;23;55;1.650;;-18.25;-0.25;24.61;-0.13;-39.88;0.08;Beam | 1 - IPE 500 | L : 1.650 m
1;24;27;0.000;;-16.97;0.10;11.61;0.04;21.11;0.52;Beam | 1 - IPE 500 | L : 1.575 m
1;24;59;1.575;;-16.84;0.12;10.18;0.04;38.27;0.31;Beam | 1 - IPE 500 | L : 1.575 m
1;25;28;0.000;;-15.70;-0.34;1.39;-0.07;50.53;-0.72;Beam | 1 - IPE 500 | L : 0.150 m
1;25;76;0.150;;-15.71;-0.34;1.25;-0.07;50.73;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
1;26;29;0.000;;-17.01;-0.28;-11.97;-0.04;20.61;0.52;Beam | 1 - IPE 500 | L : 0.075 m
1;26;72;0.075;;-17.01;-0.27;-12.04;-0.04;19.71;0.54;Beam | 1 - IPE 500 | L : 0.075 m
1;27;31;0.000;;-33.51;0.04;24.84;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;27;31;0.000;;-33.51;0.04;24.84;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;27;;1.500;;-32.16;0.03;21.32;-0.02;34.62;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;27;;1.500;;-32.16;0.03;21.31;-0.02;34.62;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;27;30;4.000;;-29.92;0.03;18.11;-0.04;82.79;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;27;30;4.000;;-29.92;0.03;18.11;-0.04;82.79;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;28;32;0.000;;-33.52;0.04;-24.65;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;28;32;0.000;;-33.52;0.04;-24.65;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;28;;1.500;;-32.17;0.03;-21.07;0.02;-34.29;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;28;;1.500;;-32.17;0.03;-21.07;0.02;-34.29;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;28;33;4.000;;-29.93;0.03;-18.29;0.04;-82.16;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;28;33;4.000;;-29.93;0.03;-18.29;0.04;-82.16;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;29;33;0.000;;-17.32;-0.15;26.21;-0.10;-82.22;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;29;49;1.650;;-17.14;-0.23;24.74;-0.12;-40.19;0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;30;34;0.000;;-15.86;0.08;11.73;0.05;21.24;0.50;Beam | 1 - IPE 500 | L : 1.575 m
1;30;54;1.575;;-15.73;0.11;10.30;0.05;38.58;0.32;Beam | 1 - IPE 500 | L : 1.575 m
1;31;35;0.000;;-14.59;-0.26;1.27;-0.05;51.25;-0.57;Beam | 1 - IPE 500 | L : 0.150 m
1;31;62;0.150;;-14.61;-0.26;1.13;-0.06;51.43;-0.53;Beam | 1 - IPE 500 | L : 0.150 m
1;32;36;0.000;;-15.90;-0.29;-12.09;-0.05;20.73;0.50;Beam | 1 - IPE 500 | L : 0.075 m
1;32;66;0.075;;-15.91;-0.29;-12.16;-0.05;19.82;0.52;Beam | 1 - IPE 500 | L : 0.075 m
1;33;38;0.000;;-33.53;0.04;25.82;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;33;38;0.000;;-33.53;0.04;25.82;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;33;;1.500;;-32.18;0.03;21.57;-0.02;35.54;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;33;;1.500;;-32.18;0.03;21.56;-0.02;35.54;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;33;37;4.000;;-29.94;0.03;17.74;-0.04;83.32;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;33;37;4.000;;-29.94;0.03;17.74;-0.04;83.32;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;84;49;0.000;;-16.83;-0.16;21.53;-0.10;-40.30;0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;84;50;1.650;;-16.68;-0.21;20.05;-0.12;-6.00;0.30;Beam | 1 - IPE 500 | L : 1.650 m
1;85;50;0.000;;-16.36;-0.11;16.84;-0.09;-6.11;0.30;Beam | 1 - IPE 500 | L : 1.650 m
1;85;51;1.650;;-16.22;-0.13;15.35;-0.10;20.45;0.52;Beam | 1 - IPE 500 | L : 1.650 m
1;86;51;0.000;;-15.90;0.29;12.14;0.05;20.33;0.52;Beam | 1 - IPE 500 | L : 0.075 m
1;86;34;0.075;;-15.90;0.29;12.08;0.05;21.24;0.50;Beam | 1 - IPE 500 | L : 0.075 m
1;87;52;0.000;;-14.60;0.26;-1.15;0.06;51.43;-0.52;Beam | 1 - IPE 500 | L : 0.150 m
1;87;35;0.150;;-14.59;0.26;-1.29;0.06;51.25;-0.57;Beam | 1 - IPE 500 | L : 0.150 m
1;88;53;0.000;;-14.95;0.23;2.38;0.06;48.81;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;88;52;1.650;;-14.81;0.24;0.88;0.05;51.50;-0.52;Beam | 1 - IPE 500 | L : 1.650 m
1;89;54;0.000;;-15.41;0.17;7.09;0.06;38.46;0.32;Beam | 1 - IPE 500 | L : 1.650 m
1;89;53;1.650;;-15.27;0.19;5.59;0.06;48.93;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;91;55;0.000;;-17.94;-0.16;21.40;-0.11;-40.00;0.08;Beam | 1 - IPE 500 | L : 1.650 m
1;91;57;1.650;;-17.78;-0.21;19.92;-0.12;-5.90;0.32;Beam | 1 - IPE 500 | L : 1.650 m
1;94;57;0.000;;-17.47;-0.11;16.71;-0.09;-6.02;0.32;Beam | 1 - IPE 500 | L : 1.650 m
1;94;58;1.650;;-17.33;-0.13;15.22;-0.10;20.33;0.54;Beam | 1 - IPE 500 | L : 1.650 m
1;96;58;0.000;;-17.01;0.28;12.02;0.04;20.21;0.54;Beam | 1 - IPE 500 | L : 0.075 m
1;96;27;0.075;;-17.00;0.28;11.95;0.04;21.11;0.52;Beam | 1 - IPE 500 | L : 0.075 m
1;98;59;0.000;;-16.52;0.20;6.97;0.06;38.16;0.31;Beam | 1 - IPE 500 | L : 1.650 m
1;98;60;1.650;;-16.38;0.22;5.47;0.06;48.42;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;100;60;0.000;;-16.06;0.27;2.27;0.07;48.31;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;100;63;1.650;;-15.91;0.28;0.76;0.06;50.81;-0.65;Beam | 1 - IPE 500 | L : 1.650 m
1;109;74;0.000;;-16.38;-0.23;-5.49;-0.05;48.13;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;109;73;1.650;;-16.52;-0.21;-6.99;-0.06;37.84;0.31;Beam | 1 - IPE 500 | L : 1.650 m
1;110;73;0.000;;-16.84;-0.13;-10.20;-0.04;37.79;0.30;Beam | 1 - IPE 500 | L : 1.575 m
1;110;29;1.575;;-16.97;-0.11;-11.63;-0.04;20.61;0.52;Beam | 1 - IPE 500 | L : 1.575 m
1;111;72;0.000;;-17.33;0.13;-15.24;0.10;19.67;0.52;Beam | 1 - IPE 500 | L : 1.650 m
1;111;71;1.650;;-17.47;0.11;-16.73;0.09;-6.71;0.31;Beam | 1 - IPE 500 | L : 1.650 m
1;112;71;0.000;;-17.78;0.20;-19.94;0.12;-6.75;0.31;Beam | 1 - IPE 500 | L : 1.650 m
1;112;69;1.650;;-17.94;0.15;-21.42;0.10;-40.88;0.08;Beam | 1 - IPE 500 | L : 1.650 m
1;113;69;0.000;;-18.25;0.25;-24.63;0.13;-40.92;0.08;Beam | 1 - IPE 500 | L : 1.650 m
1;113;30;1.650;;-18.43;0.16;-26.10;0.11;-82.77;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;114;67;0.000;;-15.27;-0.20;-5.61;-0.06;48.64;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;114;68;1.650;;-15.42;-0.18;-7.11;-0.06;38.14;0.31;Beam | 1 - IPE 500 | L : 1.650 m
1;115;68;0.000;;-15.73;-0.11;-10.32;-0.05;38.10;0.31;Beam | 1 - IPE 500 | L : 1.575 m
1;115;36;1.575;;-15.87;-0.09;-11.74;-0.05;20.73;0.50;Beam | 1 - IPE 500 | L : 1.575 m
1;116;66;0.000;;-16.22;0.13;-15.37;0.09;19.78;0.50;Beam | 1 - IPE 500 | L : 1.650 m
1;116;65;1.650;;-16.36;0.11;-16.86;0.09;-6.81;0.29;Beam | 1 - IPE 500 | L : 1.650 m
1;117;65;0.000;;-16.68;0.20;-20.07;0.11;-6.85;0.29;Beam | 1 - IPE 500 | L : 1.650 m
1;117;64;1.650;;-16.83;0.15;-21.55;0.10;-41.19;0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;118;64;0.000;;-17.15;0.23;-24.76;0.12;-41.23;0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;118;37;1.650;;-17.32;0.15;-26.23;0.10;-83.29;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;120;63;0.000;;-15.71;0.35;-1.27;0.08;50.73;-0.65;Beam | 1 - IPE 500 | L : 0.150 m
1;120;28;0.150;;-15.70;0.35;-1.40;0.07;50.53;-0.72;Beam | 1 - IPE 500 | L : 0.150 m
1;122;76;0.000;;-15.92;-0.28;-0.78;-0.05;50.70;-0.66;Beam | 1 - IPE 500 | L : 1.650 m
1;122;74;1.650;;-16.06;-0.28;-2.28;-0.06;48.18;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;123;62;0.000;;-14.81;-0.24;-0.90;-0.05;51.40;-0.53;Beam | 1 - IPE 500 | L : 1.650 m
1;123;67;1.650;;-14.95;-0.23;-2.40;-0.06;48.68;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;136;83;0.000;;-30.10;-0.16;20.41;-0.11;-36.29;0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;136;84;1.650;;-29.95;-0.21;18.93;-0.12;-3.82;0.36;Beam | 1 - IPE 500 | L : 1.650 m
1;137;84;0.000;;-29.63;-0.11;15.73;-0.10;-3.94;0.36;Beam | 1 - IPE 500 | L : 1.650 m
1;137;85;1.650;;-29.49;-0.13;14.23;-0.10;20.78;0.58;Beam | 1 - IPE 500 | L : 1.650 m
1;138;85;0.000;;-29.17;0.27;11.03;0.04;20.66;0.58;Beam | 1 - IPE 500 | L : 0.075 m
1;138;20;0.075;;-29.17;0.27;10.96;0.04;21.49;0.56;Beam | 1 - IPE 500 | L : 0.075 m
1;139;86;0.000;;-34.14;0.25;5.47;0.06;36.17;0.29;Beam | 1 - IPE 500 | L : 1.650 m
1;139;87;1.650;;-34.00;0.27;3.96;0.05;43.95;-0.20;Beam | 1 - IPE 500 | L : 1.650 m
1;140;87;0.000;;-33.68;0.34;0.75;0.07;43.84;-0.20;Beam | 1 - IPE 500 | L : 1.650 m
1;140;89;1.650;;-33.53;0.34;-0.76;0.06;43.83;-0.84;Beam | 1 - IPE 500 | L : 1.650 m
1;141;89;0.000;;-33.33;0.45;-2.79;0.09;43.76;-0.84;Beam | 1 - IPE 500 | L : 0.150 m
1;141;21;0.150;;-33.32;0.44;-2.93;0.09;43.33;-0.91;Beam | 1 - IPE 500 | L : 0.150 m
1;142;100;0.000;;-33.54;-0.34;0.71;-0.06;43.72;-0.84;Beam | 1 - IPE 500 | L : 1.650 m
1;142;99;1.650;;-33.68;-0.34;-0.80;-0.07;43.65;-0.20;Beam | 1 - IPE 500 | L : 1.650 m
1;143;99;0.000;;-34.00;-0.27;-4.01;-0.05;43.61;-0.20;Beam | 1 - IPE 500 | L : 1.650 m
1;143;98;1.650;;-34.15;-0.26;-5.52;-0.06;35.74;0.29;Beam | 1 - IPE 500 | L : 1.650 m
1;144;98;0.000;;-34.46;-0.17;-8.73;-0.03;35.70;0.28;Beam | 1 - IPE 500 | L : 1.575 m
1;144;22;1.575;;-34.60;-0.15;-10.16;-0.03;20.82;0.56;Beam | 1 - IPE 500 | L : 1.575 m
1;145;97;0.000;;-29.54;0.12;-14.28;0.10;19.95;0.56;Beam | 1 - IPE 500 | L : 1.650 m
1;145;96;1.650;;-29.68;0.10;-15.77;0.09;-4.84;0.35;Beam | 1 - IPE 500 | L : 1.650 m
1;146;96;0.000;;-29.99;0.20;-18.98;0.12;-4.88;0.35;Beam | 1 - IPE 500 | L : 1.650 m
1;146;95;1.650;;-30.15;0.15;-20.46;0.11;-37.43;0.12;Beam | 1 - IPE 500 | L : 1.650 m
1;147;95;0.000;;-30.46;0.26;-23.67;0.14;-37.47;0.11;Beam | 1 - IPE 500 | L : 1.650 m
1;147;23;1.650;;-30.63;0.18;-25.13;0.12;-77.73;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;162;111;0.000;;-21.69;-0.16;23.56;-0.10;-45.87;0.13;Beam | 1 - IPE 500 | L : 1.650 m
1;162;112;1.650;;-21.53;-0.21;22.08;-0.12;-8.22;0.36;Beam | 1 - IPE 500 | L : 1.650 m
1;163;112;0.000;;-21.22;-0.12;18.87;-0.10;-8.33;0.36;Beam | 1 - IPE 500 | L : 1.650 m
1;163;113;1.650;;-21.07;-0.15;17.38;-0.10;21.57;0.59;Beam | 1 - IPE 500 | L : 1.650 m
1;164;113;0.000;;-20.76;0.26;14.18;0.04;21.46;0.59;Beam | 1 - IPE 500 | L : 0.075 m
1;164;13;0.075;;-20.75;0.26;14.11;0.04;22.52;0.57;Beam | 1 - IPE 500 | L : 0.075 m
1;165;114;0.000;;-7.73;0.23;8.62;0.06;42.16;0.34;Beam | 1 - IPE 500 | L : 1.650 m
1;165;115;1.650;;-7.59;0.25;7.13;0.05;55.15;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
1;166;115;0.000;;-7.27;0.33;3.92;0.07;55.04;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
1;166;117;1.650;;-7.13;0.35;2.43;0.05;60.27;-0.80;Beam | 1 - IPE 500 | L : 1.650 m
1;167;117;0.000;;-6.93;0.47;0.40;0.09;60.20;-0.80;Beam | 1 - IPE 500 | L : 0.150 m
1;167;14;0.150;;-6.91;0.47;0.26;0.09;60.25;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
1;168;128;0.000;;-7.09;-0.35;-2.47;-0.05;60.17;-0.81;Beam | 1 - IPE 500 | L : 1.650 m
1;168;127;1.650;;-7.24;-0.34;-3.96;-0.07;54.86;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
1;169;127;0.000;;-7.55;-0.26;-7.17;-0.05;54.82;-0.14;Beam | 1 - IPE 500 | L : 1.650 m
1;169;126;1.650;;-7.69;-0.24;-8.66;-0.06;41.76;0.34;Beam | 1 - IPE 500 | L : 1.650 m
1;170;126;0.000;;-8.01;-0.14;-11.87;-0.03;41.72;0.34;Beam | 1 - IPE 500 | L : 1.575 m
1;170;15;1.575;;-8.14;-0.12;-13.30;-0.03;21.90;0.57;Beam | 1 - IPE 500 | L : 1.575 m
1;171;125;0.000;;-21.00;0.14;-17.42;0.10;20.79;0.57;Beam | 1 - IPE 500 | L : 1.650 m
1;171;124;1.650;;-21.14;0.11;-18.91;0.09;-9.18;0.35;Beam | 1 - IPE 500 | L : 1.650 m
1;172;124;0.000;;-21.45;0.20;-22.12;0.12;-9.23;0.35;Beam | 1 - IPE 500 | L : 1.650 m
1;172;123;1.650;;-21.61;0.15;-23.60;0.10;-46.94;0.13;Beam | 1 - IPE 500 | L : 1.650 m
1;173;123;0.000;;-21.92;0.33;-26.80;0.16;-46.99;0.12;Beam | 1 - IPE 500 | L : 1.650 m
1;173;16;1.650;;-22.10;0.22;-28.27;0.14;-92.43;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;13;14;0.000;N;-6.87;-0.47;-0.30;-0.09;60.25;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
1;10;11;0.000;N;-49.69;0.05;-24.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;167;14;0.150;V_y;-6.91;0.47;0.26;0.09;60.25;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
1;13;14;0.000;V_y;-6.87;-0.47;-0.30;-0.09;60.25;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
1;11;12;0.000;V_z;-22.18;-0.23;28.23;-0.14;-91.13;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;173;16;1.650;V_z;-22.10;0.22;-28.27;0.14;-92.43;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;173;123;0.000;M_T;-21.92;0.33;-26.80;0.16;-46.99;0.12;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;M_T;-22.00;-0.34;26.77;-0.16;-45.75;0.13;Beam | 1 - IPE 500 | L : 1.650 m
1;15;16;4.000;M_y;-46.07;0.03;20.77;-0.04;92.45;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
1;173;16;1.650;M_y;-22.10;0.22;-28.27;0.14;-92.43;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;163;113;1.650;M_z;-21.07;-0.15;17.38;-0.10;21.57;0.59;Beam | 1 - IPE 500 | L : 1.650 m
1;19;21;0.000;M_z;-33.32;-0.45;2.88;-0.09;43.33;-0.91;Beam | 1 - IPE 500 | L : 0.150 m
Total;;;;;-6.87;0.47;28.23;0.16;92.45;0.59;
1;;;;;-49.69;-0.47;-28.27;-0.16;-92.43;-0.91;
;;;;;;;;;;;
2;HEA 160 | 1 - S235;;;;;;;;;;
2;1;1;0.000;;-4.14;-0.86;-1.69;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
2;1;1;0.000;;-4.14;-0.86;-1.69;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
2;1;;1.500;;-3.69;-0.12;-0.52;0.01;-1.66;0.73;Beam | 2 - HEA 160 | L : 4.000 m
2;1;;1.500;;-3.69;-0.12;-0.52;0.01;-1.66;0.73;Beam | 2 - HEA 160 | L : 4.000 m
2;1;;1.738;;-3.62;0.00;-0.35;0.01;-1.77;0.75;Beam | 2 - HEA 160 | L : 4.000 m
2;1;2;4.000;;-2.93;0.55;0.43;0.00;-1.36;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
2;1;2;4.000;;-2.93;0.55;0.43;0.00;-1.36;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
2;6;7;0.000;;-4.02;-0.86;1.80;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
2;6;7;0.000;;-4.02;-0.86;1.80;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
2;6;;1.500;;-3.57;-0.12;0.53;-0.01;1.75;0.74;Beam | 2 - HEA 160 | L : 4.000 m
2;6;;1.500;;-3.57;-0.12;0.53;-0.01;1.75;0.74;Beam | 2 - HEA 160 | L : 4.000 m
2;6;;1.738;;-3.50;-0.01;0.34;-0.01;1.85;0.75;Beam | 2 - HEA 160 | L : 4.000 m
2;6;6;4.000;;-2.81;0.55;-0.55;0.00;1.29;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
2;6;6;4.000;;-2.81;0.55;-0.55;0.00;1.29;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
2;7;8;0.000;;-9.42;0.15;1.98;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
2;7;8;0.000;;-9.42;0.15;1.98;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
2;7;;1.738;;-8.90;0.03;0.27;0.00;1.95;-0.16;Beam | 2 - HEA 160 | L : 4.500 m
2;7;;2.238;;-8.74;0.00;-0.20;0.00;1.97;-0.16;Beam | 2 - HEA 160 | L : 4.500 m
2;7;3;4.500;;-8.05;-0.14;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
2;7;3;4.500;;-8.05;-0.14;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
2;8;9;0.000;;-9.42;0.15;2.20;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
2;8;9;0.000;;-9.42;0.15;2.20;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
2;8;;2.238;;-8.74;0.01;0.01;0.00;2.48;-0.18;Beam | 2 - HEA 160 | L : 5.000 m
2;8;4;5.000;;-7.90;-0.14;-1.35;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
2;8;4;5.000;;-7.90;-0.14;-1.35;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
2;9;10;0.000;;-8.17;0.13;1.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
2;9;10;0.000;;-8.17;0.13;1.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
2;9;;1.738;;-7.65;0.03;0.27;0.00;1.95;-0.13;Beam | 2 - HEA 160 | L : 4.500 m
2;9;;2.238;;-7.50;0.00;-0.20;0.00;1.97;-0.14;Beam | 2 - HEA 160 | L : 4.500 m
2;9;5;4.500;;-6.81;-0.12;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
2;9;5;4.500;;-6.81;-0.12;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
2;34;39;0.000;;-3.75;-2.01;-3.44;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
2;34;39;0.000;;-3.75;-2.01;-3.44;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
