Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;0.0;0.3;0.0;
2;0.1;-0.1;0.0;0.0;0.0;-0.5;0.0;
3;0.1;0.0;0.0;0.0;-0.1;0.3;0.0;
4;0.1;0.0;0.0;0.1;-0.1;-0.1;0.0;
5;0.1;0.0;0.0;0.0;-0.1;-0.1;0.0;
6;0.1;0.1;0.0;0.0;0.0;0.6;0.0;
7;0.0;0.0;0.0;0.0;0.0;-0.3;0.0;
8;0.0;0.0;0.0;0.0;0.0;-0.2;0.0;
9;0.0;0.0;0.0;0.0;0.0;-0.2;0.0;
10;0.0;0.0;0.0;0.0;0.0;-0.2;0.0;
11;0.0;0.0;0.0;0.0;0.0;0.8;0.0;
12;1.3;-1.3;0.0;0.1;0.0;-0.8;0.0;
13;9.6;-0.4;0.0;9.6;-0.1;-2.0;0.0;
14;15.4;0.1;0.0;15.4;-0.1;0.0;0.0;
15;9.6;0.7;0.0;9.5;-0.1;2.0;0.0;
16;1.6;1.6;0.0;0.1;0.0;0.8;0.0;
17;0.0;0.0;0.0;0.0;0.0;-0.9;0.0;
18;0.0;0.0;0.0;0.0;0.0;0.8;0.0;
19;1.3;-1.3;0.0;0.1;0.0;-0.8;0.0;
20;9.6;-0.4;0.0;9.6;0.0;-2.0;0.0;
21;15.4;0.1;0.0;15.4;0.0;0.0;0.0;
22;9.6;0.7;0.0;9.5;0.0;2.0;0.0;
23;1.6;1.6;0.0;0.1;0.0;0.8;0.0;
24;0.0;0.0;0.0;0.0;0.0;-0.9;0.0;
25;0.0;0.0;0.0;0.0;0.0;0.8;0.0;
26;1.3;-1.3;0.0;0.1;0.0;-0.8;0.0;
27;9.3;-0.4;0.0;9.3;0.0;-2.0;0.0;
28;14.9;0.1;0.0;14.9;0.0;0.0;0.0;
29;9.3;0.6;0.0;9.2;0.0;2.0;0.0;
