Member No.;Node;Location;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
;No.;x [m];;ε_x;γ_xy / γ_xu;γ_xz / γ_xv;κ_x;κ_y / κ_u;κ_z / κ_v;Section (Material) | Member Comment
61;;2.500;κ_z;0.04;0.00;0.00;0.0;3.5;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;29;0.000;κ_z;0.04;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.04;0.00;0.01;0.0;3.5;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;;;;0.04;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
62;36;0.000;;0.04;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;0.037;;0.04;0.00;0.01;0.0;0.1;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;0.787;;0.04;0.00;0.00;0.0;1.9;0.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;4.213;;0.04;0.00;0.00;0.0;1.9;0.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;4.963;;0.04;0.00;-0.01;0.0;0.1;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;43;5.000;;0.04;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;43;5.000;ε_x;0.04;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;2.000;ε_x;0.04;0.00;0.00;0.0;3.4;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;43;5.000;γ_xy;0.04;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;36;0.000;γ_xy;0.04;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;36;0.000;γ_xz;0.04;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;43;5.000;γ_xz;0.04;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;36;0.000;κ_x;0.04;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;2.500;κ_x;0.04;0.00;0.00;0.0;3.5;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;2.500;κ_y;0.04;0.00;0.00;0.0;3.5;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;36;0.000;κ_y;0.04;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;2.500;κ_z;0.04;0.00;0.00;0.0;3.5;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;36;0.000;κ_z;0.04;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.04;0.00;0.01;0.0;3.5;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;;;0.04;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
63;6;0.000;;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;0.825;;0.03;0.04;0.01;0.0;4.1;-20.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;2.500;;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;2.500;;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;4.175;;0.03;-0.04;-0.01;0.0;4.1;-20.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;16;5.000;;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;6;0.000;ε_x;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;2.500;ε_x;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;6;0.000;γ_xy;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;16;5.000;γ_xy;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;6;0.000;γ_xz;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;16;5.000;γ_xz;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;0.500;κ_x;0.03;0.05;0.01;0.0;2.6;-12.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;4.500;κ_x;0.03;-0.05;-0.01;0.0;2.6;-12.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;2.500;κ_y;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;6;0.000;κ_y;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;6;0.000;κ_z;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;2.500;κ_z;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.03;0.05;0.01;0.0;8.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;;;0.03;-0.05;-0.01;0.0;0.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
64;16;0.000;;0.00;0.03;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;0.825;;0.00;0.03;0.01;0.0;1.2;-4.4;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;2.500;;0.00;0.00;0.00;0.0;2.3;-9.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;2.500;;0.00;0.00;0.00;0.0;2.3;-9.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;4.175;;0.00;-0.03;-0.01;0.0;1.2;-4.4;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;23;5.000;;0.00;-0.03;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Extremes;16;0.000;ε_x;0.00;0.03;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;2.500;ε_x;0.00;0.00;0.00;0.0;2.3;-9.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;16;0.000;γ_xy;0.00;0.03;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;23;5.000;γ_xy;0.00;-0.03;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;16;0.000;γ_xz;0.00;0.03;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;23;5.000;γ_xz;0.00;-0.03;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;0.500;κ_x;0.00;0.03;0.01;0.0;0.8;-2.7;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;4.500;κ_x;0.00;-0.03;-0.01;0.0;0.8;-2.7;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;2.500;κ_y;0.00;0.00;0.00;0.0;2.3;-9.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;16;0.000;κ_y;0.00;0.03;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;16;0.000;κ_z;0.00;0.03;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;2.500;κ_z;0.00;0.00;0.00;0.0;2.3;-9.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Total;;;;0.00;0.03;0.01;0.0;2.3;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;;;0.00;-0.03;-0.01;0.0;0.0;-9.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
;;;;;;;;;;
65;23;0.000;;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;0.825;;0.03;0.04;0.01;0.0;4.1;-20.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;2.500;;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;2.500;;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;4.175;;0.03;-0.04;-0.01;0.0;4.1;-20.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;30;5.000;;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;23;0.000;ε_x;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;2.500;ε_x;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;23;0.000;γ_xy;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;30;5.000;γ_xy;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;23;0.000;γ_xz;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;30;5.000;γ_xz;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;0.500;κ_x;0.03;0.05;0.01;0.0;2.6;-12.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;4.500;κ_x;0.03;-0.05;-0.01;0.0;2.6;-12.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;2.500;κ_y;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;23;0.000;κ_y;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;23;0.000;κ_z;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;2.500;κ_z;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.03;0.05;0.01;0.0;8.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;;;0.03;-0.05;-0.01;0.0;0.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
66;30;0.000;;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;0.825;;0.03;0.04;0.01;0.0;4.1;-20.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;2.500;;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;2.500;;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;4.175;;0.03;-0.04;-0.01;0.0;4.1;-20.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;37;5.000;;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;30;0.000;ε_x;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;2.500;ε_x;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;30;0.000;γ_xy;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;37;5.000;γ_xy;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;30;0.000;γ_xz;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;37;5.000;γ_xz;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;0.500;κ_x;0.03;0.05;0.01;0.0;2.6;-12.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;4.500;κ_x;0.03;-0.05;-0.01;0.0;2.6;-12.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;2.500;κ_y;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;30;0.000;κ_y;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;30;0.000;κ_z;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;2.500;κ_z;0.03;0.00;0.00;0.0;8.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.03;0.05;0.01;0.0;8.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;;;0.03;-0.05;-0.01;0.0;0.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
67;37;0.000;;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;0.825;;0.03;0.04;0.01;0.0;4.2;-20.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;2.500;;0.03;0.00;0.00;0.0;8.1;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;2.500;;0.03;0.00;0.00;0.0;8.1;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;4.175;;0.03;-0.04;-0.01;0.0;4.2;-20.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;44;5.000;;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;44;5.000;ε_x;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;2.500;ε_x;0.03;0.00;0.00;0.0;8.1;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;37;0.000;γ_xy;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;44;5.000;γ_xy;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;37;0.000;γ_xz;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;44;5.000;γ_xz;0.03;-0.05;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;0.500;κ_x;0.03;0.05;0.01;0.0;2.7;-12.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;4.500;κ_x;0.03;-0.05;-0.01;0.0;2.7;-12.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;2.500;κ_y;0.03;0.00;0.00;0.0;8.1;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;37;0.000;κ_y;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;37;0.000;κ_z;0.03;0.05;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;2.500;κ_z;0.03;0.00;0.00;0.0;8.1;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.03;0.05;0.01;0.0;8.1;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;;;0.03;-0.05;-0.01;0.0;0.0;-42.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
68;Failure;;;;;;;;;
Extremes;;;;;;;;;;
69;47;0.000;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;41;6.727;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
Extremes;47;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;47;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
Total;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
69;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
;;;;;;;;;;
70;Failure;;;;;;;;;
Extremes;;;;;;;;;;
71;9;0.000;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;3;6.727;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
Extremes;9;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;9;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
Total;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
71;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.727 m
;;;;;;;;;;
72;16;0.000;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;24;6.403;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
Extremes;16;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
Total;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
;;;;;;;;;;
73;23;0.000;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;17;6.403;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
Extremes;23;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;23;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
Total;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
73;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
;;;;;;;;;;
74;11;0.000;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;19;6.403;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
Extremes;11;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;11;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
Total;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
74;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
;;;;;;;;;;
75;18;0.000;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
75;12;6.403;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
Extremes;18;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
75;18;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
75;18;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
75;18;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
75;18;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
75;18;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
75;18;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
75;18;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
75;18;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
75;18;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
