Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-3.61;-1.32;3.63;0.08;-3.38;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;0.825;;-3.59;-1.00;3.43;0.07;-0.46;1.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;0.825;;-3.59;-1.00;3.43;0.07;-0.46;1.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;1.005;;-3.59;-0.85;3.39;0.07;0.16;1.16;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-3.58;-0.09;3.22;0.06;2.30;1.48;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;-3.28;-0.56;0.20;-0.01;2.24;1.48;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.160;;-3.28;-0.32;0.16;-0.01;2.27;1.55;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.360;;-3.27;-0.05;0.10;-0.01;2.30;1.59;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;-3.27;0.26;0.03;-0.01;2.31;1.56;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-3.26;0.53;-0.03;-0.01;2.31;1.48;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-3.26;0.53;-0.03;-0.01;2.31;1.48;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;-3.24;1.36;-0.25;-0.01;2.20;0.68;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;-2.94;1.06;-3.27;-0.05;2.14;0.68;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;0.825;;-2.91;1.59;-3.47;-0.06;-0.64;-0.43;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;0.825;;-2.91;1.59;-3.47;-0.06;-0.64;-0.43;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;1.067;;-2.91;1.69;-3.53;-0.06;-1.48;-0.83;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;-2.90;1.80;-3.66;-0.06;-3.57;-1.87;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;-2.60;0.32;-6.67;-0.33;-3.63;-1.87;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;-2.60;0.33;-6.68;-0.33;-3.87;-1.89;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;-2.60;0.33;-6.68;-0.33;-3.87;-1.89;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;-2.60;0.35;-6.69;-0.33;-4.12;-1.91;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-3.67;-1.66;3.91;0.04;-4.32;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.787;;-3.64;-1.47;3.72;0.04;-1.32;-0.64;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.787;;-3.64;-1.47;3.72;0.04;-1.32;-0.64;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-3.62;-0.92;3.53;0.04;1.54;0.32;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-3.33;-1.11;0.50;0.01;1.48;0.32;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;-3.31;-0.35;0.33;0.01;1.77;0.84;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.825;;-3.31;-0.18;0.29;0.01;1.81;0.88;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.825;;-3.31;-0.18;0.29;0.01;1.81;0.88;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-3.29;0.68;0.07;0.01;1.96;0.64;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-2.98;0.45;-2.95;-0.03;1.91;0.64;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-2.96;1.00;-3.16;-0.03;-0.61;0.03;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-2.96;1.00;-3.16;-0.03;-0.61;0.03;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-2.95;1.23;-3.36;-0.03;-3.30;-0.92;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-2.76;1.01;-5.21;-0.07;-3.33;-0.92;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-2.76;1.02;-5.23;-0.07;-3.72;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-2.76;1.02;-5.23;-0.07;-3.72;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-2.76;1.03;-5.25;-0.07;-4.12;-1.08;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;1.01;-0.78;5.36;0.04;-3.70;-1.12;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;1.01;-0.78;5.34;0.04;-3.29;-1.06;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;1.01;-0.78;5.34;0.04;-3.29;-1.06;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;1.01;-0.77;5.32;0.04;-2.90;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;0.82;-0.93;3.25;0.01;-2.86;-1.00;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;0.81;-0.79;3.01;0.01;-0.27;-0.27;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;0.81;-0.79;3.01;0.01;-0.27;-0.27;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.855;;0.81;-0.78;3.00;0.01;-0.18;-0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;0.78;-0.45;2.80;0.01;2.12;0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;0.48;-0.53;-0.19;0.00;2.18;0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;0.46;0.12;-0.43;0.00;1.88;0.47;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;0.44;0.59;-0.60;0.00;1.52;0.22;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;0.15;0.48;-3.59;-0.02;1.58;0.22;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.928;;0.12;0.86;-3.82;-0.02;-1.86;-0.43;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;0.10;0.94;-3.98;-0.02;-4.39;-1.02;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;1.20;-0.22;6.98;0.19;-4.73;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.20;-0.21;6.97;0.19;-4.47;-1.06;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.20;-0.21;6.97;0.19;-4.47;-1.06;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;1.20;-0.20;6.96;0.19;-4.21;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;0.90;-1.04;3.97;0.03;-4.16;-1.05;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;0.86;-0.58;3.57;0.03;2.06;0.40;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;0.56;-0.75;0.58;0.00;2.11;0.40;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.54;-0.23;0.37;0.01;2.50;0.82;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.54;-0.23;0.37;0.01;2.50;0.82;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;0.53;-0.06;0.32;0.01;2.58;0.85;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;0.52;0.37;0.16;0.01;2.72;0.75;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;0.22;0.10;-2.83;-0.04;2.78;0.75;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;0.18;0.62;-3.23;-0.04;-2.22;0.02;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;1.20;-0.22;6.98;0.19;-4.73;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-3.67;-1.66;3.91;0.04;-4.32;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
1;189;141;1.650;V_y;-2.90;1.80;-3.66;-0.06;-3.57;-1.87;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;V_y;-3.67;-1.66;3.91;0.04;-4.32;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;V_z;1.20;-0.22;6.98;0.19;-4.73;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;-2.60;0.35;-6.69;-0.33;-4.12;-1.91;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;1.20;-0.20;6.96;0.19;-4.21;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;-2.60;0.32;-6.67;-0.33;-3.63;-1.87;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;0.22;0.10;-2.83;-0.04;2.78;0.75;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;1.20;-0.22;6.98;0.19;-4.73;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
1;188;;0.413;M_z;-3.27;0.01;0.09;-0.01;2.30;1.59;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;M_z;-3.67;-1.66;3.91;0.04;-4.32;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;;1.20;1.80;6.98;0.19;2.78;1.59;
1;;;;;-3.67;-1.66;-6.69;-0.33;-4.73;-1.91;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-39.76;0.01;39.78;0.01;-115.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;0.825;;-39.66;0.02;39.06;0.01;-83.31;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;0.825;;-39.66;0.02;39.06;0.01;-83.31;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;1.005;;-39.64;0.02;38.90;0.01;-76.30;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-39.57;0.02;38.33;0.01;-51.39;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-38.99;0.00;32.28;0.00;-51.61;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;162;;0.825;;-38.90;0.00;31.54;0.00;-25.28;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;162;;0.825;;-38.90;0.00;31.54;0.00;-25.28;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-38.83;0.00;30.79;0.00;0.43;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-38.25;-0.02;24.74;0.00;0.21;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
