Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
Extremes;13;14;0.000;N;-6.99;-0.47;-0.22;-0.09;60.17;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
2;11;12;0.000;N;-22.13;-0.22;28.29;-0.14;-91.76;-0.07;Beam | 1 - IPE 500 | L : 1.650 m
2;167;14;0.150;V_y;-7.01;0.47;0.31;0.09;60.17;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;V_y;-6.99;-0.47;-0.22;-0.09;60.17;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
2;11;12;0.000;V_z;-22.13;-0.22;28.29;-0.14;-91.76;-0.07;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;V_z;-22.12;0.22;-28.19;0.13;-91.67;-0.07;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;M_T;-21.94;0.33;-26.72;0.16;-46.37;0.11;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;M_T;-21.95;-0.33;26.82;-0.16;-46.29;0.11;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;M_y;-7.22;0.35;2.48;0.05;60.19;-0.81;Beam | 1 - IPE 500 | L : 1.650 m
2;11;12;0.000;M_y;-22.13;-0.22;28.29;-0.14;-91.76;-0.07;Beam | 1 - IPE 500 | L : 1.650 m
2;14;125;0.075;M_z;-20.70;-0.26;-14.13;-0.04;21.18;0.60;Beam | 1 - IPE 500 | L : 0.075 m
2;13;14;0.000;M_z;-6.99;-0.47;-0.22;-0.09;60.17;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
Total;;;;;-6.99;0.47;28.29;0.16;60.19;0.60;
2;;;;;-22.13;-0.47;-28.19;-0.16;-91.76;-0.89;
;;;;;;;;;;;
3;Obergurt;;;;;;;;;;
3;17;19;0.000;;-30.51;-0.18;25.17;-0.12;-77.15;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
3;17;83;1.650;;-30.34;-0.27;23.71;-0.14;-36.82;0.11;Beam | 1 - IPE 500 | L : 1.650 m
3;136;83;0.000;;-30.02;-0.16;20.50;-0.11;-36.94;0.11;Beam | 1 - IPE 500 | L : 1.650 m
3;136;84;1.650;;-29.87;-0.21;19.02;-0.12;-4.34;0.36;Beam | 1 - IPE 500 | L : 1.650 m
3;137;84;0.000;;-29.55;-0.11;15.81;-0.10;-4.45;0.36;Beam | 1 - IPE 500 | L : 1.650 m
3;137;85;1.650;;-29.41;-0.13;14.32;-0.10;20.41;0.57;Beam | 1 - IPE 500 | L : 1.650 m
3;138;85;0.000;;-29.09;0.27;11.12;0.04;20.29;0.57;Beam | 1 - IPE 500 | L : 0.075 m
3;138;20;0.075;;-29.09;0.27;11.05;0.04;21.12;0.55;Beam | 1 - IPE 500 | L : 0.075 m
3;18;20;0.000;;-34.46;0.14;10.20;0.04;21.12;0.55;Beam | 1 - IPE 500 | L : 1.575 m
3;18;86;1.575;;-34.33;0.16;8.77;0.04;36.06;0.29;Beam | 1 - IPE 500 | L : 1.575 m
3;139;86;0.000;;-34.01;0.25;5.56;0.06;35.94;0.29;Beam | 1 - IPE 500 | L : 1.650 m
3;139;87;1.650;;-33.87;0.27;4.05;0.05;43.87;-0.20;Beam | 1 - IPE 500 | L : 1.650 m
3;140;87;0.000;;-33.55;0.34;0.84;0.07;43.75;-0.20;Beam | 1 - IPE 500 | L : 1.650 m
3;140;89;1.650;;-33.40;0.34;-0.67;0.06;43.89;-0.84;Beam | 1 - IPE 500 | L : 1.650 m
3;141;89;0.000;;-33.20;0.45;-2.70;0.10;43.82;-0.84;Beam | 1 - IPE 500 | L : 0.150 m
3;141;21;0.150;;-33.19;0.44;-2.84;0.09;43.40;-0.92;Beam | 1 - IPE 500 | L : 0.150 m
3;19;21;0.000;;-33.18;-0.45;2.94;-0.09;43.40;-0.92;Beam | 1 - IPE 500 | L : 0.150 m
3;19;100;0.150;;-33.19;-0.45;2.80;-0.09;43.83;-0.84;Beam | 1 - IPE 500 | L : 0.150 m
3;142;100;0.000;;-33.39;-0.34;0.77;-0.06;43.80;-0.85;Beam | 1 - IPE 500 | L : 1.650 m
3;142;99;1.650;;-33.54;-0.34;-0.74;-0.07;43.83;-0.20;Beam | 1 - IPE 500 | L : 1.650 m
3;143;99;0.000;;-33.86;-0.27;-3.95;-0.05;43.79;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
3;143;98;1.650;;-34.00;-0.26;-5.46;-0.06;36.02;0.29;Beam | 1 - IPE 500 | L : 1.650 m
3;144;98;0.000;;-34.32;-0.17;-8.67;-0.03;35.98;0.28;Beam | 1 - IPE 500 | L : 1.575 m
3;144;22;1.575;;-34.45;-0.15;-10.10;-0.03;21.20;0.56;Beam | 1 - IPE 500 | L : 1.575 m
3;20;22;0.000;;-29.09;-0.27;-10.95;-0.03;21.20;0.56;Beam | 1 - IPE 500 | L : 0.075 m
3;20;97;0.075;;-29.09;-0.27;-11.02;-0.04;20.37;0.58;Beam | 1 - IPE 500 | L : 0.075 m
3;145;97;0.000;;-29.41;0.12;-14.22;0.10;20.33;0.56;Beam | 1 - IPE 500 | L : 1.650 m
3;145;96;1.650;;-29.55;0.11;-15.71;0.09;-4.37;0.35;Beam | 1 - IPE 500 | L : 1.650 m
3;146;96;0.000;;-29.87;0.20;-18.92;0.12;-4.41;0.35;Beam | 1 - IPE 500 | L : 1.650 m
3;146;95;1.650;;-30.02;0.16;-20.40;0.11;-36.85;0.11;Beam | 1 - IPE 500 | L : 1.650 m
3;147;95;0.000;;-30.33;0.27;-23.61;0.14;-36.89;0.11;Beam | 1 - IPE 500 | L : 1.650 m
3;147;23;1.650;;-30.50;0.18;-25.07;0.12;-77.06;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;20;22;0.000;N;-29.09;-0.27;-10.95;-0.03;21.20;0.56;Beam | 1 - IPE 500 | L : 0.075 m
3;18;20;0.000;N;-34.46;0.14;10.20;0.04;21.12;0.55;Beam | 1 - IPE 500 | L : 1.575 m
3;141;89;0.000;V_y;-33.20;0.45;-2.70;0.10;43.82;-0.84;Beam | 1 - IPE 500 | L : 0.150 m
3;19;100;0.150;V_y;-33.19;-0.45;2.80;-0.09;43.83;-0.84;Beam | 1 - IPE 500 | L : 0.150 m
3;17;19;0.000;V_z;-30.51;-0.18;25.17;-0.12;-77.15;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
3;147;23;1.650;V_z;-30.50;0.18;-25.07;0.12;-77.06;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
3;147;95;0.000;M_T;-30.33;0.27;-23.61;0.14;-36.89;0.11;Beam | 1 - IPE 500 | L : 1.650 m
3;17;83;1.650;M_T;-30.34;-0.27;23.71;-0.14;-36.82;0.11;Beam | 1 - IPE 500 | L : 1.650 m
3;140;;0.990;M_y;-33.46;0.34;-0.07;0.07;44.14;-0.59;Beam | 1 - IPE 500 | L : 1.650 m
3;17;19;0.000;M_y;-30.51;-0.18;25.17;-0.12;-77.15;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
3;20;97;0.075;M_z;-29.09;-0.27;-11.02;-0.04;20.37;0.58;Beam | 1 - IPE 500 | L : 0.075 m
3;19;21;0.000;M_z;-33.18;-0.45;2.94;-0.09;43.40;-0.92;Beam | 1 - IPE 500 | L : 0.150 m
Total;;;;;-29.09;0.45;25.17;0.14;44.14;0.58;
3;;;;;-34.46;-0.45;-25.07;-0.14;-77.15;-0.92;
;;;;;;;;;;;
4;Obergurt;;;;;;;;;;
4;23;26;0.000;;-18.43;-0.17;26.14;-0.11;-82.28;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
4;23;55;1.650;;-18.26;-0.25;24.67;-0.13;-40.36;0.08;Beam | 1 - IPE 500 | L : 1.650 m
4;91;55;0.000;;-17.94;-0.16;21.46;-0.11;-40.48;0.08;Beam | 1 - IPE 500 | L : 1.650 m
4;91;57;1.650;;-17.79;-0.21;19.98;-0.12;-6.29;0.32;Beam | 1 - IPE 500 | L : 1.650 m
4;94;57;0.000;;-17.47;-0.11;16.77;-0.09;-6.41;0.32;Beam | 1 - IPE 500 | L : 1.650 m
4;94;58;1.650;;-17.33;-0.14;15.28;-0.10;20.04;0.54;Beam | 1 - IPE 500 | L : 1.650 m
4;96;58;0.000;;-17.02;0.27;12.08;0.04;19.92;0.54;Beam | 1 - IPE 500 | L : 0.075 m
4;96;27;0.075;;-17.01;0.28;12.01;0.04;20.82;0.52;Beam | 1 - IPE 500 | L : 0.075 m
4;24;27;0.000;;-16.98;0.10;11.67;0.04;20.82;0.52;Beam | 1 - IPE 500 | L : 1.575 m
4;24;59;1.575;;-16.84;0.13;10.24;0.04;38.07;0.31;Beam | 1 - IPE 500 | L : 1.575 m
4;98;59;0.000;;-16.53;0.20;7.03;0.06;37.96;0.31;Beam | 1 - IPE 500 | L : 1.650 m
4;98;60;1.650;;-16.38;0.22;5.53;0.06;48.32;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
4;100;60;0.000;;-16.07;0.28;2.32;0.07;48.20;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
4;100;63;1.650;;-15.92;0.28;0.82;0.06;50.80;-0.66;Beam | 1 - IPE 500 | L : 1.650 m
4;120;63;0.000;;-15.72;0.35;-1.21;0.08;50.72;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
4;120;28;0.150;;-15.70;0.35;-1.35;0.07;50.53;-0.72;Beam | 1 - IPE 500 | L : 0.150 m
4;25;28;0.000;;-15.69;-0.35;1.45;-0.07;50.53;-0.72;Beam | 1 - IPE 500 | L : 0.150 m
4;25;76;0.150;;-15.71;-0.35;1.31;-0.07;50.74;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
4;122;76;0.000;;-15.91;-0.28;-0.72;-0.05;50.71;-0.66;Beam | 1 - IPE 500 | L : 1.650 m
4;122;74;1.650;;-16.06;-0.28;-2.22;-0.07;48.28;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
4;109;74;0.000;;-16.37;-0.23;-5.43;-0.05;48.24;-0.12;Beam | 1 - IPE 500 | L : 1.650 m
4;109;73;1.650;;-16.52;-0.21;-6.93;-0.06;38.04;0.31;Beam | 1 - IPE 500 | L : 1.650 m
4;110;73;0.000;;-16.83;-0.13;-10.14;-0.04;37.99;0.31;Beam | 1 - IPE 500 | L : 1.575 m
4;110;29;1.575;;-16.97;-0.11;-11.57;-0.04;20.90;0.52;Beam | 1 - IPE 500 | L : 1.575 m
4;26;29;0.000;;-17.00;-0.28;-11.91;-0.04;20.90;0.52;Beam | 1 - IPE 500 | L : 0.075 m
4;26;72;0.075;;-17.01;-0.27;-11.98;-0.04;20.00;0.55;Beam | 1 - IPE 500 | L : 0.075 m
4;111;72;0.000;;-17.32;0.13;-15.18;0.09;19.96;0.53;Beam | 1 - IPE 500 | L : 1.650 m
4;111;71;1.650;;-17.46;0.11;-16.67;0.09;-6.32;0.32;Beam | 1 - IPE 500 | L : 1.650 m
4;112;71;0.000;;-17.78;0.20;-19.88;0.12;-6.36;0.31;Beam | 1 - IPE 500 | L : 1.650 m
4;112;69;1.650;;-17.93;0.16;-21.36;0.10;-40.39;0.08;Beam | 1 - IPE 500 | L : 1.650 m
4;113;69;0.000;;-18.25;0.25;-24.57;0.13;-40.44;0.08;Beam | 1 - IPE 500 | L : 1.650 m
4;113;30;1.650;;-18.42;0.17;-26.04;0.11;-82.19;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;25;28;0.000;N;-15.69;-0.35;1.45;-0.07;50.53;-0.72;Beam | 1 - IPE 500 | L : 0.150 m
4;23;26;0.000;N;-18.43;-0.17;26.14;-0.11;-82.28;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
4;120;63;0.000;V_y;-15.72;0.35;-1.21;0.08;50.72;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
4;25;76;0.150;V_y;-15.71;-0.35;1.31;-0.07;50.74;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
4;23;26;0.000;V_z;-18.43;-0.17;26.14;-0.11;-82.28;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
4;113;30;1.650;V_z;-18.42;0.17;-26.04;0.11;-82.19;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
4;113;69;0.000;M_T;-18.25;0.25;-24.57;0.13;-40.44;0.08;Beam | 1 - IPE 500 | L : 1.650 m
4;23;55;1.650;M_T;-18.26;-0.25;24.67;-0.13;-40.36;0.08;Beam | 1 - IPE 500 | L : 1.650 m
4;100;63;1.650;M_y;-15.92;0.28;0.82;0.06;50.80;-0.66;Beam | 1 - IPE 500 | L : 1.650 m
4;23;26;0.000;M_y;-18.43;-0.17;26.14;-0.11;-82.28;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
4;26;72;0.075;M_z;-17.01;-0.27;-11.98;-0.04;20.00;0.55;Beam | 1 - IPE 500 | L : 0.075 m
4;25;28;0.000;M_z;-15.69;-0.35;1.45;-0.07;50.53;-0.72;Beam | 1 - IPE 500 | L : 0.150 m
Total;;;;;-15.69;0.35;26.14;0.13;50.80;0.55;
4;;;;;-18.43;-0.35;-26.04;-0.13;-82.28;-0.72;
;;;;;;;;;;;
5;Obergurt;;;;;;;;;;
5;29;33;0.000;;-17.32;-0.15;26.27;-0.10;-82.80;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
5;29;49;1.650;;-17.15;-0.23;24.80;-0.12;-40.67;0.06;Beam | 1 - IPE 500 | L : 1.650 m
5;84;49;0.000;;-16.84;-0.16;21.59;-0.10;-40.79;0.06;Beam | 1 - IPE 500 | L : 1.650 m
5;84;50;1.650;;-16.68;-0.21;20.11;-0.12;-6.39;0.30;Beam | 1 - IPE 500 | L : 1.650 m
5;85;50;0.000;;-16.37;-0.11;16.90;-0.09;-6.50;0.30;Beam | 1 - IPE 500 | L : 1.650 m
5;85;51;1.650;;-16.22;-0.14;15.41;-0.10;20.15;0.52;Beam | 1 - IPE 500 | L : 1.650 m
5;86;51;0.000;;-15.91;0.29;12.20;0.05;20.03;0.52;Beam | 1 - IPE 500 | L : 0.075 m
5;86;34;0.075;;-15.90;0.29;12.13;0.05;20.95;0.50;Beam | 1 - IPE 500 | L : 0.075 m
5;30;34;0.000;;-15.87;0.08;11.78;0.05;20.95;0.50;Beam | 1 - IPE 500 | L : 1.575 m
5;30;54;1.575;;-15.73;0.11;10.36;0.05;38.38;0.31;Beam | 1 - IPE 500 | L : 1.575 m
5;89;54;0.000;;-15.42;0.17;7.15;0.06;38.27;0.31;Beam | 1 - IPE 500 | L : 1.650 m
5;89;53;1.650;;-15.28;0.19;5.65;0.06;48.82;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
5;88;53;0.000;;-14.96;0.23;2.44;0.07;48.71;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
5;88;52;1.650;;-14.81;0.24;0.94;0.05;51.49;-0.53;Beam | 1 - IPE 500 | L : 1.650 m
5;87;52;0.000;;-14.61;0.26;-1.09;0.06;51.42;-0.53;Beam | 1 - IPE 500 | L : 0.150 m
5;87;35;0.150;;-14.60;0.26;-1.23;0.06;51.25;-0.58;Beam | 1 - IPE 500 | L : 0.150 m
5;31;35;0.000;;-14.59;-0.26;1.33;-0.06;51.25;-0.58;Beam | 1 - IPE 500 | L : 0.150 m
5;31;62;0.150;;-14.60;-0.26;1.19;-0.06;51.44;-0.53;Beam | 1 - IPE 500 | L : 0.150 m
5;123;62;0.000;;-14.80;-0.24;-0.84;-0.05;51.41;-0.53;Beam | 1 - IPE 500 | L : 1.650 m
5;123;67;1.650;;-14.95;-0.23;-2.34;-0.06;48.78;-0.07;Beam | 1 - IPE 500 | L : 1.650 m
5;114;67;0.000;;-15.27;-0.20;-5.55;-0.06;48.74;-0.07;Beam | 1 - IPE 500 | L : 1.650 m
5;114;68;1.650;;-15.41;-0.18;-7.05;-0.06;38.34;0.31;Beam | 1 - IPE 500 | L : 1.650 m
5;115;68;0.000;;-15.73;-0.11;-10.26;-0.05;38.30;0.31;Beam | 1 - IPE 500 | L : 1.575 m
5;115;36;1.575;;-15.86;-0.09;-11.69;-0.05;21.02;0.51;Beam | 1 - IPE 500 | L : 1.575 m
5;32;36;0.000;;-15.89;-0.29;-12.04;-0.05;21.02;0.51;Beam | 1 - IPE 500 | L : 0.075 m
5;32;66;0.075;;-15.90;-0.29;-12.10;-0.05;20.12;0.53;Beam | 1 - IPE 500 | L : 0.075 m
