Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-6.39;-1.44;-1.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-6.39;-1.44;-1.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-5.94;-0.22;-0.73;0.00;-1.59;1.24;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-5.94;-0.22;-0.74;0.00;-1.59;1.24;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;-5.86;-0.02;-0.64;0.00;-1.76;1.27;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-5.18;0.91;-0.23;0.00;-2.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-5.18;0.91;-0.23;0.00;-2.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-5.18;0.91;-0.23;0.00;-2.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-6.39;-1.44;-1.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-5.18;0.91;-0.23;0.00;-2.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-6.39;-1.44;-1.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-5.18;0.91;-0.23;0.00;-2.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-6.39;-1.44;-1.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;M_T;-6.09;-0.63;-0.95;0.00;-1.17;1.03;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-5.18;0.91;-0.23;0.00;-2.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-6.39;-1.44;-1.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_y;-5.18;0.91;-0.23;0.00;-2.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;M_z;-5.86;-0.02;-0.64;0.00;-1.76;1.27;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-5.18;0.91;-0.23;0.00;-2.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-5.18;0.91;-0.23;0.00;0.00;1.27;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-6.39;-1.44;-1.39;0.00;-2.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;0.10;-0.63;3.45;0.04;-2.59;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;0.14;-0.12;3.04;0.04;2.77;0.74;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;0.14;-0.12;3.04;0.04;2.77;0.74;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;0.10;-0.63;3.45;0.04;-2.59;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;0.14;-0.12;3.04;0.04;2.77;0.74;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;0.10;-0.63;3.45;0.04;-2.59;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;0.10;-0.63;3.45;0.04;-2.59;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;0.14;-0.12;3.04;0.04;2.77;0.74;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;0.10;-0.63;3.45;0.04;-2.59;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;0.14;-0.12;3.04;0.04;2.77;0.74;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;0.14;-0.12;3.04;0.04;2.77;0.74;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;0.10;-0.63;3.45;0.04;-2.59;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;0.14;-0.12;3.04;0.04;2.77;0.74;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;0.10;-0.63;3.45;0.04;-2.59;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;0.14;-0.12;3.45;0.04;2.77;0.74;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;0.10;-0.63;3.04;0.04;-2.59;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;-3.54;-0.95;4.07;0.02;-4.88;-1.05;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.647;;-3.51;-0.87;3.92;0.02;-2.29;-0.44;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;-3.49;-0.49;3.69;0.02;1.24;0.21;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;-3.49;-0.49;3.69;0.02;1.24;0.21;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;-3.54;-0.95;4.07;0.02;-4.88;-1.05;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;-3.49;-0.49;3.69;0.02;1.24;0.21;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;-3.54;-0.95;4.07;0.02;-4.88;-1.05;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;-3.54;-0.95;4.07;0.02;-4.88;-1.05;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;-3.49;-0.49;3.69;0.02;1.24;0.21;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.591;M_T;-3.52;-0.88;3.93;0.02;-2.52;-0.49;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_T;-3.54;-0.95;4.07;0.02;-4.88;-1.05;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;-3.49;-0.49;3.69;0.02;1.24;0.21;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;-3.54;-0.95;4.07;0.02;-4.88;-1.05;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;-3.49;-0.49;3.69;0.02;1.24;0.21;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;-3.54;-0.95;4.07;0.02;-4.88;-1.05;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;-3.49;-0.49;4.07;0.02;1.24;0.21;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;-3.54;-0.95;3.69;0.02;-4.88;-1.05;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;-2.68;-1.05;5.25;0.07;-3.97;-1.13;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;-2.68;-1.05;5.23;0.07;-3.57;-1.05;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;-2.68;-1.05;5.23;0.07;-3.57;-1.05;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;-2.68;-1.04;5.22;0.07;-3.18;-0.96;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;N;-2.68;-1.05;5.25;0.07;-3.97;-1.13;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;N;-2.68;-1.04;5.22;0.07;-3.18;-0.96;Beam | 3 - HEA 140 | L : 0.150 m
