Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-77.69;0.03;-45.66;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-77.69;0.03;-45.66;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-76.36;0.02;-44.93;0.02;-67.97;-0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-76.36;0.02;-44.94;0.02;-67.97;-0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-74.23;0.01;-44.74;0.04;-179.63;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-74.23;0.01;-44.74;0.04;-179.63;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-48.72;-0.14;56.30;-0.06;-179.79;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-48.45;-0.28;54.92;-0.09;-88.01;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-38.01;0.00;24.76;0.02;46.00;0.48;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-37.90;0.03;23.30;0.02;83.85;0.42;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-35.36;-0.28;2.80;-0.04;111.01;-0.38;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-35.37;-0.29;2.66;-0.04;111.42;-0.32;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-45.57;-0.09;-25.59;-0.02;44.94;0.47;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-45.58;-0.09;-25.66;-0.02;43.02;0.48;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-77.62;0.03;48.35;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-77.62;0.03;48.35;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-76.29;0.02;46.06;-0.02;70.83;-0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-76.29;0.02;46.06;-0.02;70.83;-0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-74.16;0.01;43.35;-0.04;182.13;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-74.16;0.01;43.35;-0.04;182.13;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-67.68;0.02;-43.59;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-67.68;0.02;-43.59;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-66.34;0.02;-42.77;0.02;-64.79;-0.03;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-66.34;0.02;-42.77;0.02;-64.79;-0.03;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-64.20;0.01;-42.45;0.04;-170.86;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-64.20;0.01;-42.45;0.04;-170.86;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-53.83;-0.12;54.44;-0.05;-171.03;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-53.57;-0.23;53.06;-0.08;-82.33;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-53.98;0.02;22.90;0.02;45.40;0.47;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-53.87;0.04;21.42;0.02;80.31;0.39;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-51.34;-0.27;4.71;-0.04;100.93;-0.39;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-51.35;-0.27;4.57;-0.04;101.62;-0.33;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-50.77;-0.10;-23.73;-0.02;44.32;0.46;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-50.77;-0.10;-23.80;-0.02;42.54;0.47;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-67.66;0.02;46.02;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-67.66;0.02;46.02;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-66.32;0.02;43.84;-0.02;67.42;-0.03;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-66.32;0.02;43.84;-0.02;67.42;-0.03;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-64.18;0.01;41.34;-0.04;173.41;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-64.18;0.01;41.34;-0.04;173.41;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-67.47;0.02;-44.63;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-67.47;0.02;-44.63;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-66.13;0.02;-43.37;0.02;-66.01;-0.03;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-66.13;0.02;-43.37;0.02;-66.01;-0.03;Beam | 1 - IPE 500 | L : 4.000 m
