Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
5;;0.037;;3.00;-0.43;9.94;0.15;-6.34;-0.75;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;3.00;-0.43;9.94;0.15;-6.34;-0.75;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;3.00;-0.42;9.93;0.15;-5.97;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;5;0.000;N;3.00;-0.44;9.95;0.15;-6.71;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;N;3.00;-0.42;9.93;0.15;-5.97;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;3.00;-0.42;9.93;0.15;-5.97;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;3.00;-0.44;9.95;0.15;-6.71;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;3.00;-0.44;9.95;0.15;-6.71;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;3.00;-0.42;9.93;0.15;-5.97;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;3.00;-0.42;9.93;0.15;-5.97;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;3.00;-0.44;9.95;0.15;-6.71;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;3.00;-0.42;9.93;0.15;-5.97;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;3.00;-0.44;9.95;0.15;-6.71;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;3.00;-0.42;9.93;0.15;-5.97;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;3.00;-0.44;9.95;0.15;-6.71;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;3.00;-0.42;9.95;0.15;-5.97;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;3.00;-0.44;9.93;0.15;-6.71;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-8.39;-1.29;3.07;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-8.39;-1.29;3.07;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-7.78;-0.19;1.13;-0.01;3.15;1.11;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-7.78;-0.19;1.13;-0.01;3.15;1.11;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-7.68;-0.01;0.83;-0.01;3.38;1.13;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-6.75;0.83;-0.56;-0.01;3.21;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-6.75;0.83;-0.56;-0.01;3.21;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-6.75;0.83;-0.56;-0.01;3.21;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-8.39;-1.29;3.07;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-6.75;0.83;-0.56;-0.01;3.21;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-8.39;-1.29;3.07;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-8.39;-1.29;3.07;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-6.75;0.83;-0.56;-0.01;3.21;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-6.75;0.83;-0.56;-0.01;3.21;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.000;M_T;-7.98;-0.56;1.78;-0.01;2.42;0.92;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.667;M_y;-7.30;0.54;-0.04;-0.01;3.71;0.87;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-8.39;-1.29;3.07;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-7.68;-0.01;0.83;-0.01;3.38;1.13;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-6.75;0.83;-0.56;-0.01;3.21;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-6.75;0.83;3.07;-0.01;3.71;1.13;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-8.39;-1.29;-0.56;-0.01;0.00;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-18.34;0.30;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-18.34;0.30;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-17.63;0.06;0.41;0.00;2.95;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-17.43;0.00;-0.30;0.00;2.97;-0.33;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-16.50;-0.28;-1.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-16.50;-0.28;-1.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-16.50;-0.28;-1.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-18.34;0.30;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-18.34;0.30;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-16.50;-0.28;-1.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-18.34;0.30;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-16.50;-0.28;-1.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.000;M_T;-17.93;0.16;1.50;0.00;2.24;-0.23;Beam | 2 - HEA 160 | L : 4.500 m
7;;3.000;M_T;-17.11;-0.10;-1.15;0.00;2.40;-0.29;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-17.52;0.03;0.03;0.00;3.00;-0.32;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-18.34;0.30;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-18.34;0.30;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;M_z;-17.43;0.00;-0.30;0.00;2.97;-0.33;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-16.50;0.30;2.97;0.00;3.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-18.34;-0.28;-1.82;0.00;0.00;-0.33;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-18.06;0.29;3.32;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-18.06;0.29;3.32;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-17.15;0.02;0.01;0.00;3.74;-0.36;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-16.01;-0.27;-2.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-16.01;-0.27;-2.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-16.01;-0.27;-2.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-18.06;0.29;3.32;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-18.06;0.29;3.32;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-16.01;-0.27;-2.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-18.06;0.29;3.32;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-16.01;-0.27;-2.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;1.000;M_T;-17.65;0.17;1.85;0.00;2.59;-0.23;Beam | 2 - HEA 160 | L : 5.000 m
8;;3.500;M_T;-16.63;-0.12;-1.43;0.00;2.76;-0.30;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-17.15;0.02;0.01;0.00;3.74;-0.36;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-18.06;0.29;3.32;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-18.06;0.29;3.32;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-17.04;-0.01;-0.36;0.00;3.70;-0.36;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-16.01;0.29;3.32;0.00;3.74;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-18.06;-0.27;-2.04;0.00;0.00;-0.36;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-17.67;0.29;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-17.67;0.29;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-16.96;0.06;0.41;0.00;2.94;-0.30;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-16.75;0.00;-0.30;0.00;2.97;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-15.82;-0.27;-1.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-15.82;-0.27;-1.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-15.82;-0.27;-1.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-17.67;0.29;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-17.67;0.29;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-15.82;-0.27;-1.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-17.67;0.29;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-15.82;-0.27;-1.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.000;M_T;-17.26;0.16;1.50;0.00;2.24;-0.22;Beam | 2 - HEA 160 | L : 4.500 m
9;;3.000;M_T;-16.44;-0.10;-1.15;0.00;2.40;-0.28;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-16.85;0.03;0.03;0.00;3.00;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-17.67;0.29;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-17.67;0.29;2.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;M_z;-16.75;0.00;-0.30;0.00;2.97;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-15.82;0.29;2.97;0.00;3.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-17.67;-0.27;-1.82;0.00;0.00;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-94.81;0.07;-51.39;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-94.81;0.07;-51.39;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-93.01;0.06;-48.63;0.04;-75.05;-0.09;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-93.01;0.06;-48.64;0.04;-75.05;-0.09;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-90.11;0.03;-46.80;0.11;-193.18;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-90.11;0.03;-46.80;0.11;-193.18;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-90.11;0.03;-46.80;0.11;-193.18;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-94.81;0.07;-51.39;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-94.81;0.07;-51.39;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-90.11;0.03;-46.80;0.11;-193.18;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;;3.500;V_z;-90.68;0.04;-46.71;0.10;-169.80;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-94.81;0.07;-51.39;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-90.11;0.03;-46.80;0.11;-193.18;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_T;-94.81;0.07;-51.39;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-94.81;0.07;-51.39;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-90.11;0.03;-46.80;0.11;-193.18;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-94.81;0.07;-51.39;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_z;-90.11;0.03;-46.80;0.11;-193.18;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-90.11;0.07;-46.71;0.11;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-94.81;0.03;-51.39;0.01;-193.18;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-49.21;-0.36;59.99;-0.13;-193.34;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-48.88;-0.72;58.09;-0.21;-95.90;-0.15;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-48.88;-0.72;58.09;-0.21;-95.90;-0.15;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-49.21;-0.36;59.99;-0.13;-193.34;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-49.21;-0.36;59.99;-0.13;-193.34;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-48.88;-0.72;58.09;-0.21;-95.90;-0.15;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-49.21;-0.36;59.99;-0.13;-193.34;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-48.88;-0.72;58.09;-0.21;-95.90;-0.15;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-49.21;-0.36;59.99;-0.13;-193.34;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-48.88;-0.72;58.09;-0.21;-95.90;-0.15;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-48.88;-0.72;58.09;-0.21;-95.90;-0.15;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-49.21;-0.36;59.99;-0.13;-193.34;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_z;-49.21;-0.36;59.99;-0.13;-193.34;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;M_z;-49.03;-0.55;59.05;-0.17;-144.23;-0.29;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-48.88;-0.36;59.99;-0.13;-95.90;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-49.21;-0.72;58.09;-0.21;-193.34;-0.29;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-27.09;-0.03;27.37;0.05;48.43;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-26.94;0.03;25.42;0.05;90.01;1.15;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-26.94;0.03;25.42;0.05;90.01;1.15;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-27.09;-0.03;27.37;0.05;48.43;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-26.94;0.03;25.42;0.05;90.01;1.15;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-27.09;-0.03;27.37;0.05;48.43;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-27.09;-0.03;27.37;0.05;48.43;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-26.94;0.03;25.42;0.05;90.01;1.15;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-27.09;-0.03;27.37;0.05;48.43;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-26.94;0.03;25.42;0.05;90.01;1.15;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-26.94;0.03;25.42;0.05;90.01;1.15;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-27.09;-0.03;27.37;0.05;48.43;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-27.09;-0.03;27.37;0.05;48.43;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-26.94;0.03;25.42;0.05;90.01;1.15;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-26.94;0.03;27.37;0.05;90.01;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-27.09;-0.03;25.42;0.05;48.43;1.15;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-24.33;-0.70;1.05;-0.08;124.12;-0.79;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-24.35;-0.70;0.86;-0.08;124.26;-0.64;Beam | 1 - IPE 500 | L : 0.150 m
Extremes;14;0.000;N;-24.33;-0.70;1.05;-0.08;124.12;-0.79;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;N;-24.35;-0.70;0.86;-0.08;124.26;-0.64;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;V_y;-24.33;-0.70;1.05;-0.08;124.12;-0.79;Beam | 1 - IPE 500 | L : 0.150 m
