Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;0.10;-0.63;3.45;0.04;-2.59;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;0.14;-0.12;3.04;0.04;2.77;0.74;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;0.44;-0.37;0.05;-0.01;2.71;0.74;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;0.45;0.06;-0.10;0.00;2.70;0.85;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;0.46;0.22;-0.16;0.00;2.67;0.82;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;0.46;0.22;-0.16;0.00;2.67;0.82;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;0.48;0.74;-0.36;0.00;2.45;0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;0.78;0.57;-3.35;-0.03;2.40;0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;1.194;;0.81;0.98;-3.65;-0.03;-1.78;-0.56;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;0.82;1.03;-3.76;-0.03;-3.46;-1.02;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;1.12;0.17;-6.75;-0.19;-3.52;-1.02;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.12;0.18;-6.76;-0.19;-3.77;-1.03;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.12;0.18;-6.76;-0.19;-3.77;-1.03;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;1.12;0.19;-6.77;-0.19;-4.02;-1.04;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-3.54;-0.95;4.07;0.02;-4.88;-1.05;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.647;;-3.51;-0.87;3.92;0.02;-2.29;-0.44;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-3.49;-0.49;3.69;0.02;1.24;0.21;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-3.19;-0.60;0.70;0.00;1.18;0.21;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;-3.18;-0.13;0.53;0.00;1.60;0.48;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-3.15;0.52;0.29;0.00;2.00;0.27;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-2.85;0.44;-2.71;-0.01;1.94;0.27;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.795;;-2.83;0.77;-2.91;-0.01;-0.29;-0.22;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-2.83;0.78;-2.92;-0.01;-0.38;-0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-2.83;0.78;-2.92;-0.01;-0.38;-0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-2.81;0.92;-3.16;-0.01;-2.89;-0.96;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-2.63;0.75;-5.23;-0.04;-2.93;-0.96;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-2.63;0.75;-5.24;-0.04;-3.32;-1.02;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-2.63;0.75;-5.24;-0.04;-3.32;-1.02;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-2.63;0.76;-5.26;-0.04;-3.71;-1.08;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;-2.68;-1.05;5.25;0.07;-3.97;-1.13;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;-2.68;-1.05;5.23;0.07;-3.57;-1.05;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;-2.68;-1.05;5.23;0.07;-3.57;-1.05;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;-2.68;-1.04;5.22;0.07;-3.18;-0.96;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;-2.86;-1.25;3.36;0.03;-3.15;-0.96;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;-2.88;-1.02;3.16;0.03;-0.46;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;-2.88;-1.02;3.16;0.03;-0.46;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;-2.90;-0.47;2.95;0.03;2.06;0.63;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;-3.21;-0.70;-0.07;-0.01;2.12;0.63;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.825;;-3.23;0.16;-0.29;-0.01;1.97;0.87;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.825;;-3.23;0.16;-0.29;-0.01;1.97;0.87;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;-3.23;0.34;-0.32;-0.01;1.93;0.84;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;-3.25;1.10;-0.50;0.00;1.65;0.33;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-3.54;0.90;-3.52;-0.04;1.70;0.33;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.496;;-3.55;1.29;-3.65;-0.04;-0.08;-0.21;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.787;;-3.56;1.45;-3.72;-0.04;-1.15;-0.62;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.787;;-3.56;1.45;-3.72;-0.04;-1.15;-0.62;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-3.59;1.64;-3.90;-0.04;-4.15;-1.87;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;-2.56;-0.39;6.82;0.32;-4.50;-1.97;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;-2.56;-0.38;6.81;0.32;-4.24;-1.95;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;-2.56;-0.38;6.81;0.32;-4.24;-1.95;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;-2.56;-0.37;6.80;0.32;-3.99;-1.92;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;-2.86;-1.83;3.79;0.06;-3.94;-1.92;Beam | 3 - HEA 140 | L : 1.650 m
1;197;;0.583;;-2.87;-1.71;3.65;0.06;-1.77;-0.87;Beam | 3 - HEA 140 | L : 1.650 m
1;197;;0.825;;-2.88;-1.61;3.60;0.06;-0.90;-0.47;Beam | 3 - HEA 140 | L : 1.650 m
1;197;;0.825;;-2.88;-1.61;3.60;0.06;-0.90;-0.47;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;-2.90;-1.08;3.39;0.05;1.99;0.66;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;-3.20;-1.37;0.37;0.01;2.04;0.66;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;-3.22;-0.54;0.15;0.01;2.26;1.47;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;-3.22;-0.54;0.15;0.01;2.26;1.47;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;-3.23;-0.27;0.09;0.01;2.29;1.56;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.290;;-3.23;0.04;0.02;0.01;2.30;1.58;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.490;;-3.24;0.31;-0.03;0.01;2.30;1.55;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;-3.24;0.55;-0.08;0.01;2.30;1.48;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-3.54;0.05;-3.09;-0.07;2.35;1.48;Beam | 3 - HEA 140 | L : 1.650 m
1;199;;0.645;;-3.55;0.81;-3.26;-0.07;0.29;1.19;Beam | 3 - HEA 140 | L : 1.650 m
1;199;;0.825;;-3.56;0.96;-3.31;-0.07;-0.30;1.03;Beam | 3 - HEA 140 | L : 1.650 m
1;199;;0.825;;-3.56;0.96;-3.31;-0.07;-0.30;1.03;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-3.58;1.28;-3.50;-0.08;-3.12;0.05;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;190;3;0.075;N;1.12;0.19;-6.77;-0.19;-4.02;-1.04;Beam | 3 - HEA 140 | L : 0.075 m
1;196;5;1.575;N;-3.59;1.64;-3.90;-0.04;-4.15;-1.87;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;V_y;-3.59;1.64;-3.90;-0.04;-4.15;-1.87;Beam | 3 - HEA 140 | L : 1.575 m
1;197;153;0.000;V_y;-2.86;-1.83;3.79;0.06;-3.94;-1.92;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;-2.56;-0.39;6.82;0.32;-4.50;-1.97;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;1.12;0.19;-6.77;-0.19;-4.02;-1.04;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;-2.56;-0.37;6.80;0.32;-3.99;-1.92;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;1.12;0.17;-6.75;-0.19;-3.52;-1.02;Beam | 3 - HEA 140 | L : 0.075 m
1;2;139;1.650;M_y;0.14;-0.12;3.04;0.04;2.77;0.74;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;M_y;-3.54;-0.95;4.07;0.02;-4.88;-1.05;Beam | 3 - HEA 140 | L : 1.575 m
1;198;;1.238;M_z;-3.23;-0.02;0.04;0.01;2.30;1.58;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_z;-2.56;-0.39;6.82;0.32;-4.50;-1.97;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;;1.12;1.64;6.82;0.32;2.77;1.58;
1;;;;;-3.59;-1.83;-6.77;-0.19;-4.88;-1.97;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-39.73;0.01;42.44;0.00;-144.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-39.51;0.01;41.02;0.00;-75.81;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-38.93;0.01;35.03;0.00;-76.03;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-38.76;0.01;33.58;0.00;-19.42;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-38.18;0.00;27.59;0.00;-19.64;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-38.04;0.00;26.10;0.00;24.66;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-37.46;0.02;20.11;0.01;24.44;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-37.45;0.02;20.05;0.01;25.95;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
