Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;-4.5;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;-4.5;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;5.2;0.8;-5.1;0.0;-1.5;-0.2;-1.9;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;5.2;0.8;-5.1;0.0;-1.5;-0.2;-1.9;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;5.4;0.8;-5.3;0.0;-0.7;-0.1;-2.2;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.190;;5.4;0.8;-5.3;0.0;0.8;0.1;-2.7;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.5;0.5;-0.1;0.0;3.9;-0.1;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.5;0.5;-0.1;0.0;3.9;-0.1;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;;2.000;u_X;5.5;0.9;-5.4;0.0;0.2;0.0;-2.5;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_X;0.0;0.0;0.0;0.0;-4.5;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Y;0.0;0.0;0.0;0.0;-4.5;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_Y;5.5;0.9;-5.4;0.0;0.2;0.0;-2.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_Z;0.5;0.5;-0.1;0.0;3.9;-0.1;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Z;0.0;0.0;0.0;0.0;-4.5;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_X;0.5;0.5;-0.1;0.0;3.9;-0.1;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_X;0.0;0.0;0.0;0.0;-4.5;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;3.000;φ_Y;3.8;0.7;-3.7;0.0;2.9;0.2;-3.7;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Y;0.0;0.0;0.0;0.0;-4.5;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Z;0.0;0.0;0.0;0.0;-4.5;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Z;0.5;0.5;-0.1;0.0;3.9;-0.1;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;5.5;0.9;0.0;0.0;3.9;0.2;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;0.0;-5.4;0.0;-4.5;-0.7;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;0.9;0.5;0.7;0.0;3.9;-0.1;-5.0;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;3.0;0.6;-2.9;0.5;16.4;-0.8;-5.5;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;3.0;0.6;-2.9;0.5;16.4;-0.8;-5.5;Beam | 3 - HEA 140 | L : 1.650 m
2;;1.005;;3.7;0.6;-3.6;0.7;19.1;-0.9;-5.4;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;5.5;0.7;-5.3;1.3;29.0;-0.7;-4.7;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;u_X;5.5;0.7;-5.3;1.3;29.0;-0.7;-4.7;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_X;0.9;0.5;0.7;0.0;3.9;-0.1;-5.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_Y;0.9;0.5;0.7;0.0;3.9;-0.1;-5.0;Beam | 3 - HEA 140 | L : 1.650 m
