Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-9.75;-4.77;2.04;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-9.75;-4.77;2.04;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-9.15;-0.76;-0.53;0.01;1.14;4.15;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-9.15;-0.76;-0.53;0.01;1.14;4.15;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;-9.05;-0.12;-0.91;0.01;0.97;4.25;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.190;;-8.87;1.01;-1.55;0.01;0.41;4.04;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-8.12;3.02;-2.67;0.00;-3.75;-0.25;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-8.12;3.02;-2.67;0.00;-3.75;-0.25;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-8.12;3.02;-2.67;0.00;-3.75;-0.25;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-9.75;-4.77;2.04;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-8.12;3.02;-2.67;0.00;-3.75;-0.25;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-9.75;-4.77;2.04;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-9.75;-4.77;2.04;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-8.12;3.02;-2.67;0.00;-3.75;-0.25;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_T;-9.75;-4.77;2.04;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-8.12;3.02;-2.67;0.00;-3.75;-0.25;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.333;M_y;-9.22;-1.20;-0.24;0.01;1.21;3.98;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_y;-8.12;3.02;-2.67;0.00;-3.75;-0.25;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;M_z;-9.05;-0.12;-0.91;0.01;0.97;4.25;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-8.12;3.02;-2.67;0.00;-3.75;-0.25;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-8.12;3.02;2.04;0.01;1.21;4.25;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-9.75;-4.77;-2.67;0.00;-3.75;-0.25;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
