Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;-1.7;0.3;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;-1.7;0.3;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;2.0;-0.4;-1.9;0.0;-0.5;0.3;-0.7;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;2.0;-0.4;-1.9;0.0;-0.5;0.3;-0.7;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;2.1;-0.5;-2.0;0.0;-0.2;0.2;-0.9;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.190;;2.1;-0.6;-2.0;0.0;0.3;0.1;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.0;0.0;0.0;0.0;1.5;-1.0;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.0;0.0;0.0;0.0;1.5;-1.0;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_X;0.0;0.0;0.0;0.0;-1.7;0.3;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.667;u_X;1.8;-0.6;-1.7;0.0;0.8;0.0;-1.3;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Y;0.0;0.0;0.0;0.0;-1.7;0.3;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_Y;2.1;-0.5;-2.0;0.0;0.1;0.2;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_Z;0.0;0.0;0.0;0.0;1.5;-1.0;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Z;0.0;0.0;0.0;0.0;-1.7;0.3;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_X;0.0;0.0;0.0;0.0;1.5;-1.0;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_X;0.0;0.0;0.0;0.0;-1.7;0.3;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;φ_Y;1.5;-0.3;-1.5;0.0;-1.1;0.3;-0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Y;0.0;0.0;0.0;0.0;1.5;-1.0;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Z;0.0;0.0;0.0;0.0;-1.7;0.3;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Z;0.0;0.0;0.0;0.0;1.5;-1.0;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;2.1;0.0;0.0;0.0;1.5;0.3;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;-0.6;-2.0;0.0;-1.7;-1.0;-2.0;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;0.3;0.2;0.3;0.0;1.5;-1.0;-2.0;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;1.8;0.3;-1.1;1.4;6.4;-1.8;-2.2;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;1.8;0.3;-1.1;1.4;6.4;-1.8;-2.2;Beam | 3 - HEA 140 | L : 1.650 m
2;;1.005;;2.2;0.3;-1.4;1.7;7.5;-1.8;-2.1;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;3.5;0.4;-2.1;2.8;11.4;-1.2;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;u_X;3.5;0.4;-2.1;2.8;11.4;-1.2;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_X;0.3;0.2;0.3;0.0;1.5;-1.0;-2.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_Y;0.3;0.2;0.3;0.0;1.5;-1.0;-2.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_Y;3.5;0.4;-2.1;2.8;11.4;-1.2;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_Z;3.5;0.4;-2.1;2.8;11.4;-1.2;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_Z;0.3;0.2;0.3;0.0;1.5;-1.0;-2.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_X;3.5;0.4;-2.1;2.8;11.4;-1.2;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_X;0.3;0.2;0.3;0.0;1.5;-1.0;-2.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_Y;0.3;0.2;0.3;0.0;1.5;-1.0;-2.0;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;φ_Y;1.8;0.3;-1.1;1.4;6.4;-1.8;-2.2;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_Z;3.5;0.4;-2.1;2.8;11.4;-1.2;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
