Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-70.61;0.00;-46.22;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-70.61;0.00;-46.22;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-69.27;0.00;-46.01;0.00;-69.19;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-69.27;0.00;-46.01;0.00;-69.19;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-67.15;0.00;-46.20;0.00;-184.23;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-67.15;0.00;-46.20;0.00;-184.23;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-51.67;0.00;56.19;0.00;-184.40;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-51.40;0.00;54.82;0.00;-92.79;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-48.66;0.00;24.67;0.00;40.89;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-48.54;0.00;23.21;0.00;78.60;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-45.95;0.03;4.86;0.00;105.31;0.04;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-45.95;0.03;4.79;0.00;105.67;0.04;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-45.95;0.03;4.79;0.00;105.67;0.04;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-45.96;0.03;4.72;0.00;106.02;0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-48.55;-0.01;-23.70;0.00;49.14;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;;0.037;;-48.55;-0.01;-23.73;0.00;48.26;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;;0.037;;-48.55;-0.01;-23.73;0.00;48.26;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-48.55;-0.01;-23.76;0.00;47.37;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-69.06;0.00;40.80;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-69.06;0.00;40.80;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-67.72;0.00;42.13;0.00;62.21;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-67.72;0.00;42.12;0.00;62.21;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-65.57;0.00;42.53;0.00;168.79;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-65.57;0.00;42.53;0.00;168.79;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-70.63;0.00;-46.24;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-70.63;0.00;-46.24;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-69.29;0.00;-46.03;0.00;-69.22;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-69.29;0.00;-46.03;0.00;-69.22;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-67.17;0.00;-46.22;0.00;-184.31;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-67.17;0.00;-46.22;0.00;-184.31;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-51.69;0.01;56.21;0.00;-184.48;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-51.42;0.01;54.84;0.00;-92.84;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-48.67;0.00;24.68;0.00;40.91;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-48.56;0.00;23.22;0.00;78.64;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-45.97;0.03;4.85;0.00;105.37;0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-45.98;0.03;4.78;0.00;105.73;0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-45.98;0.03;4.78;0.00;105.73;0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-45.99;0.03;4.71;0.00;106.09;0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-48.58;0.00;-23.72;0.00;49.18;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;20;;0.037;;-48.58;0.00;-23.75;0.00;48.29;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;20;;0.037;;-48.58;0.00;-23.75;0.00;48.29;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-48.58;0.00;-23.79;0.00;47.40;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-69.09;0.00;40.83;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-69.09;0.00;40.83;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-67.75;0.00;42.15;0.00;62.25;0.00;Beam | 1 - IPE 500 | L : 4.000 m
