Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.6;-3.3;-0.2;
8;4;;0.0;0.0;0.0;0.0;-0.4;-2.2;0.1;
9;5;;0.0;0.0;0.0;0.0;0.3;-2.1;0.0;
40;41;;0.0;0.0;0.0;0.0;0.5;3.1;-0.2;
41;42;;0.0;0.0;0.0;0.0;0.4;2.2;0.1;
42;43;;0.0;0.0;0.0;0.0;-0.3;1.9;0.0;
90;55;;0.0;0.0;0.0;0.0;0.0;-2.6;-6.9;
90;49;;0.0;0.0;0.0;0.0;0.0;-2.0;-6.8;
92;26;;0.1;0.1;0.0;0.0;0.0;-1.4;-3.7;
92;33;;0.0;0.0;0.0;0.0;0.0;-1.2;-3.7;
93;57;;0.0;0.0;0.0;0.0;0.0;-2.6;-7.0;
93;50;;0.0;0.0;0.0;0.0;0.0;-2.0;-6.8;
95;58;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.5;
95;51;;0.0;0.0;0.0;0.0;0.0;-2.0;-6.3;
97;59;;0.0;0.0;0.0;0.0;0.0;-2.6;-7.0;
97;54;;0.0;0.0;0.0;0.0;0.0;-1.9;-6.8;
99;60;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.9;
99;53;;0.0;0.0;0.0;0.0;0.0;-1.9;-6.8;
101;83;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.8;
101;55;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.8;
102;64;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.6;
102;69;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.7;
103;37;;0.0;0.0;0.0;0.0;0.0;-1.2;-3.7;
103;30;;0.0;0.0;0.0;0.0;0.0;-1.4;-3.7;
104;65;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.6;
104;71;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.7;
105;66;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.4;
105;72;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.5;
106;68;;0.0;0.0;0.0;0.0;0.0;-1.9;-6.5;
106;73;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.7;
107;67;;0.0;0.0;0.0;0.0;0.0;-1.9;-6.6;
107;74;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.8;
108;19;;0.1;0.1;0.0;0.0;0.0;-1.4;-3.7;
108;26;;0.0;0.0;0.0;0.0;0.0;-1.2;-3.7;
119;63;;0.0;0.0;0.0;0.0;0.0;-1.6;-4.4;
119;52;;0.0;0.0;0.0;0.0;0.0;-1.1;-4.3;
121;62;;0.0;0.0;0.0;0.0;0.0;-1.4;-6.2;
121;76;;0.0;0.0;0.0;0.0;0.0;-2.0;-6.3;
124;84;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.9;
124;57;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.9;
125;85;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.4;
125;58;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.4;
126;86;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.9;
126;59;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.9;
127;87;;0.0;0.0;0.0;0.0;0.0;-2.0;-6.9;
127;60;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.9;
128;69;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.6;
128;95;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.6;
129;30;;0.0;0.0;0.0;0.0;0.0;-1.2;-3.7;
129;23;;0.1;0.1;0.0;0.0;0.0;-1.4;-3.7;
130;71;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.6;
130;96;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.6;
131;72;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.4;
131;97;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.4;
132;73;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.6;
132;98;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.6;
133;74;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.7;
133;99;;0.0;0.0;0.0;0.0;0.0;-2.0;-6.7;
134;89;;0.0;0.0;0.0;0.0;0.0;-1.2;-4.3;
134;63;;0.0;0.0;0.0;0.0;0.0;-1.5;-4.4;
135;76;;0.0;0.0;0.0;0.0;0.0;-1.9;-6.3;
135;100;;0.0;0.0;0.0;0.0;0.0;-1.5;-6.2;
148;111;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.8;
148;83;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.9;
149;12;;0.0;0.0;0.0;0.0;0.0;-1.4;-3.7;
149;19;;0.0;0.0;0.0;0.0;0.0;-1.2;-3.7;
150;112;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.9;
150;84;;0.0;0.0;0.0;0.0;0.0;-2.6;-6.9;
151;113;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.4;
151;85;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.5;
152;114;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.9;
152;86;;0.0;0.0;0.0;0.0;0.0;-2.7;-7.0;
153;115;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.9;
153;87;;0.0;0.0;0.0;0.0;0.0;-2.7;-7.0;
154;95;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.6;
154;123;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.6;
155;23;;0.0;0.0;0.0;0.0;0.0;-1.2;-3.7;
155;16;;0.0;0.0;0.0;0.0;0.0;-1.4;-3.7;
156;96;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.7;
156;124;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.7;
157;97;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.5;
157;125;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.4;
158;98;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.7;
158;126;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.6;
159;99;;0.0;0.0;0.0;0.0;0.0;-2.6;-6.8;
159;127;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.7;
160;117;;0.0;0.0;0.0;0.0;0.0;-1.3;-4.3;
160;89;;0.0;0.0;0.0;0.0;0.0;-1.8;-4.4;
161;100;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.3;
161;128;;0.0;0.0;0.0;0.0;0.0;-1.6;-6.2;
174;139;;0.0;0.0;0.0;0.0;0.0;16.0;-2.1;
174;111;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.4;
175;2;;1.0;-1.0;0.0;0.0;0.0;0.9;-0.4;
175;12;;0.0;0.0;0.0;0.0;0.0;-1.2;-3.3;
176;140;;0.0;0.0;0.0;0.0;0.0;13.2;-5.7;
176;112;;0.0;0.0;0.0;0.0;0.0;-1.5;-6.3;
177;141;;0.0;0.0;0.0;0.0;0.0;-1.9;-7.3;
177;113;;0.0;0.0;0.0;0.0;0.0;-0.5;-5.6;
178;142;;0.0;0.0;0.0;0.0;0.0;2.7;-5.3;
178;114;;0.0;0.0;0.0;0.0;0.0;-0.3;-6.2;
179;143;;0.0;0.0;0.0;0.0;0.0;4.3;-6.5;
179;115;;0.0;0.0;0.0;0.0;0.0;0.0;-6.1;
180;123;;0.0;0.0;0.0;0.0;0.0;-2.2;-7.3;
180;151;;0.0;0.0;0.0;0.0;0.0;7.8;-3.1;
181;16;;0.0;0.0;0.0;0.0;0.0;-1.1;-4.5;
181;6;;0.4;-0.4;0.0;0.0;0.0;-0.5;-1.1;
182;124;;0.0;0.0;0.0;0.0;0.0;-1.6;-7.2;
182;152;;0.0;0.0;0.0;0.0;0.0;6.1;-5.1;
183;125;;0.0;0.0;0.0;0.0;0.0;-0.6;-6.8;
183;153;;0.0;0.0;0.0;0.0;0.0;-2.8;-6.2;
184;126;;0.0;0.0;0.0;0.0;0.0;-0.3;-7.0;
184;154;;0.0;0.0;0.0;0.0;0.0;-0.9;-5.2;
185;127;;0.0;0.0;0.0;0.0;0.0;0.0;-7.0;
185;155;;0.0;0.0;0.0;0.0;0.0;-1.1;-6.2;
186;145;;0.0;0.0;0.0;0.0;0.0;-2.9;-5.5;
186;117;;0.0;0.0;0.0;0.0;0.0;1.2;-3.5;
187;128;;0.0;0.0;0.0;0.0;0.0;1.0;-6.5;
187;156;;0.0;0.0;0.0;0.0;0.0;-4.0;-5.7;
200;49;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.5;
200;116;;0.0;0.0;0.0;0.0;0.0;16.4;-2.0;
201;33;;0.0;0.0;0.0;0.0;0.0;-1.4;-3.4;
201;40;;1.0;-1.0;0.0;0.0;0.0;1.0;-0.4;
202;50;;0.0;0.0;0.0;0.0;0.0;-1.8;-6.4;
202;118;;0.0;0.0;0.0;0.0;0.0;13.5;-5.6;
203;51;;0.0;0.0;0.0;0.0;0.0;-0.8;-5.7;
203;119;;0.0;0.0;0.0;0.0;0.0;-1.6;-7.3;
204;54;;0.0;0.0;0.0;0.0;0.0;-0.6;-6.2;
204;120;;0.0;0.0;0.0;0.0;0.0;3.0;-5.2;
205;53;;0.0;0.0;0.0;0.0;0.0;-0.3;-6.2;
205;121;;0.0;0.0;0.0;0.0;0.0;4.6;-6.4;
206;129;;0.0;0.0;0.0;0.0;0.0;8.1;-3.0;
206;64;;0.0;0.0;0.0;0.0;0.0;-2.4;-7.4;
207;44;;0.3;-0.3;0.0;0.0;0.0;-0.4;-1.0;
207;37;;0.0;0.0;0.0;0.0;0.0;-1.3;-4.6;
208;130;;0.0;0.0;0.0;0.0;0.0;6.4;-5.0;
208;65;;0.0;0.0;0.0;0.0;0.0;-1.9;-7.2;
209;131;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.1;
209;66;;0.0;0.0;0.0;0.0;0.0;-0.9;-6.9;
210;132;;0.0;0.0;0.0;0.0;0.0;-0.6;-5.1;
210;68;;0.0;0.0;0.0;0.0;0.0;-0.6;-7.1;
211;133;;0.0;0.0;0.0;0.0;0.0;-0.8;-6.1;
211;67;;0.0;0.0;0.0;0.0;0.0;-0.3;-7.1;
212;52;;0.0;0.0;0.0;0.0;0.0;1.0;-3.6;
212;122;;0.0;0.0;0.0;0.0;0.0;-2.6;-5.4;
213;134;;0.0;0.0;0.0;0.0;0.0;-3.8;-5.7;
213;62;;0.0;0.0;0.0;0.0;0.0;0.7;-6.5;
Total;;;1.0;0.1;0.0;0.0;0.5;16.4;0.1;
max/min;;;0.0;-1.0;0.0;0.0;-0.6;-4.0;-7.4;
