Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
2;;;;;-32.87;-0.01;-35.51;0.00;-112.32;-0.02;
;;;;;;;;;;;
3;Obergurt;;;;;;;;;;
3;17;19;0.000;;-32.75;0.00;35.67;0.00;-112.47;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;17;83;1.650;;-32.51;0.00;33.71;0.00;-55.23;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;136;83;0.000;;-32.09;-0.01;29.38;0.00;-55.38;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;136;84;1.650;;-31.88;-0.01;27.38;0.00;-8.55;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;137;84;0.000;;-31.46;0.00;23.05;0.00;-8.71;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;137;85;1.650;;-31.26;0.00;21.04;0.00;27.67;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;138;85;0.000;;-30.84;0.00;16.71;0.00;27.51;0.00;Beam | 1 - IPE 500 | L : 0.075 m
3;138;20;0.075;;-30.83;0.00;16.61;0.00;28.76;0.00;Beam | 1 - IPE 500 | L : 0.075 m
3;18;20;0.000;;-30.66;0.00;15.47;0.00;28.76;0.00;Beam | 1 - IPE 500 | L : 1.575 m
3;18;86;1.575;;-30.49;0.00;13.53;0.00;51.60;0.00;Beam | 1 - IPE 500 | L : 1.575 m
3;139;86;0.000;;-30.06;0.00;9.20;0.00;51.44;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;139;87;1.650;;-29.87;0.00;7.16;0.00;64.95;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;140;87;0.000;;-29.44;0.00;2.83;0.00;64.79;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;140;89;1.650;;-29.25;0.00;0.79;0.00;67.78;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;141;89;0.000;;-28.97;0.00;-1.95;0.00;67.68;0.00;Beam | 1 - IPE 500 | L : 0.150 m
3;141;21;0.150;;-28.95;0.00;-2.14;0.00;67.37;0.00;Beam | 1 - IPE 500 | L : 0.150 m
3;19;21;0.000;;-28.94;0.00;2.27;0.00;67.37;0.00;Beam | 1 - IPE 500 | L : 0.150 m
3;19;100;0.150;;-28.96;0.00;2.08;0.00;67.70;0.00;Beam | 1 - IPE 500 | L : 0.150 m
3;142;100;0.000;;-29.24;0.00;-0.66;0.00;67.66;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;142;99;1.650;;-29.43;0.00;-2.70;0.00;64.89;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;143;99;0.000;;-29.86;0.00;-7.03;0.00;64.83;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;143;98;1.650;;-30.05;0.00;-9.07;0.00;51.55;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;144;98;0.000;;-30.48;0.00;-13.40;0.00;51.49;0.00;Beam | 1 - IPE 500 | L : 1.575 m
3;144;22;1.575;;-30.65;0.00;-15.34;0.00;28.86;0.00;Beam | 1 - IPE 500 | L : 1.575 m
3;20;22;0.000;;-30.82;0.00;-16.48;0.00;28.86;0.00;Beam | 1 - IPE 500 | L : 0.075 m
3;20;97;0.075;;-30.83;0.00;-16.57;0.00;27.62;0.00;Beam | 1 - IPE 500 | L : 0.075 m
3;145;97;0.000;;-31.25;0.00;-20.90;0.00;27.56;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;145;96;1.650;;-31.45;0.00;-22.92;0.00;-8.60;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;146;96;0.000;;-31.87;0.01;-27.25;0.00;-8.65;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;146;95;1.650;;-32.08;0.01;-29.24;0.00;-55.27;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;147;95;0.000;;-32.50;0.00;-33.57;0.00;-55.33;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;147;23;1.650;;-32.74;0.00;-35.54;0.00;-112.35;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;19;21;0.000;N;-28.94;0.00;2.27;0.00;67.37;0.00;Beam | 1 - IPE 500 | L : 0.150 m
3;17;19;0.000;N;-32.75;0.00;35.67;0.00;-112.47;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;146;95;1.650;V_y;-32.08;0.01;-29.24;0.00;-55.27;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;136;83;0.000;V_y;-32.09;-0.01;29.38;0.00;-55.38;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;17;19;0.000;V_z;-32.75;0.00;35.67;0.00;-112.47;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;147;23;1.650;V_z;-32.74;0.00;-35.54;0.00;-112.35;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;17;83;1.650;M_T;-32.51;0.00;33.71;0.00;-55.23;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;147;95;0.000;M_T;-32.50;0.00;-33.57;0.00;-55.33;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
3;140;89;1.650;M_y;-29.25;0.00;0.79;0.00;67.78;0.00;Beam | 1 - IPE 500 | L : 1.650 m
3;17;19;0.000;M_y;-32.75;0.00;35.67;0.00;-112.47;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
3;144;22;1.575;M_z;-30.65;0.00;-15.34;0.00;28.86;0.00;Beam | 1 - IPE 500 | L : 1.575 m
3;17;19;0.000;M_z;-32.75;0.00;35.67;0.00;-112.47;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;;-28.94;0.01;35.67;0.00;67.78;0.00;
3;;;;;-32.75;-0.01;-35.54;0.00;-112.47;-0.02;
;;;;;;;;;;;
4;Obergurt;;;;;;;;;;
4;23;26;0.000;;-30.73;0.00;34.71;0.00;-108.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
4;23;55;1.650;;-30.49;0.00;32.74;0.00;-53.18;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;91;55;0.000;;-30.07;0.00;28.41;0.00;-53.34;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;91;57;1.650;;-29.86;0.00;26.42;0.00;-8.10;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;94;57;0.000;;-29.44;0.00;22.09;0.00;-8.26;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;94;58;1.650;;-29.25;0.00;20.07;0.00;26.53;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;96;58;0.000;;-28.83;0.00;15.74;0.00;26.37;0.00;Beam | 1 - IPE 500 | L : 0.075 m
4;96;27;0.075;;-28.82;0.00;15.65;0.00;27.55;0.00;Beam | 1 - IPE 500 | L : 0.075 m
4;24;27;0.000;;-28.77;0.00;15.19;0.00;27.55;0.00;Beam | 1 - IPE 500 | L : 1.575 m
4;24;59;1.575;;-28.59;0.00;13.26;0.00;49.95;0.00;Beam | 1 - IPE 500 | L : 1.575 m
4;98;59;0.000;;-28.17;0.00;8.92;0.00;49.79;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;98;60;1.650;;-27.98;0.00;6.89;0.00;62.84;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;100;60;0.000;;-27.55;0.00;2.56;0.00;62.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;100;63;1.650;;-27.35;0.00;0.52;0.00;65.22;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;120;63;0.000;;-27.08;0.00;-2.22;0.00;65.12;0.00;Beam | 1 - IPE 500 | L : 0.150 m
4;120;28;0.150;;-27.06;0.00;-2.41;0.00;64.77;0.00;Beam | 1 - IPE 500 | L : 0.150 m
4;25;28;0.000;;-27.05;0.00;2.54;0.00;64.77;0.00;Beam | 1 - IPE 500 | L : 0.150 m
4;25;76;0.150;;-27.07;0.00;2.36;0.00;65.14;0.00;Beam | 1 - IPE 500 | L : 0.150 m
4;122;76;0.000;;-27.34;0.00;-0.39;0.00;65.10;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;122;74;1.650;;-27.54;0.00;-2.43;0.00;62.78;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;109;74;0.000;;-27.97;0.00;-6.76;0.00;62.73;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;109;73;1.650;;-28.16;0.00;-8.79;0.00;49.90;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;110;73;0.000;;-28.58;0.00;-13.12;0.00;49.84;0.00;Beam | 1 - IPE 500 | L : 1.575 m
4;110;29;1.575;;-28.76;0.00;-15.06;0.00;27.65;0.00;Beam | 1 - IPE 500 | L : 1.575 m
4;26;29;0.000;;-28.80;0.00;-15.52;0.00;27.65;0.00;Beam | 1 - IPE 500 | L : 0.075 m
4;26;72;0.075;;-28.81;0.00;-15.61;0.00;26.48;0.00;Beam | 1 - IPE 500 | L : 0.075 m
4;111;72;0.000;;-29.23;0.00;-19.94;0.00;26.42;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;111;71;1.650;;-29.43;0.00;-21.95;0.00;-8.14;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;112;71;0.000;;-29.85;0.00;-26.28;0.00;-8.20;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;112;69;1.650;;-30.06;0.00;-28.28;0.00;-53.22;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;113;69;0.000;;-30.48;0.00;-32.61;0.00;-53.28;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;113;30;1.650;;-30.72;0.00;-34.58;0.00;-108.72;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;25;28;0.000;N;-27.05;0.00;2.54;0.00;64.77;0.00;Beam | 1 - IPE 500 | L : 0.150 m
4;23;26;0.000;N;-30.73;0.00;34.71;0.00;-108.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
4;112;69;1.650;V_y;-30.06;0.00;-28.28;0.00;-53.22;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;91;55;0.000;V_y;-30.07;0.00;28.41;0.00;-53.34;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;23;26;0.000;V_z;-30.73;0.00;34.71;0.00;-108.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
4;113;30;1.650;V_z;-30.72;0.00;-34.58;0.00;-108.72;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
4;23;55;1.650;M_T;-30.49;0.00;32.74;0.00;-53.18;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;113;69;0.000;M_T;-30.48;0.00;-32.61;0.00;-53.28;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
4;100;63;1.650;M_y;-27.35;0.00;0.52;0.00;65.22;0.00;Beam | 1 - IPE 500 | L : 1.650 m
4;23;26;0.000;M_y;-30.73;0.00;34.71;0.00;-108.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
4;110;29;1.575;M_z;-28.76;0.00;-15.06;0.00;27.65;0.00;Beam | 1 - IPE 500 | L : 1.575 m
4;23;26;0.000;M_z;-30.73;0.00;34.71;0.00;-108.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;;-27.05;0.00;34.71;0.00;65.22;0.00;
4;;;;;-30.73;0.00;-34.58;0.00;-108.84;-0.02;
;;;;;;;;;;;
5;Obergurt;;;;;;;;;;
5;29;33;0.000;;-30.73;-0.01;34.71;0.00;-108.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
5;29;49;1.650;;-30.49;0.00;32.74;0.00;-53.18;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;84;49;0.000;;-30.07;0.00;28.41;0.00;-53.34;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;84;50;1.650;;-29.86;0.00;26.42;0.00;-8.10;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;85;50;0.000;;-29.44;0.00;22.09;0.00;-8.26;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;85;51;1.650;;-29.25;0.00;20.07;0.00;26.53;0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;86;51;0.000;;-28.83;0.00;15.74;0.00;26.37;0.01;Beam | 1 - IPE 500 | L : 0.075 m
5;86;34;0.075;;-28.82;0.00;15.65;0.00;27.55;0.01;Beam | 1 - IPE 500 | L : 0.075 m
5;30;34;0.000;;-28.77;0.00;15.19;0.00;27.55;0.01;Beam | 1 - IPE 500 | L : 1.575 m
5;30;54;1.575;;-28.59;0.00;13.26;0.00;49.95;0.00;Beam | 1 - IPE 500 | L : 1.575 m
5;89;54;0.000;;-28.17;0.00;8.92;0.00;49.79;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;89;53;1.650;;-27.98;0.00;6.89;0.00;62.84;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;88;53;0.000;;-27.55;0.00;2.56;0.00;62.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;88;52;1.650;;-27.35;0.00;0.52;0.00;65.22;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;87;52;0.000;;-27.08;0.00;-2.22;0.00;65.12;0.00;Beam | 1 - IPE 500 | L : 0.150 m
5;87;35;0.150;;-27.06;0.00;-2.41;0.00;64.77;0.00;Beam | 1 - IPE 500 | L : 0.150 m
5;31;35;0.000;;-27.05;0.00;2.54;0.00;64.77;0.00;Beam | 1 - IPE 500 | L : 0.150 m
5;31;62;0.150;;-27.07;0.00;2.36;0.00;65.14;0.00;Beam | 1 - IPE 500 | L : 0.150 m
5;123;62;0.000;;-27.34;0.00;-0.39;0.00;65.10;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;123;67;1.650;;-27.54;0.00;-2.43;0.00;62.78;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;114;67;0.000;;-27.97;0.00;-6.76;0.00;62.72;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;114;68;1.650;;-28.16;0.00;-8.79;0.00;49.90;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;115;68;0.000;;-28.58;0.00;-13.12;0.00;49.84;0.00;Beam | 1 - IPE 500 | L : 1.575 m
5;115;36;1.575;;-28.76;0.00;-15.06;0.00;27.65;0.01;Beam | 1 - IPE 500 | L : 1.575 m
5;32;36;0.000;;-28.80;0.00;-15.52;0.00;27.65;0.01;Beam | 1 - IPE 500 | L : 0.075 m
5;32;66;0.075;;-28.81;0.00;-15.61;0.00;26.48;0.01;Beam | 1 - IPE 500 | L : 0.075 m
5;116;66;0.000;;-29.23;0.00;-19.94;0.00;26.42;0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;116;65;1.650;;-29.43;0.00;-21.95;0.00;-8.14;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;117;65;0.000;;-29.85;0.00;-26.28;0.00;-8.20;0.00;Beam | 1 - IPE 500 | L : 1.650 m
5;117;64;1.650;;-30.06;0.00;-28.28;0.00;-53.22;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;118;64;0.000;;-30.48;0.00;-32.61;0.00;-53.28;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
5;118;37;1.650;;-30.72;0.01;-34.58;0.00;-108.72;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;31;35;0.000;N;-27.05;0.00;2.54;0.00;64.77;0.00;Beam | 1 - IPE 500 | L : 0.150 m
5;29;33;0.000;N;-30.73;-0.01;34.71;0.00;-108.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
5;118;37;1.650;V_y;-30.72;0.01;-34.58;0.00;-108.72;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
5;29;33;0.000;V_y;-30.73;-0.01;34.71;0.00;-108.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
5;29;33;0.000;V_z;-30.73;-0.01;34.71;0.00;-108.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
5;118;37;1.650;V_z;-30.72;0.01;-34.58;0.00;-108.72;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
5;29;33;0.000;M_T;-30.73;-0.01;34.71;0.00;-108.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
5;118;37;1.650;M_T;-30.72;0.01;-34.58;0.00;-108.72;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
