Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-35.06;0.47;-13.44;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-35.06;0.47;-13.44;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-33.70;0.11;-16.85;0.00;-22.72;-0.43;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-33.70;0.10;-16.85;0.00;-22.72;-0.43;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-31.46;-0.44;-19.66;0.01;-69.56;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-31.46;-0.44;-19.66;0.01;-69.56;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-26.93;0.01;25.34;0.01;-69.63;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;11;;0.825;;-26.85;0.02;24.61;0.01;-49.02;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;11;;0.825;;-26.85;0.02;24.61;0.01;-49.02;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;11;;1.005;;-26.83;0.02;24.44;0.01;-44.60;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-26.77;0.02;23.86;0.01;-29.02;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-25.64;0.00;10.14;0.01;29.07;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;12;;0.787;;-25.57;0.00;9.42;0.01;36.77;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;12;;0.787;;-25.57;0.00;9.42;0.01;36.77;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-25.51;0.01;8.70;0.01;43.91;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-24.48;0.05;0.56;0.01;50.63;0.08;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-24.49;0.05;0.49;0.01;50.67;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-24.49;0.05;0.49;0.01;50.67;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-24.49;0.05;0.42;0.01;50.71;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-25.52;-0.02;-13.87;-0.01;13.82;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-25.53;-0.02;-13.94;-0.01;12.78;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-37.48;0.50;26.50;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-37.48;0.50;26.50;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-36.13;0.12;25.03;0.00;38.65;-0.46;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-36.13;0.11;25.03;0.00;38.65;-0.46;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-33.90;-0.48;23.74;-0.01;99.12;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-33.90;-0.48;23.74;-0.01;99.12;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-35.72;0.47;-13.49;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-35.72;0.47;-13.49;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-34.36;0.11;-16.90;0.00;-22.80;-0.44;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-34.36;0.11;-16.90;0.00;-22.80;-0.44;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-32.12;-0.45;-19.72;0.01;-69.77;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-32.12;-0.45;-19.72;0.01;-69.77;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-26.88;0.01;25.39;0.01;-69.84;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;17;;0.825;;-26.79;0.02;24.66;0.01;-49.19;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;17;;0.825;;-26.79;0.02;24.66;0.01;-49.19;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;17;;1.005;;-26.77;0.02;24.49;0.01;-44.77;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-26.71;0.02;23.91;0.01;-29.15;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-25.41;0.00;10.18;0.00;29.11;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;18;;0.787;;-25.35;0.00;9.46;0.00;36.84;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;18;;0.787;;-25.35;0.00;9.46;0.00;36.84;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-25.28;0.00;8.73;0.00;44.00;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-24.24;0.04;0.52;0.01;50.84;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-24.25;0.04;0.46;0.01;50.88;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-24.25;0.04;0.46;0.01;50.88;0.06;Beam | 1 - IPE 500 | L : 0.150 m
