Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
97;54;Min.;0.0;0.0;0.0;0.0;0.0;-12.1;-19.2;
99;60;Max.;0.0;0.0;0.0;0.0;0.0;4.1;-5.5;
99;60;Min.;0.0;0.0;0.0;0.0;0.0;-10.8;-19.1;
99;53;Max.;0.0;0.0;0.0;0.0;0.0;3.4;-5.7;
99;53;Min.;0.0;0.0;0.0;0.0;0.0;-10.7;-19.0;
101;83;Max.;0.0;0.0;0.0;0.0;0.0;1.9;-6.3;
101;83;Min.;0.0;0.0;0.0;0.0;0.0;-9.1;-18.7;
101;55;Max.;0.0;0.0;0.0;0.0;0.0;1.6;-6.4;
101;55;Min.;0.0;0.0;0.0;0.0;0.0;-8.9;-18.6;
102;64;Max.;0.0;0.0;0.0;0.0;0.0;1.3;-6.4;
102;64;Min.;0.0;0.0;0.0;0.0;0.0;-8.8;-18.6;
102;69;Max.;0.0;0.0;0.0;0.0;0.0;1.7;-6.3;
102;69;Min.;0.0;0.0;0.0;0.0;0.0;-8.9;-18.7;
103;37;Max.;0.0;0.0;0.0;0.0;0.0;-0.8;-3.3;
103;37;Min.;0.0;0.0;0.0;0.0;0.0;-3.6;-9.7;
103;30;Max.;0.1;0.1;0.0;0.0;0.0;-0.9;-3.3;
103;30;Min.;0.1;-0.1;0.0;0.0;0.0;-3.8;-9.7;
104;65;Max.;0.0;0.0;0.0;0.0;0.0;3.9;-5.7;
104;65;Min.;0.0;0.0;0.0;0.0;0.0;-11.0;-19.0;
104;71;Max.;0.0;0.0;0.0;0.0;0.0;4.3;-5.6;
104;71;Min.;0.0;0.0;0.0;0.0;0.0;-11.0;-19.1;
105;66;Max.;0.0;0.0;0.0;0.0;0.0;5.9;-5.4;
105;66;Min.;0.0;0.0;0.0;0.0;0.0;-13.0;-19.3;
105;72;Max.;0.0;0.0;0.0;0.0;0.0;6.4;-5.0;
105;72;Min.;0.0;0.0;0.0;0.0;0.0;-13.1;-19.7;
106;68;Max.;0.0;0.0;0.0;0.0;0.0;4.8;-5.4;
106;68;Min.;0.0;0.0;0.0;0.0;0.0;-12.0;-19.2;
106;73;Max.;0.0;0.0;0.0;0.0;0.0;5.4;-5.2;
106;73;Min.;0.0;0.0;0.0;0.0;0.0;-12.1;-19.3;
107;67;Max.;0.0;0.0;0.0;0.0;0.0;3.3;-5.7;
107;67;Min.;0.0;0.0;0.0;0.0;0.0;-10.6;-19.0;
107;74;Max.;0.0;0.0;0.0;0.0;0.0;4.0;-5.5;
107;74;Min.;0.0;0.0;0.0;0.0;0.0;-10.7;-19.1;
108;19;Max.;0.1;0.1;0.0;0.0;0.0;-0.9;-3.3;
108;19;Min.;0.1;-0.1;0.0;0.0;0.0;-3.8;-9.8;
108;26;Max.;0.0;0.0;0.0;0.0;0.0;-0.8;-3.3;
108;26;Min.;0.0;0.0;0.0;0.0;0.0;-3.6;-9.7;
119;63;Max.;0.0;0.0;0.0;0.0;0.0;3.2;-3.7;
119;63;Min.;0.0;0.0;0.0;0.0;0.0;-7.4;-12.3;
119;52;Max.;0.0;0.0;0.0;0.0;0.0;2.7;-3.8;
119;52;Min.;0.0;0.0;0.0;0.0;0.0;-7.3;-12.2;
121;62;Max.;0.0;0.0;0.0;0.0;0.0;2.7;-3.8;
121;62;Min.;0.0;0.0;0.0;0.0;0.0;-7.3;-12.2;
121;76;Max.;0.0;0.0;0.0;0.0;0.0;3.2;-3.7;
121;76;Min.;0.0;0.0;0.0;0.0;0.0;-7.4;-12.3;
124;84;Max.;0.0;0.0;0.0;0.0;0.0;4.7;-5.6;
124;84;Min.;0.0;0.0;0.0;0.0;0.0;-11.4;-19.1;
124;57;Max.;0.0;0.0;0.0;0.0;0.0;4.3;-5.6;
124;57;Min.;0.0;0.0;0.0;0.0;0.0;-11.4;-19.0;
125;85;Max.;0.0;0.0;0.0;0.0;0.0;7.0;-5.0;
125;85;Min.;0.0;0.0;0.0;0.0;0.0;-13.7;-19.6;
125;58;Max.;0.0;0.0;0.0;0.0;0.0;6.5;-5.1;
125;58;Min.;0.0;0.0;0.0;0.0;0.0;-13.6;-19.5;
126;86;Max.;0.0;0.0;0.0;0.0;0.0;6.1;-5.0;
126;86;Min.;0.0;0.0;0.0;0.0;0.0;-12.8;-19.4;
126;59;Max.;0.0;0.0;0.0;0.0;0.0;5.5;-5.2;
126;59;Min.;0.0;0.0;0.0;0.0;0.0;-12.7;-19.3;
127;87;Max.;0.0;0.0;0.0;0.0;0.0;4.8;-5.4;
127;87;Min.;0.0;0.0;0.0;0.0;0.0;-11.5;-19.1;
127;60;Max.;0.0;0.0;0.0;0.0;0.0;4.1;-5.6;
127;60;Min.;0.0;0.0;0.0;0.0;0.0;-11.3;-19.1;
128;69;Max.;0.0;0.0;0.0;0.0;0.0;1.5;-6.4;
128;69;Min.;0.0;0.0;0.0;0.0;0.0;-8.9;-18.6;
128;95;Max.;0.0;0.0;0.0;0.0;0.0;1.8;-6.3;
128;95;Min.;0.0;0.0;0.0;0.0;0.0;-9.0;-18.7;
129;30;Max.;0.0;0.0;0.0;0.0;0.0;-0.8;-3.3;
129;30;Min.;0.0;0.0;0.0;0.0;0.0;-3.6;-9.7;
129;23;Max.;0.1;0.1;0.0;0.0;0.0;-0.9;-3.3;
129;23;Min.;0.1;-0.1;0.0;0.0;0.0;-3.8;-9.8;
130;71;Max.;0.0;0.0;0.0;0.0;0.0;4.2;-5.7;
130;71;Min.;0.0;0.0;0.0;0.0;0.0;-11.3;-19.0;
130;96;Max.;0.0;0.0;0.0;0.0;0.0;4.6;-5.6;
130;96;Min.;0.0;0.0;0.0;0.0;0.0;-11.3;-19.0;
131;72;Max.;0.0;0.0;0.0;0.0;0.0;6.3;-5.2;
131;72;Min.;0.0;0.0;0.0;0.0;0.0;-13.4;-19.5;
131;97;Max.;0.0;0.0;0.0;0.0;0.0;6.8;-5.1;
131;97;Min.;0.0;0.0;0.0;0.0;0.0;-13.5;-19.5;
132;73;Max.;0.0;0.0;0.0;0.0;0.0;5.4;-5.2;
132;73;Min.;0.0;0.0;0.0;0.0;0.0;-12.6;-19.3;
132;98;Max.;0.0;0.0;0.0;0.0;0.0;6.0;-5.1;
132;98;Min.;0.0;0.0;0.0;0.0;0.0;-12.7;-19.3;
133;74;Max.;0.0;0.0;0.0;0.0;0.0;4.0;-5.6;
133;74;Min.;0.0;0.0;0.0;0.0;0.0;-11.3;-19.1;
133;99;Max.;0.0;0.0;0.0;0.0;0.0;4.8;-5.4;
133;99;Min.;0.0;0.0;0.0;0.0;0.0;-11.4;-19.1;
134;89;Max.;0.0;0.0;0.0;0.0;0.0;4.0;-3.6;
134;89;Min.;0.0;0.0;0.0;0.0;0.0;-8.1;-12.3;
134;63;Max.;0.0;0.0;0.0;0.0;0.0;3.3;-3.7;
134;63;Min.;0.0;0.0;0.0;0.0;0.0;-8.0;-12.3;
135;76;Max.;0.0;0.0;0.0;0.0;0.0;3.3;-3.7;
135;76;Min.;0.0;0.0;0.0;0.0;0.0;-7.9;-12.3;
135;100;Max.;0.0;0.0;0.0;0.0;0.0;4.0;-3.6;
135;100;Min.;0.0;0.0;0.0;0.0;0.0;-8.1;-12.3;
148;111;Max.;0.0;0.0;0.0;0.0;0.0;1.3;-6.4;
148;111;Min.;0.0;0.0;0.0;0.0;0.0;-9.3;-18.7;
148;83;Max.;0.0;0.0;0.0;0.0;0.0;1.6;-6.2;
148;83;Min.;0.0;0.0;0.0;0.0;0.0;-8.9;-18.7;
149;12;Max.;0.0;0.0;0.0;0.0;0.0;-0.9;-3.4;
149;12;Min.;0.3;-0.3;0.0;0.0;0.0;-3.8;-9.7;
149;19;Max.;0.0;0.0;0.0;0.0;0.0;-0.8;-3.4;
149;19;Min.;0.0;0.0;0.0;0.0;0.0;-3.6;-9.7;
150;112;Max.;0.0;0.0;0.0;0.0;0.0;3.9;-5.7;
150;112;Min.;0.0;0.0;0.0;0.0;0.0;-11.6;-19.1;
150;84;Max.;0.0;0.0;0.0;0.0;0.0;4.3;-5.5;
150;84;Min.;0.0;0.0;0.0;0.0;0.0;-11.2;-19.1;
151;113;Max.;0.0;0.0;0.0;0.0;0.0;6.0;-5.3;
151;113;Min.;0.0;0.0;0.0;0.0;0.0;-13.6;-19.4;
151;85;Max.;0.0;0.0;0.0;0.0;0.0;6.4;-5.0;
151;85;Min.;0.0;0.0;0.0;0.0;0.0;-13.2;-19.7;
152;114;Max.;0.0;0.0;0.0;0.0;0.0;4.9;-5.2;
152;114;Min.;0.0;0.0;0.0;0.0;0.0;-12.6;-19.3;
152;86;Max.;0.0;0.0;0.0;0.0;0.0;5.3;-5.1;
152;86;Min.;0.0;0.0;0.0;0.0;0.0;-12.1;-19.3;
153;115;Max.;0.0;0.0;0.0;0.0;0.0;3.5;-5.6;
153;115;Min.;0.0;0.0;0.0;0.0;0.0;-11.1;-19.1;
153;87;Max.;0.0;0.0;0.0;0.0;0.0;3.9;-5.5;
153;87;Min.;0.0;0.0;0.0;0.0;0.0;-10.7;-19.1;
154;95;Max.;0.0;0.0;0.0;0.0;0.0;1.6;-6.2;
154;95;Min.;0.0;0.0;0.0;0.0;0.0;-8.9;-18.7;
154;123;Max.;0.0;0.0;0.0;0.0;0.0;1.2;-6.4;
154;123;Min.;0.0;0.0;0.0;0.0;0.0;-9.2;-18.7;
155;23;Max.;0.0;0.0;0.0;0.0;0.0;-0.8;-3.4;
155;23;Min.;0.0;0.0;0.0;0.0;0.0;-3.6;-9.7;
155;16;Max.;0.0;0.0;0.0;0.0;0.0;-0.9;-3.4;
155;16;Min.;0.3;-0.3;0.0;0.0;0.0;-3.8;-9.7;
156;96;Max.;0.0;0.0;0.0;0.0;0.0;4.2;-5.6;
156;96;Min.;0.0;0.0;0.0;0.0;0.0;-11.0;-19.1;
156;124;Max.;0.0;0.0;0.0;0.0;0.0;3.8;-5.7;
156;124;Min.;0.0;0.0;0.0;0.0;0.0;-11.5;-19.1;
157;97;Max.;0.0;0.0;0.0;0.0;0.0;6.2;-5.0;
157;97;Min.;0.0;0.0;0.0;0.0;0.0;-13.0;-19.7;
157;125;Max.;0.0;0.0;0.0;0.0;0.0;5.8;-5.3;
157;125;Min.;0.0;0.0;0.0;0.0;0.0;-13.5;-19.4;
158;98;Max.;0.0;0.0;0.0;0.0;0.0;5.2;-5.1;
158;98;Min.;0.0;0.0;0.0;0.0;0.0;-12.0;-19.3;
158;126;Max.;0.0;0.0;0.0;0.0;0.0;4.8;-5.3;
158;126;Min.;0.0;0.0;0.0;0.0;0.0;-12.5;-19.3;
159;99;Max.;0.0;0.0;0.0;0.0;0.0;3.8;-5.5;
159;99;Min.;0.0;0.0;0.0;0.0;0.0;-10.6;-19.1;
159;127;Max.;0.0;0.0;0.0;0.0;0.0;3.4;-5.6;
159;127;Min.;0.0;0.0;0.0;0.0;0.0;-11.0;-19.1;
160;117;Max.;0.0;0.0;0.0;0.0;0.0;2.7;-3.8;
160;117;Min.;0.0;0.0;0.0;0.0;0.0;-7.5;-12.3;
160;89;Max.;0.0;0.0;0.0;0.0;0.0;2.9;-3.7;
160;89;Min.;0.0;0.0;0.0;0.0;0.0;-7.2;-12.3;
161;100;Max.;0.0;0.0;0.0;0.0;0.0;2.9;-3.7;
161;100;Min.;0.0;0.0;0.0;0.0;0.0;-7.2;-12.3;
161;128;Max.;0.0;0.0;0.0;0.0;0.0;2.7;-3.8;
161;128;Min.;0.0;0.0;0.0;0.0;0.0;-7.5;-12.3;
174;139;Max.;0.0;0.0;0.0;0.0;0.0;16.0;-2.1;
174;139;Min.;0.0;0.0;0.0;0.0;0.0;-15.0;-20.6;
174;111;Max.;0.0;0.0;0.0;0.0;0.0;2.4;-6.3;
174;111;Min.;0.0;0.0;0.0;0.0;0.0;-8.3;-18.9;
175;2;Max.;0.6;0.6;0.0;0.0;0.0;0.9;-0.4;
175;2;Min.;1.0;-1.0;0.0;0.0;0.0;-4.0;-11.0;
175;12;Max.;0.0;0.0;0.0;0.0;0.0;-0.7;-3.3;
175;12;Min.;0.0;0.0;0.0;0.0;0.0;-3.5;-10.3;
176;140;Max.;0.0;0.0;0.0;0.0;0.0;13.2;-5.1;
176;140;Min.;0.0;0.0;0.0;0.0;0.0;-12.2;-19.1;
176;112;Max.;0.0;0.0;0.0;0.0;0.0;5.9;-5.3;
176;112;Min.;0.0;0.0;0.0;0.0;0.0;-9.7;-18.8;
177;141;Max.;0.0;0.0;0.0;0.0;0.0;2.8;-5.7;
177;141;Min.;0.0;0.0;0.0;0.0;0.0;-16.3;-19.8;
177;113;Max.;0.0;0.0;0.0;0.0;0.0;9.2;-4.4;
177;113;Min.;0.0;0.0;0.0;0.0;0.0;-10.4;-19.3;
178;142;Max.;0.0;0.0;0.0;0.0;0.0;2.7;-5.2;
178;142;Min.;0.0;0.0;0.0;0.0;0.0;-15.2;-19.6;
178;114;Max.;0.0;0.0;0.0;0.0;0.0;8.9;-4.6;
178;114;Min.;0.0;0.0;0.0;0.0;0.0;-8.7;-18.7;
179;143;Max.;0.0;0.0;0.0;0.0;0.0;4.3;-6.1;
179;143;Min.;0.0;0.0;0.0;0.0;0.0;-15.3;-19.9;
179;115;Max.;0.0;0.0;0.0;0.0;0.0;8.0;-4.9;
179;115;Min.;0.0;0.0;0.0;0.0;0.0;-6.8;-18.3;
180;123;Max.;0.0;0.0;0.0;0.0;0.0;2.4;-6.3;
180;123;Min.;0.0;0.0;0.0;0.0;0.0;-8.3;-19.1;
180;151;Max.;0.0;0.0;0.0;0.0;0.0;16.6;-2.0;
180;151;Min.;0.0;0.0;0.0;0.0;0.0;-15.4;-20.5;
181;16;Max.;0.0;0.0;0.0;0.0;0.0;-0.7;-3.4;
181;16;Min.;0.0;0.0;0.0;0.0;0.0;-3.5;-10.4;
181;6;Max.;0.5;0.5;0.0;0.0;0.0;1.0;-0.4;
181;6;Min.;0.8;-0.8;0.0;0.0;0.0;-4.0;-10.9;
182;124;Max.;0.0;0.0;0.0;0.0;0.0;5.9;-5.4;
182;124;Min.;0.0;0.0;0.0;0.0;0.0;-9.5;-18.9;
182;152;Max.;0.0;0.0;0.0;0.0;0.0;13.2;-5.1;
182;152;Min.;0.0;0.0;0.0;0.0;0.0;-12.3;-18.9;
183;125;Max.;0.0;0.0;0.0;0.0;0.0;9.1;-4.5;
183;125;Min.;0.0;0.0;0.0;0.0;0.0;-10.2;-19.4;
183;153;Max.;0.0;0.0;0.0;0.0;0.0;2.6;-5.6;
183;153;Min.;0.0;0.0;0.0;0.0;0.0;-16.2;-19.8;
184;126;Max.;0.0;0.0;0.0;0.0;0.0;8.8;-4.6;
184;126;Min.;0.0;0.0;0.0;0.0;0.0;-8.6;-18.8;
184;154;Max.;0.0;0.0;0.0;0.0;0.0;2.7;-5.2;
184;154;Min.;0.0;0.0;0.0;0.0;0.0;-15.2;-19.6;
185;127;Max.;0.0;0.0;0.0;0.0;0.0;7.9;-5.0;
185;127;Min.;0.0;0.0;0.0;0.0;0.0;-6.7;-18.4;
185;155;Max.;0.0;0.0;0.0;0.0;0.0;4.2;-6.2;
185;155;Min.;0.0;0.0;0.0;0.0;0.0;-15.3;-19.8;
186;145;Max.;0.0;0.0;0.0;0.0;0.0;-0.7;-4.0;
186;145;Min.;0.0;0.0;0.0;0.0;0.0;-13.6;-12.5;
186;117;Max.;0.0;0.0;0.0;0.0;0.0;7.9;-3.2;
186;117;Min.;0.0;0.0;0.0;0.0;0.0;-3.4;-11.9;
187;128;Max.;0.0;0.0;0.0;0.0;0.0;7.9;-3.2;
187;128;Min.;0.0;0.0;0.0;0.0;0.0;-3.4;-11.9;
187;156;Max.;0.0;0.0;0.0;0.0;0.0;-0.6;-4.0;
187;156;Min.;0.0;0.0;0.0;0.0;0.0;-13.6;-12.5;
200;49;Max.;0.0;0.0;0.0;0.0;0.0;1.8;-6.4;
200;49;Min.;0.0;0.0;0.0;0.0;0.0;-8.5;-19.0;
200;116;Max.;0.0;0.0;0.0;0.0;0.0;16.4;-2.0;
200;116;Min.;0.0;0.0;0.0;0.0;0.0;-15.1;-20.6;
201;33;Max.;0.0;0.0;0.0;0.0;0.0;-0.9;-3.4;
201;33;Min.;0.0;0.0;0.0;0.0;0.0;-3.8;-10.3;
201;40;Max.;0.7;0.7;0.0;0.0;0.0;1.0;-0.4;
201;40;Min.;1.0;-1.0;0.0;0.0;0.0;-3.9;-11.0;
202;50;Max.;0.0;0.0;0.0;0.0;0.0;5.2;-5.5;
202;50;Min.;0.0;0.0;0.0;0.0;0.0;-9.6;-18.9;
202;118;Max.;0.0;0.0;0.0;0.0;0.0;13.5;-5.0;
202;118;Min.;0.0;0.0;0.0;0.0;0.0;-12.4;-19.1;
203;51;Max.;0.0;0.0;0.0;0.0;0.0;8.2;-4.6;
203;51;Min.;0.0;0.0;0.0;0.0;0.0;-10.1;-19.3;
203;119;Max.;0.0;0.0;0.0;0.0;0.0;2.4;-5.7;
203;119;Min.;0.0;0.0;0.0;0.0;0.0;-15.3;-19.7;
204;54;Max.;0.0;0.0;0.0;0.0;0.0;7.7;-4.9;
204;54;Min.;0.0;0.0;0.0;0.0;0.0;-8.1;-18.7;
204;120;Max.;0.0;0.0;0.0;0.0;0.0;3.0;-5.2;
204;120;Min.;0.0;0.0;0.0;0.0;0.0;-14.3;-19.4;
205;53;Max.;0.0;0.0;0.0;0.0;0.0;6.6;-5.2;
205;53;Min.;0.0;0.0;0.0;0.0;0.0;-6.0;-18.3;
205;121;Max.;0.0;0.0;0.0;0.0;0.0;4.6;-6.1;
205;121;Min.;0.0;0.0;0.0;0.0;0.0;-14.3;-19.7;
206;129;Max.;0.0;0.0;0.0;0.0;0.0;16.8;-2.0;
206;129;Min.;0.0;0.0;0.0;0.0;0.0;-15.5;-20.5;
206;64;Max.;0.0;0.0;0.0;0.0;0.0;1.8;-6.4;
206;64;Min.;0.0;0.0;0.0;0.0;0.0;-8.5;-19.1;
207;44;Max.;0.5;0.5;0.0;0.0;0.0;1.0;-0.4;
207;44;Min.;0.8;-0.8;0.0;0.0;0.0;-4.0;-10.9;
207;37;Max.;0.0;0.0;0.0;0.0;0.0;-0.9;-3.4;
207;37;Min.;0.0;0.0;0.0;0.0;0.0;-3.8;-10.4;
208;130;Max.;0.0;0.0;0.0;0.0;0.0;13.4;-5.0;
208;130;Min.;0.0;0.0;0.0;0.0;0.0;-12.6;-19.0;
208;65;Max.;0.0;0.0;0.0;0.0;0.0;5.1;-5.6;
208;65;Min.;0.0;0.0;0.0;0.0;0.0;-9.4;-18.9;
209;131;Max.;0.0;0.0;0.0;0.0;0.0;2.3;-5.7;
209;131;Min.;0.0;0.0;0.0;0.0;0.0;-15.2;-19.6;
209;66;Max.;0.0;0.0;0.0;0.0;0.0;8.1;-4.7;
209;66;Min.;0.0;0.0;0.0;0.0;0.0;-9.9;-19.3;
210;132;Max.;0.0;0.0;0.0;0.0;0.0;2.9;-5.1;
210;132;Min.;0.0;0.0;0.0;0.0;0.0;-14.3;-19.3;
210;68;Max.;0.0;0.0;0.0;0.0;0.0;7.5;-4.9;
210;68;Min.;0.0;0.0;0.0;0.0;0.0;-7.9;-18.7;
211;133;Max.;0.0;0.0;0.0;0.0;0.0;4.4;-6.1;
211;133;Min.;0.0;0.0;0.0;0.0;0.0;-14.3;-19.6;
211;67;Max.;0.0;0.0;0.0;0.0;0.0;6.5;-5.3;
211;67;Min.;0.0;0.0;0.0;0.0;0.0;-5.9;-18.3;
212;52;Max.;0.0;0.0;0.0;0.0;0.0;6.6;-3.3;
212;52;Min.;0.0;0.0;0.0;0.0;0.0;-2.6;-11.9;
212;122;Max.;0.0;0.0;0.0;0.0;0.0;-1.5;-4.1;
212;122;Min.;0.0;0.0;0.0;0.0;0.0;-12.7;-12.5;
213;134;Max.;0.0;0.0;0.0;0.0;0.0;-1.5;-4.2;
213;134;Min.;0.0;0.0;0.0;0.0;0.0;-12.7;-12.4;
213;62;Max.;0.0;0.0;0.0;0.0;0.0;6.6;-3.4;
213;62;Min.;0.0;0.0;0.0;0.0;0.0;-2.5;-12.0;
Total;;;1.0;0.7;0.0;0.0;1.1;16.8;0.7;
max/min;;;0.0;-1.0;0.0;0.0;-1.1;-16.3;-20.6;
