Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-4.29;-1.18;6.96;0.07;-6.01;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;0.825;;-4.26;-0.87;6.70;0.06;-0.37;0.90;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;0.825;;-4.26;-0.87;6.70;0.06;-0.37;0.90;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;1.005;;-4.26;-0.73;6.64;0.06;0.83;1.04;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-4.24;-0.03;6.41;0.06;5.04;1.29;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;-3.62;-0.51;0.06;-0.01;4.93;1.29;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.160;;-3.61;-0.29;0.00;-0.01;4.93;1.35;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.360;;-3.61;-0.05;-0.07;-0.01;4.92;1.39;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;-3.60;0.23;-0.17;-0.01;4.89;1.37;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-3.59;0.47;-0.24;-0.01;4.85;1.29;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-3.59;0.47;-0.24;-0.01;4.85;1.29;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;-3.56;1.22;-0.54;0.00;4.53;0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;-2.92;0.90;-6.89;-0.05;4.41;0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;0.825;;-2.88;1.40;-7.17;-0.05;-1.39;-0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;0.825;;-2.88;1.40;-7.17;-0.05;-1.39;-0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;1.067;;-2.88;1.50;-7.24;-0.05;-3.13;-0.74;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;-2.87;1.62;-7.43;-0.05;-7.40;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;-2.23;0.27;-13.78;-0.30;-7.52;-1.67;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;-2.23;0.30;-13.79;-0.30;-8.03;-1.70;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;-2.23;0.30;-13.79;-0.30;-8.03;-1.70;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;-2.23;0.32;-13.80;-0.30;-8.55;-1.72;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-4.42;-1.50;7.88;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.787;;-4.38;-1.31;7.63;0.04;-2.84;-0.57;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.787;;-4.38;-1.31;7.63;0.04;-2.84;-0.57;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-4.35;-0.80;7.37;0.03;3.06;0.28;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-3.73;-1.00;1.01;0.00;2.95;0.28;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;-3.71;-0.31;0.77;0.01;3.56;0.74;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.825;;-3.70;-0.16;0.72;0.01;3.66;0.77;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.825;;-3.70;-0.16;0.72;0.01;3.66;0.77;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-3.67;0.62;0.43;0.01;4.14;0.56;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-3.03;0.38;-5.92;-0.03;4.02;0.56;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-3.00;0.88;-6.20;-0.03;-0.98;0.03;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-3.00;0.88;-6.20;-0.03;-0.98;0.03;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-2.98;1.10;-6.47;-0.03;-6.21;-0.83;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-2.60;0.90;-10.32;-0.07;-6.28;-0.83;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-2.60;0.92;-10.35;-0.07;-7.06;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-2.60;0.92;-10.35;-0.07;-7.06;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-2.60;0.92;-10.37;-0.07;-7.83;-0.97;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;0.79;-0.70;10.59;0.03;-7.74;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;0.79;-0.70;10.57;0.03;-6.95;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;0.79;-0.70;10.57;0.03;-6.95;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;0.79;-0.69;10.54;0.04;-6.16;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;0.40;-0.84;6.50;0.01;-6.09;-0.90;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;0.38;-0.71;6.19;0.01;-0.85;-0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;0.38;-0.71;6.19;0.01;-0.85;-0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.855;;0.38;-0.70;6.18;0.01;-0.66;-0.22;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;0.35;-0.40;5.91;0.01;4.14;0.22;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;-0.29;-0.48;-0.42;0.00;4.26;0.22;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;-0.32;0.11;-0.74;0.00;3.70;0.42;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;-0.34;0.53;-0.97;0.00;3.11;0.19;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-0.97;0.41;-7.30;-0.02;3.23;0.19;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.928;;-1.00;0.77;-7.61;-0.02;-3.69;-0.38;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-1.03;0.85;-7.82;-0.02;-8.68;-0.92;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;1.17;-0.20;14.15;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.17;-0.19;14.14;0.17;-8.85;-0.96;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.17;-0.19;14.14;0.17;-8.85;-0.96;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;1.17;-0.18;14.13;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;0.53;-0.94;7.80;0.03;-8.21;-0.94;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;0.49;-0.49;7.25;0.03;4.21;0.35;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;-0.16;-0.67;0.92;0.00;4.32;0.35;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;-0.19;-0.21;0.65;0.00;4.97;0.72;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;-0.19;-0.21;0.65;0.00;4.97;0.72;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;-0.20;-0.06;0.57;0.00;5.10;0.74;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;-0.22;0.33;0.37;0.01;5.39;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-0.84;0.06;-5.96;-0.03;5.50;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-0.89;0.56;-6.51;-0.04;-4.79;0.02;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;153;0.075;N;1.17;-0.18;14.13;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-4.42;-1.50;7.88;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
1;189;141;1.650;V_y;-2.87;1.62;-7.43;-0.05;-7.40;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;V_y;-4.42;-1.50;7.88;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;V_z;1.17;-0.20;14.15;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;-2.23;0.32;-13.80;-0.30;-8.55;-1.72;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;1.17;-0.18;14.13;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;-2.23;0.27;-13.78;-0.30;-7.52;-1.67;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;-0.84;0.06;-5.96;-0.03;5.50;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;1.17;-0.20;14.15;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
1;188;;0.413;M_z;-3.61;0.01;-0.09;-0.01;4.92;1.39;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;M_z;-4.42;-1.50;7.88;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;;1.17;1.62;14.15;0.17;5.50;1.39;
1;;;;;-4.42;-1.50;-13.80;-0.30;-9.38;-1.72;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-73.33;-0.01;78.03;0.01;-239.27;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;0.825;;-73.11;0.00;77.15;0.01;-175.24;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;0.825;;-73.11;0.00;77.15;0.01;-175.24;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;1.005;;-73.06;0.01;76.95;0.01;-161.37;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-72.92;0.02;76.22;0.01;-111.97;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-71.73;-0.01;63.50;0.00;-112.43;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;162;;0.825;;-71.59;-0.01;62.53;0.00;-60.43;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;162;;0.825;;-71.59;-0.01;62.53;0.00;-60.43;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-71.48;0.00;61.54;0.00;-9.24;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-70.30;-0.02;48.82;0.00;-9.70;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
