Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;-4.4;-0.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;-4.4;-0.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;5.1;0.4;-5.0;0.0;-1.5;0.0;-1.9;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;5.1;0.4;-5.0;0.0;-1.5;0.0;-1.9;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;5.3;0.4;-5.3;0.0;-0.7;0.0;-2.2;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.190;;5.3;0.4;-5.3;0.0;0.8;0.1;-2.7;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.5;0.5;-0.1;0.0;3.9;-0.7;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.5;0.5;-0.1;0.0;3.9;-0.7;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;u_X;0.5;0.5;-0.1;0.0;3.9;-0.7;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_X;0.0;0.0;0.0;0.0;-4.4;-0.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Y;0.0;0.0;0.0;0.0;-4.4;-0.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_Y;5.4;0.4;-5.4;0.0;0.2;0.1;-2.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_Z;0.5;0.5;-0.1;0.0;3.9;-0.7;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Z;0.0;0.0;0.0;0.0;-4.4;-0.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_X;0.5;0.5;-0.1;0.0;3.9;-0.7;-5.0;Beam | 2 - HEA 160 | L : 4.000 m
