Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-1.0;-10.2;-0.2;
8;4;;0.0;0.0;0.0;0.0;0.0;-5.7;0.3;
9;5;;0.0;0.0;0.0;0.0;1.0;-10.0;0.3;
40;41;;0.0;0.0;0.0;0.0;-1.1;-10.8;-0.3;
41;42;;0.0;0.0;0.0;0.0;0.0;-6.0;0.3;
42;43;;0.0;0.0;0.0;0.0;1.0;-10.6;0.4;
90;55;;0.0;0.0;0.0;0.0;0.0;-6.2;-7.2;
90;49;;0.0;0.0;0.0;0.0;0.0;1.3;-6.4;
92;26;;0.1;-0.1;0.0;0.0;0.0;-1.7;-3.3;
92;33;;0.0;0.0;0.0;0.0;0.0;-0.9;-4.1;
93;57;;0.0;0.0;0.0;0.0;0.0;-8.9;-7.8;
93;50;;0.0;0.0;0.0;0.0;0.0;4.0;-5.7;
95;58;;0.0;0.0;0.0;0.0;0.0;-11.1;-8.6;
95;51;;0.0;0.0;0.0;0.0;0.0;6.1;-5.4;
97;59;;0.0;0.0;0.0;0.0;0.0;-10.1;-8.3;
97;54;;0.0;0.0;0.0;0.0;0.0;4.9;-5.3;
99;60;;0.0;0.0;0.0;0.0;0.0;-8.6;-7.9;
99;53;;0.0;0.0;0.0;0.0;0.0;3.4;-5.7;
101;83;;0.0;0.0;0.0;0.0;0.0;-6.4;-7.2;
101;55;;0.0;0.0;0.0;0.0;0.0;1.5;-6.4;
102;64;;0.0;0.0;0.0;0.0;0.0;1.2;-6.5;
102;69;;0.0;0.0;0.0;0.0;0.0;-6.1;-7.2;
103;37;;0.0;0.0;0.0;0.0;0.0;-0.9;-4.1;
103;30;;0.1;-0.1;0.0;0.0;0.0;-1.7;-3.3;
104;65;;0.0;0.0;0.0;0.0;0.0;3.8;-5.8;
104;71;;0.0;0.0;0.0;0.0;0.0;-8.8;-7.8;
105;66;;0.0;0.0;0.0;0.0;0.0;5.9;-5.4;
105;72;;0.0;0.0;0.0;0.0;0.0;-10.9;-8.6;
106;68;;0.0;0.0;0.0;0.0;0.0;4.8;-5.4;
106;73;;0.0;0.0;0.0;0.0;0.0;-9.9;-8.2;
107;67;;0.0;0.0;0.0;0.0;0.0;3.3;-5.7;
107;74;;0.0;0.0;0.0;0.0;0.0;-8.5;-7.9;
108;19;;0.1;-0.1;0.0;0.0;0.0;-1.7;-3.3;
108;26;;0.0;0.0;0.0;0.0;0.0;-0.9;-4.1;
119;63;;0.0;0.0;0.0;0.0;0.0;-6.1;-4.8;
119;52;;0.0;0.0;0.0;0.0;0.0;2.7;-3.8;
121;62;;0.0;0.0;0.0;0.0;0.0;2.6;-3.8;
121;76;;0.0;0.0;0.0;0.0;0.0;-6.1;-4.8;
124;84;;0.0;0.0;0.0;0.0;0.0;-9.2;-7.9;
124;57;;0.0;0.0;0.0;0.0;0.0;4.3;-5.7;
125;85;;0.0;0.0;0.0;0.0;0.0;-11.5;-8.6;
125;58;;0.0;0.0;0.0;0.0;0.0;6.4;-5.2;
126;86;;0.0;0.0;0.0;0.0;0.0;-10.7;-8.4;
126;59;;0.0;0.0;0.0;0.0;0.0;5.5;-5.2;
127;87;;0.0;0.0;0.0;0.0;0.0;-9.4;-8.0;
127;60;;0.0;0.0;0.0;0.0;0.0;4.1;-5.6;
128;69;;0.0;0.0;0.0;0.0;0.0;1.4;-6.4;
128;95;;0.0;0.0;0.0;0.0;0.0;-6.4;-7.2;
129;30;;0.0;0.0;0.0;0.0;0.0;-0.9;-4.1;
129;23;;0.1;-0.1;0.0;0.0;0.0;-1.7;-3.3;
130;71;;0.0;0.0;0.0;0.0;0.0;4.1;-5.7;
130;96;;0.0;0.0;0.0;0.0;0.0;-9.1;-7.8;
131;72;;0.0;0.0;0.0;0.0;0.0;6.3;-5.2;
131;97;;0.0;0.0;0.0;0.0;0.0;-11.3;-8.5;
132;73;;0.0;0.0;0.0;0.0;0.0;5.3;-5.2;
132;98;;0.0;0.0;0.0;0.0;0.0;-10.5;-8.4;
133;74;;0.0;0.0;0.0;0.0;0.0;4.0;-5.6;
133;99;;0.0;0.0;0.0;0.0;0.0;-9.3;-8.0;
134;89;;0.0;0.0;0.0;0.0;0.0;-6.8;-4.9;
134;63;;0.0;0.0;0.0;0.0;0.0;3.3;-3.7;
135;76;;0.0;0.0;0.0;0.0;0.0;3.3;-3.7;
135;100;;0.0;0.0;0.0;0.0;0.0;-6.8;-4.9;
148;111;;0.0;0.0;0.0;0.0;0.0;-6.8;-7.3;
148;83;;0.0;0.0;0.0;0.0;0.0;1.5;-6.3;
149;12;;0.3;-0.3;0.0;0.0;0.0;-1.7;-3.4;
149;19;;0.0;0.0;0.0;0.0;0.0;-0.9;-4.0;
150;112;;0.0;0.0;0.0;0.0;0.0;-9.4;-7.9;
150;84;;0.0;0.0;0.0;0.0;0.0;4.2;-5.5;
151;113;;0.0;0.0;0.0;0.0;0.0;-11.5;-8.5;
151;85;;0.0;0.0;0.0;0.0;0.0;6.3;-5.0;
152;114;;0.0;0.0;0.0;0.0;0.0;-10.4;-8.4;
152;86;;0.0;0.0;0.0;0.0;0.0;5.3;-5.1;
153;115;;0.0;0.0;0.0;0.0;0.0;-9.0;-8.0;
153;87;;0.0;0.0;0.0;0.0;0.0;3.8;-5.5;
154;95;;0.0;0.0;0.0;0.0;0.0;1.5;-6.3;
154;123;;0.0;0.0;0.0;0.0;0.0;-6.7;-7.3;
155;23;;0.0;0.0;0.0;0.0;0.0;-0.9;-4.0;
155;16;;0.3;-0.3;0.0;0.0;0.0;-1.7;-3.4;
156;96;;0.0;0.0;0.0;0.0;0.0;4.1;-5.6;
156;124;;0.0;0.0;0.0;0.0;0.0;-9.3;-7.9;
157;97;;0.0;0.0;0.0;0.0;0.0;6.1;-5.0;
157;125;;0.0;0.0;0.0;0.0;0.0;-11.3;-8.5;
