Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;3.3;2.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;3.3;2.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;4.6;-2.4;3.9;0.0;1.4;0.8;1.8;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;4.6;-2.4;3.9;0.0;1.4;0.8;1.8;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;4.9;-2.6;4.2;0.0;0.9;0.5;2.1;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;;5.1;-2.6;4.4;0.0;0.4;0.1;2.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;;5.1;-2.6;4.4;0.0;0.4;0.1;2.4;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;2.2;-0.4;2.2;0.0;-1.8;-1.9;4.8;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;2.2;-0.4;2.2;0.0;-1.8;-1.9;4.8;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_X;0.0;0.0;0.0;0.0;3.3;2.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_X;5.1;-2.6;4.4;0.0;0.4;0.1;2.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_Y;5.1;-2.6;4.4;0.0;0.4;0.1;2.4;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Y;0.0;0.0;0.0;0.0;3.3;2.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_Z;2.2;-0.4;2.2;0.0;-1.8;-1.9;4.8;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Z;0.0;0.0;0.0;0.0;3.3;2.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_X;0.0;0.0;0.0;0.0;3.3;2.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_X;2.2;-0.4;2.2;0.0;-1.8;-1.9;4.8;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Y;0.0;0.0;0.0;0.0;3.3;2.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Y;2.2;-0.4;2.2;0.0;-1.8;-1.9;4.8;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Z;2.2;-0.4;2.2;0.0;-1.8;-1.9;4.8;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Z;0.0;0.0;0.0;0.0;3.3;2.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;5.1;0.0;4.4;0.0;3.3;2.0;4.8;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;-2.6;0.0;0.0;-1.8;-1.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;1.7;-0.1;1.7;0.0;-1.8;-1.9;4.8;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;8.6;0.2;8.2;2.7;-16.0;-0.9;4.2;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;u_X;8.6;0.2;8.2;2.7;-16.0;-0.9;4.2;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_X;1.7;-0.1;1.7;0.0;-1.8;-1.9;4.8;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_Y;8.6;0.2;8.2;2.7;-16.0;-0.9;4.2;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_Y;1.7;-0.1;1.7;0.0;-1.8;-1.9;4.8;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_Z;8.6;0.2;8.2;2.7;-16.0;-0.9;4.2;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_Z;1.7;-0.1;1.7;0.0;-1.8;-1.9;4.8;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_X;1.7;-0.1;1.7;0.0;-1.8;-1.9;4.8;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_X;8.6;0.2;8.2;2.7;-16.0;-0.9;4.2;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_Y;8.6;0.2;8.2;2.7;-16.0;-0.9;4.2;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.206;φ_Y;2.7;-0.1;2.7;0.4;-3.6;-1.9;4.9;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.495;φ_Z;4.1;0.0;4.0;0.9;-6.1;-1.9;5.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_Z;8.6;0.2;8.2;2.7;-16.0;-0.9;4.2;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;8.6;0.2;8.2;2.7;-1.8;-0.9;5.0;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;1.7;-0.1;1.7;0.0;-16.0;-1.9;4.2;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;;
3;3;0.000;;7.5;-0.1;7.5;0.1;15.1;0.6;-1.7;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;8.8;0.0;8.7;0.7;2.5;-0.6;0.7;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;u_X;8.8;0.0;8.7;0.7;2.5;-0.6;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.315;u_X;7.6;-0.1;7.6;0.0;12.6;0.0;-0.8;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_Y;8.8;0.0;8.7;0.7;2.5;-0.6;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;u_Y;7.5;-0.1;7.5;0.1;15.1;0.6;-1.7;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_Z;8.8;0.0;8.7;0.7;2.5;-0.6;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.315;u_Z;7.6;-0.1;7.6;0.0;12.6;0.0;-0.8;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_X;7.5;-0.1;7.5;0.1;15.1;0.6;-1.7;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;φ_X;8.8;0.0;8.7;0.7;2.5;-0.6;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_Y;7.5;-0.1;7.5;0.1;15.1;0.6;-1.7;Beam | 3 - HEA 140 | L : 1.575 m
3;;1.260;φ_Y;8.4;0.0;8.4;0.4;5.0;-0.6;0.6;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;φ_Z;8.8;0.0;8.7;0.7;2.5;-0.6;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_Z;7.5;-0.1;7.5;0.1;15.1;0.6;-1.7;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;8.8;0.0;8.7;0.7;15.1;0.6;0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;7.5;-0.1;7.5;0.0;2.5;-0.6;-1.7;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;;
4;4;0.000;;7.4;0.0;7.4;0.1;7.6;0.0;-0.1;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;7.4;0.0;7.4;0.1;5.8;-0.2;0.2;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;u_X;7.4;0.0;7.4;0.1;7.6;0.0;-0.1;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_X;7.4;0.0;7.4;0.1;5.8;-0.2;0.2;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_Y;7.4;0.0;7.4;0.1;7.6;0.0;-0.1;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_Y;7.4;0.0;7.4;0.1;5.8;-0.2;0.2;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_Z;7.4;0.0;7.4;0.1;5.8;-0.2;0.2;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_Z;7.4;0.0;7.4;0.1;7.6;0.0;-0.1;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_X;7.4;0.0;7.4;0.1;7.6;0.0;-0.1;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_X;7.4;0.0;7.4;0.1;5.8;-0.2;0.2;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_Y;7.4;0.0;7.4;0.1;7.6;0.0;-0.1;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_Y;7.4;0.0;7.4;0.1;5.8;-0.2;0.2;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_Z;7.4;0.0;7.4;0.1;5.8;-0.2;0.2;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_Z;7.4;0.0;7.4;0.1;7.6;0.0;-0.1;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;7.4;0.0;7.4;0.1;7.6;0.0;0.2;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;7.4;0.0;7.4;0.1;5.8;-0.2;-0.1;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;;
5;5;0.000;;7.4;0.0;7.4;0.0;14.9;-0.4;1.6;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;7.4;0.0;7.4;0.1;12.7;-0.5;1.5;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;7.4;0.0;7.4;0.1;12.7;-0.5;1.5;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;7.4;0.0;7.4;0.1;10.5;-0.5;1.4;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;5;0.000;u_X;7.4;0.0;7.4;0.0;14.9;-0.4;1.6;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;u_X;7.4;0.0;7.4;0.1;10.5;-0.5;1.4;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;u_Y;7.4;0.0;7.4;0.1;10.5;-0.5;1.4;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;u_Y;7.4;0.0;7.4;0.0;14.9;-0.4;1.6;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;u_Z;7.4;0.0;7.4;0.1;10.5;-0.5;1.4;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;u_Z;7.4;0.0;7.4;0.0;14.9;-0.4;1.6;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;φ_X;7.4;0.0;7.4;0.0;14.9;-0.4;1.6;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;φ_X;7.4;0.0;7.4;0.1;10.5;-0.5;1.4;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;φ_Y;7.4;0.0;7.4;0.0;14.9;-0.4;1.6;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;φ_Y;7.4;0.0;7.4;0.1;10.5;-0.5;1.4;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;φ_Z;7.4;0.0;7.4;0.0;14.9;-0.4;1.6;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;φ_Z;7.4;0.0;7.4;0.1;10.5;-0.5;1.4;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;7.4;0.0;7.4;0.1;14.9;-0.4;1.6;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;7.4;0.0;7.4;0.0;10.5;-0.5;1.4;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;;
6;7;0.000;;0.0;0.0;0.0;0.0;3.3;-2.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;0.0;0.0;0.0;0.0;3.3;-2.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;4.6;2.4;3.9;0.0;1.4;-0.8;-1.8;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;4.6;2.4;3.9;0.0;1.4;-0.8;-1.8;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;4.9;2.6;4.2;0.0;0.9;-0.5;-2.1;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;;5.1;2.7;4.4;0.0;0.4;-0.1;-2.4;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;;5.1;2.7;4.4;0.0;0.4;-0.1;-2.4;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;2.2;0.4;2.1;0.0;-1.9;1.9;-4.8;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;2.2;0.4;2.1;0.0;-1.9;1.9;-4.8;Beam | 2 - HEA 160 | L : 4.000 m
