Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-44.31;-0.06;-32.13;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-44.31;-0.06;-32.13;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-42.49;-0.05;-26.70;-0.03;-44.14;0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-42.49;-0.05;-26.71;-0.03;-44.14;0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-39.47;-0.04;-22.43;-0.07;-103.56;0.16;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-39.47;-0.04;-22.43;-0.07;-103.56;0.16;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-39.24;0.24;34.03;0.15;-103.65;0.09;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-39.00;0.40;32.07;0.19;-49.10;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-45.47;-0.16;13.82;-0.06;29.36;-0.94;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-45.29;-0.21;11.88;-0.06;49.60;-0.60;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-43.76;0.63;3.75;0.11;59.62;1.16;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-43.78;0.63;3.56;0.12;60.17;1.05;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-37.40;0.36;-15.05;0.05;28.44;-0.94;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-37.41;0.36;-15.14;0.05;27.30;-0.97;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-44.38;-0.05;33.81;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-44.38;-0.05;33.81;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-42.56;-0.05;27.48;0.03;45.98;0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-42.56;-0.05;27.48;0.03;45.98;0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-39.55;-0.04;21.84;0.07;105.59;0.16;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-39.55;-0.04;21.84;0.07;105.59;0.16;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-69.33;-0.07;-35.87;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-69.33;-0.07;-35.87;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-67.51;-0.06;-31.78;-0.03;-50.76;0.09;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-67.51;-0.06;-31.79;-0.03;-50.76;0.09;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-64.52;-0.04;-28.78;-0.07;-124.86;0.17;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-64.52;-0.04;-28.78;-0.07;-124.86;0.17;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-28.23;0.31;38.55;0.17;-124.95;0.09;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-27.98;0.52;36.58;0.21;-62.96;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-7.44;-0.09;18.33;-0.06;30.71;-0.95;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-7.26;-0.14;16.41;-0.05;58.07;-0.72;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-5.68;0.63;-0.85;0.10;83.85;1.03;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-5.70;0.63;-1.03;0.10;83.71;0.91;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-26.19;0.31;-19.55;0.05;29.85;-0.95;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-26.20;0.31;-19.64;0.05;28.39;-0.97;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-69.26;-0.07;38.19;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-69.26;-0.07;38.19;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-67.45;-0.06;32.70;0.03;53.18;0.08;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-67.45;-0.06;32.70;0.03;53.18;0.08;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-64.46;-0.04;27.48;0.08;126.77;0.17;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-64.46;-0.04;27.48;0.08;126.77;0.17;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-45.22;-0.06;-31.17;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-45.22;-0.06;-31.17;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-43.40;-0.06;-27.95;-0.03;-44.35;0.08;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-43.40;-0.06;-27.95;-0.03;-44.35;0.08;Beam | 1 - IPE 500 | L : 4.000 m
