Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;0.7;6.7;-0.2;
8;4;;0.0;0.0;0.0;0.0;0.0;4.0;0.4;
9;5;;0.0;0.0;0.0;0.0;-0.7;6.6;0.7;
40;41;;0.0;0.0;0.0;0.0;0.5;5.7;-0.1;
41;42;;0.0;0.0;0.0;0.0;0.0;2.9;0.4;
42;43;;0.0;0.0;0.0;0.0;-0.5;5.6;0.6;
90;55;;0.0;0.0;0.0;0.0;0.0;-4.0;-18.1;
90;49;;0.0;0.0;0.0;0.0;0.0;-8.8;-18.6;
92;26;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.7;
92;33;;0.0;0.0;0.0;0.0;0.0;-3.6;-9.3;
93;57;;0.0;0.0;0.0;0.0;0.0;-2.4;-17.6;
93;50;;0.0;0.0;0.0;0.0;0.0;-10.5;-19.0;
95;58;;0.0;0.0;0.0;0.0;0.0;-1.1;-17.3;
95;51;;0.0;0.0;0.0;0.0;0.0;-11.7;-19.3;
97;59;;0.0;0.0;0.0;0.0;0.0;-1.7;-17.4;
97;54;;0.0;0.0;0.0;0.0;0.0;-11.1;-19.2;
99;60;;0.0;0.0;0.0;0.0;0.0;-2.6;-17.6;
99;53;;0.0;0.0;0.0;0.0;0.0;-10.2;-19.0;
101;83;;0.0;0.0;0.0;0.0;0.0;-3.9;-18.1;
101;55;;0.0;0.0;0.0;0.0;0.0;-8.9;-18.6;
102;64;;0.0;0.0;0.0;0.0;0.0;-8.8;-18.6;
102;69;;0.0;0.0;0.0;0.0;0.0;-4.1;-18.1;
103;37;;0.0;0.0;0.0;0.0;0.0;-3.6;-9.3;
103;30;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.7;
104;65;;0.0;0.0;0.0;0.0;0.0;-10.4;-19.0;
104;71;;0.0;0.0;0.0;0.0;0.0;-2.5;-17.6;
105;66;;0.0;0.0;0.0;0.0;0.0;-11.6;-19.3;
105;72;;0.0;0.0;0.0;0.0;0.0;-1.2;-17.3;
106;68;;0.0;0.0;0.0;0.0;0.0;-11.0;-19.2;
106;73;;0.0;0.0;0.0;0.0;0.0;-1.8;-17.4;
107;67;;0.0;0.0;0.0;0.0;0.0;-10.1;-19.0;
107;74;;0.0;0.0;0.0;0.0;0.0;-2.6;-17.6;
108;19;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.8;
108;26;;0.0;0.0;0.0;0.0;0.0;-3.6;-9.3;
119;63;;0.0;0.0;0.0;0.0;0.0;-1.1;-10.8;
119;52;;0.0;0.0;0.0;0.0;0.0;-6.6;-11.4;
121;62;;0.0;0.0;0.0;0.0;0.0;-6.6;-11.4;
121;76;;0.0;0.0;0.0;0.0;0.0;-1.1;-10.8;
124;84;;0.0;0.0;0.0;0.0;0.0;-2.2;-17.6;
124;57;;0.0;0.0;0.0;0.0;0.0;-10.6;-19.0;
125;85;;0.0;0.0;0.0;0.0;0.0;-0.8;-17.4;
125;58;;0.0;0.0;0.0;0.0;0.0;-12.0;-19.5;
126;86;;0.0;0.0;0.0;0.0;0.0;-1.3;-17.3;
126;59;;0.0;0.0;0.0;0.0;0.0;-11.4;-19.3;
127;87;;0.0;0.0;0.0;0.0;0.0;-2.1;-17.5;
127;60;;0.0;0.0;0.0;0.0;0.0;-10.6;-19.1;
128;69;;0.0;0.0;0.0;0.0;0.0;-8.9;-18.6;
128;95;;0.0;0.0;0.0;0.0;0.0;-3.9;-18.1;
129;30;;0.0;0.0;0.0;0.0;0.0;-3.6;-9.2;
129;23;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.8;
