Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.3;-1.8;-0.2;
8;4;;0.0;0.0;0.0;0.0;0.3;-2.1;0.6;
9;5;;0.0;0.0;0.0;0.0;0.5;-3.0;0.8;
40;41;;0.0;0.0;0.0;0.0;0.3;1.7;-0.2;
41;42;;0.0;0.0;0.0;0.0;-0.3;1.9;0.6;
42;43;;0.0;0.0;0.0;0.0;-0.5;2.9;0.8;
90;55;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.2;
90;49;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.2;
92;26;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
92;33;;0.0;0.0;0.0;0.0;0.0;-4.9;-13.7;
93;57;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.3;
93;50;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.2;
95;58;;0.0;0.0;0.0;0.0;0.0;-9.3;-25.6;
95;51;;0.0;0.0;0.0;0.0;0.0;-9.2;-25.5;
97;59;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.4;
97;54;;0.0;0.0;0.0;0.0;0.0;-9.0;-26.2;
99;60;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
99;53;;0.0;0.0;0.0;0.0;0.0;-8.9;-26.3;
101;83;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.2;
101;55;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.2;
102;64;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.1;
102;69;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.2;
103;37;;0.0;0.0;0.0;0.0;0.0;-4.9;-13.7;
103;30;;0.1;0.1;0.0;0.0;0.0;-4.8;-13.7;
104;65;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.4;
104;71;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
105;66;;0.0;0.0;0.0;0.0;0.0;-9.0;-25.0;
105;72;;0.0;0.0;0.0;0.0;0.0;-9.4;-25.1;
106;68;;0.0;0.0;0.0;0.0;0.0;-8.9;-26.4;
106;73;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.5;
107;67;;0.0;0.0;0.0;0.0;0.0;-8.9;-26.4;
107;74;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.5;
108;19;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
108;26;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
119;63;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.8;
119;52;;0.0;0.0;0.0;0.0;0.0;-5.6;-17.7;
121;62;;0.0;0.0;0.0;0.0;0.0;-5.3;-16.0;
121;76;;0.0;0.0;0.0;0.0;0.0;-5.8;-16.0;
124;84;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.3;
124;57;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.3;
125;85;;0.0;0.0;0.0;0.0;0.0;-9.1;-25.5;
125;58;;0.0;0.0;0.0;0.0;0.0;-9.4;-25.6;
126;86;;0.0;0.0;0.0;0.0;0.0;-9.0;-26.3;
126;59;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.3;
127;87;;0.0;0.0;0.0;0.0;0.0;-9.0;-26.4;
127;60;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.4;
128;69;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.2;
128;95;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.2;
129;30;;0.0;0.0;0.0;0.0;0.0;-4.9;-13.7;
129;23;;0.1;0.1;0.0;0.0;0.0;-4.8;-13.7;
130;71;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.4;
130;96;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.4;
131;72;;0.0;0.0;0.0;0.0;0.0;-9.4;-25.1;
131;97;;0.0;0.0;0.0;0.0;0.0;-9.1;-25.1;
132;73;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
132;98;;0.0;0.0;0.0;0.0;0.0;-9.0;-26.4;
133;74;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
133;99;;0.0;0.0;0.0;0.0;0.0;-9.0;-26.4;
134;89;;0.0;0.0;0.0;0.0;0.0;-5.6;-17.7;
134;63;;0.0;0.0;0.0;0.0;0.0;-6.0;-17.7;
135;76;;0.0;0.0;0.0;0.0;0.0;-5.7;-16.0;
135;100;;0.0;0.0;0.0;0.0;0.0;-5.3;-16.0;
148;111;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.2;
148;83;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.2;
149;12;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
149;19;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
150;112;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.3;
150;84;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.3;
151;113;;0.0;0.0;0.0;0.0;0.0;-9.2;-25.5;
151;85;;0.0;0.0;0.0;0.0;0.0;-9.5;-25.6;
152;114;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.3;
152;86;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.4;
153;115;;0.0;0.0;0.0;0.0;0.0;-9.0;-26.4;
153;87;;0.0;0.0;0.0;0.0;0.0;-9.6;-26.5;
154;95;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.3;
154;123;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.2;
155;23;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
155;16;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
156;96;;0.0;0.0;0.0;0.0;0.0;-9.6;-26.5;
156;124;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.4;
157;97;;0.0;0.0;0.0;0.0;0.0;-9.5;-25.2;
157;125;;0.0;0.0;0.0;0.0;0.0;-9.1;-25.1;
158;98;;0.0;0.0;0.0;0.0;0.0;-9.6;-26.6;
158;126;;0.0;0.0;0.0;0.0;0.0;-9.0;-26.4;
159;99;;0.0;0.0;0.0;0.0;0.0;-9.7;-26.5;
159;127;;0.0;0.0;0.0;0.0;0.0;-9.0;-26.4;
160;117;;0.0;0.0;0.0;0.0;0.0;-5.7;-17.7;
160;89;;0.0;0.0;0.0;0.0;0.0;-6.2;-17.8;
161;100;;0.0;0.0;0.0;0.0;0.0;-5.9;-16.0;
161;128;;0.0;0.0;0.0;0.0;0.0;-5.4;-16.0;
174;139;;0.0;0.0;0.0;0.0;0.0;-0.7;-22.8;
174;111;;0.0;0.0;0.0;0.0;0.0;-8.9;-27.1;
175;2;;0.4;-0.4;0.0;0.0;0.0;-4.1;-10.9;
175;12;;0.0;0.0;0.0;0.0;0.0;-4.7;-14.9;
176;140;;0.0;0.0;0.0;0.0;0.0;-3.4;-25.1;
176;112;;0.0;0.0;0.0;0.0;0.0;-7.0;-26.6;
177;141;;0.0;0.0;0.0;0.0;0.0;-13.4;-26.0;
177;113;;0.0;0.0;0.0;0.0;0.0;-4.0;-25.2;
178;142;;0.0;0.0;0.0;0.0;0.0;-12.8;-25.7;
178;114;;0.0;0.0;0.0;0.0;0.0;-2.6;-26.0;
179;143;;0.0;0.0;0.0;0.0;0.0;-13.8;-26.7;
179;115;;0.0;0.0;0.0;0.0;0.0;-1.5;-25.9;
180;123;;0.0;0.0;0.0;0.0;0.0;-8.8;-26.3;
180;151;;0.0;0.0;0.0;0.0;0.0;7.4;-21.5;
181;16;;0.0;0.0;0.0;0.0;0.0;-4.8;-14.0;
181;6;;0.8;-0.8;0.0;0.0;0.0;-2.8;-10.1;
182;124;;0.0;0.0;0.0;0.0;0.0;-6.8;-25.9;
182;152;;0.0;0.0;0.0;0.0;0.0;2.9;-25.4;
183;125;;0.0;0.0;0.0;0.0;0.0;-3.8;-24.0;
183;153;;0.0;0.0;0.0;0.0;0.0;-12.9;-26.3;
184;126;;0.0;0.0;0.0;0.0;0.0;-2.6;-25.4;
184;154;;0.0;0.0;0.0;0.0;0.0;-9.7;-25.5;
