Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.2;0.0;0.1;-0.2;0.0;-0.7;-0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.2;0.0;0.1;-0.2;0.0;-0.7;-0.1;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_x;0.0;0.0;0.0;0.0;0.0;0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_x;0.2;0.0;0.1;-0.2;0.0;-0.7;-0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_y;0.7;0.0;0.1;-0.6;0.0;0.1;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_y;0.0;0.0;0.0;0.0;0.0;0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_z;0.0;0.0;0.0;0.0;0.0;0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;u_z;0.7;0.0;0.1;-0.7;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_x;0.2;0.0;0.1;-0.2;0.0;-0.7;-0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_y;0.2;0.0;0.1;-0.2;0.0;-0.7;-0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_z;0.2;0.0;0.1;-0.2;0.0;-0.7;-0.1;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;0.7;0.0;0.1;0.0;0.0;0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;0.0;0.0;-0.7;0.0;-0.7;-0.1;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;0.0;0.0;0.0;0.0;-0.1;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;1.8;0.0;0.0;1.7;-0.2;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;2;0.000;u_x;0.0;0.0;0.0;0.0;-0.1;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_x;1.8;0.0;0.0;1.7;-0.2;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_y;0.0;0.0;0.0;0.0;-0.1;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_y;1.8;0.0;0.0;1.7;-0.2;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_z;1.8;0.0;0.0;1.7;-0.2;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_z;0.0;0.0;0.0;0.0;-0.1;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_x;0.0;0.0;0.0;0.0;-0.1;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_x;1.8;0.0;0.0;1.7;-0.2;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_y;1.8;0.0;0.0;1.7;-0.2;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;φ_y;0.9;0.0;0.0;0.9;-0.1;-1.1;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_z;1.8;0.0;0.0;1.7;-0.2;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_z;0.0;0.0;0.0;0.0;-0.1;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;1.8;0.0;0.0;1.7;-0.1;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;0.0;0.0;0.0;0.0;-0.2;-1.1;0.0;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;;
3;3;0.000;;0.1;0.0;0.0;0.1;-0.2;0.3;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;0.8;0.0;0.1;0.8;-0.2;-0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;3;0.000;u_x;0.1;0.0;0.0;0.1;-0.2;0.3;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_x;0.8;0.0;0.1;0.8;-0.2;-0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_y;0.8;0.0;0.1;0.8;-0.2;-0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;u_y;0.1;0.0;0.0;0.1;-0.2;0.3;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_z;0.8;0.0;0.1;0.8;-0.2;-0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.157;u_z;0.1;0.0;0.0;0.0;-0.2;0.1;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_x;0.1;0.0;0.0;0.1;-0.2;0.3;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;φ_x;0.8;0.0;0.1;0.8;-0.2;-0.6;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_y;0.1;0.0;0.0;0.1;-0.2;0.3;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;;1.181;φ_y;0.6;0.0;0.0;0.6;-0.2;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.945;φ_z;0.4;0.0;0.0;0.4;-0.2;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_z;0.1;0.0;0.0;0.1;-0.2;0.3;0.0;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;0.8;0.0;0.1;0.8;-0.2;0.3;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;0.1;0.0;0.0;0.0;-0.2;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;;
4;4;0.000;;0.1;0.0;0.1;0.1;-0.1;0.0;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;0.1;0.0;0.1;0.1;-0.1;-0.2;0.0;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;u_x;0.1;0.0;0.1;0.1;-0.1;0.0;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_x;0.1;0.0;0.1;0.1;-0.1;-0.2;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_y;0.1;0.0;0.1;0.1;-0.1;-0.2;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_y;0.1;0.0;0.1;0.1;-0.1;0.0;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_z;0.1;0.0;0.1;0.1;-0.1;-0.2;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_z;0.1;0.0;0.1;0.1;-0.1;0.0;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_x;0.1;0.0;0.1;0.1;-0.1;0.0;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_x;0.1;0.0;0.1;0.1;-0.1;-0.2;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_y;0.1;0.0;0.1;0.1;-0.1;0.0;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_y;0.1;0.0;0.1;0.1;-0.1;-0.2;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_z;0.1;0.0;0.1;0.1;-0.1;0.0;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_z;0.1;0.0;0.1;0.1;-0.1;-0.2;0.0;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;0.1;0.0;0.1;0.1;-0.1;0.0;0.0;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;0.1;0.0;0.1;0.1;-0.1;-0.2;0.0;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;;
5;5;0.000;;0.1;0.0;0.0;0.1;-0.2;-0.1;0.0;Beam | 3 - HEA 140 | L : 0.075 m
