Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-0.24;-0.27;4.67;0.01;-3.52;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-0.20;-0.09;4.26;0.00;3.85;0.34;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;0.23;-0.15;-0.12;-0.01;3.77;0.34;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;0.25;0.01;-0.27;-0.01;3.65;0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;0.25;0.07;-0.32;-0.01;3.59;0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;0.25;0.07;-0.32;-0.01;3.59;0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;0.28;0.25;-0.52;-0.01;3.24;0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;0.72;0.20;-4.90;-0.02;3.16;0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;0.76;0.38;-5.31;-0.02;-5.26;-0.27;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;1.20;0.16;-9.69;-0.06;-5.34;-0.27;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.20;0.16;-9.70;-0.06;-5.70;-0.28;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.20;0.16;-9.70;-0.06;-5.70;-0.28;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;1.20;0.17;-9.71;-0.06;-6.07;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-0.92;-0.32;5.56;0.01;-6.45;-0.29;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-0.87;-0.15;5.18;0.01;2.00;0.12;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-0.44;-0.17;0.80;0.00;1.92;0.12;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;-0.42;0.00;0.63;0.00;2.41;0.19;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-0.40;0.24;0.39;0.00;2.90;0.06;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;0.04;0.23;-3.99;0.00;2.82;0.06;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;0.08;0.40;-4.39;0.00;-4.10;-0.50;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;0.35;0.36;-7.05;-0.01;-4.14;-0.50;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;0.35;0.37;-7.09;-0.01;-5.21;-0.56;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;1.10;-0.37;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;1.10;-0.37;7.17;0.01;-4.35;-0.52;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;0.83;-0.41;4.52;0.00;-4.30;-0.52;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;0.79;-0.24;4.11;0.00;2.81;0.05;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;0.35;-0.24;-0.27;0.00;2.89;0.05;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;0.33;-0.01;-0.50;0.00;2.52;0.18;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;0.31;0.17;-0.67;0.00;2.12;0.12;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-0.12;0.14;-5.05;-0.01;2.20;0.12;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-0.17;0.32;-5.44;-0.01;-6.07;-0.28;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;1.29;-0.18;9.88;0.06;-6.56;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.29;-0.17;9.87;0.06;-6.19;-0.30;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.29;-0.17;9.87;0.06;-6.19;-0.30;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;1.29;-0.17;9.86;0.06;-5.82;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;0.85;-0.39;5.48;0.02;-5.74;-0.29;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;0.82;-0.21;5.08;0.02;2.97;0.24;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;0.37;-0.26;0.70;0.01;3.05;0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.35;-0.07;0.50;0.01;3.54;0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.35;-0.07;0.50;0.01;3.54;0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;0.35;-0.01;0.44;0.01;3.64;0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;0.33;0.15;0.29;0.01;3.87;0.34;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-0.10;0.08;-4.09;0.00;3.95;0.34;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-0.14;0.26;-4.49;-0.01;-3.13;0.01;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;153;0.075;N;1.29;-0.17;9.86;0.06;-5.82;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-0.92;-0.32;5.56;0.01;-6.45;-0.29;Beam | 3 - HEA 140 | L : 1.575 m
1;192;145;1.650;V_y;0.08;0.40;-4.39;0.00;-4.10;-0.50;Beam | 3 - HEA 140 | L : 1.650 m
1;194;156;0.000;V_y;0.83;-0.41;4.52;0.00;-4.30;-0.52;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;1.29;-0.18;9.88;0.06;-6.56;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;1.20;0.17;-9.71;-0.06;-6.07;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;1.29;-0.17;9.86;0.06;-5.82;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;1.20;0.16;-9.69;-0.06;-5.34;-0.27;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;-0.10;0.08;-4.09;0.00;3.95;0.34;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;1.29;-0.18;9.88;0.06;-6.56;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
1;188;;0.612;M_z;0.25;0.01;-0.27;-0.01;3.65;0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;4;4;0.000;M_z;1.10;-0.37;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;;1.29;0.40;9.88;0.06;3.95;0.39;
1;;;;;-0.92;-0.41;-9.71;-0.06;-6.56;-0.58;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-48.72;-0.14;56.30;-0.06;-179.79;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-48.45;-0.28;54.92;-0.09;-88.01;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-47.61;-0.16;46.16;-0.05;-88.33;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-47.43;-0.23;44.71;-0.07;-13.36;0.20;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-46.60;-0.15;35.94;-0.06;-13.68;0.20;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-46.46;-0.18;34.44;-0.06;44.40;0.49;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-45.63;0.09;25.68;0.02;44.08;0.49;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-45.62;0.09;25.61;0.02;46.00;0.48;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-38.01;0.00;24.76;0.02;46.00;0.48;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-37.90;0.03;23.30;0.02;83.85;0.42;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-37.05;0.11;14.53;0.03;83.53;0.42;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-36.93;0.13;12.99;0.03;106.24;0.14;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-36.07;0.20;4.23;0.04;105.92;0.14;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-35.93;0.20;2.67;0.02;111.61;-0.32;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-35.40;0.28;-2.64;0.04;111.41;-0.32;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-35.39;0.28;-2.78;0.04;111.01;-0.38;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-35.36;-0.28;2.80;-0.04;111.01;-0.38;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-35.37;-0.29;2.66;-0.04;111.42;-0.32;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-35.90;-0.21;-2.66;-0.02;111.34;-0.32;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-36.04;-0.20;-4.21;-0.04;105.68;0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-36.90;-0.13;-12.97;-0.03;105.56;0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-37.03;-0.11;-14.52;-0.03;82.88;0.41;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-37.87;-0.03;-23.28;-0.02;82.76;0.41;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-37.98;-0.01;-24.74;-0.02;44.94;0.47;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-45.57;-0.09;-25.59;-0.02;44.94;0.47;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-45.58;-0.09;-25.66;-0.02;43.02;0.48;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-46.41;0.18;-34.42;0.06;42.90;0.47;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-46.55;0.14;-35.92;0.05;-15.14;0.19;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-47.38;0.22;-44.69;0.07;-15.26;0.19;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-47.56;0.15;-46.14;0.05;-90.20;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-48.40;0.28;-54.90;0.09;-90.32;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-48.67;0.14;-56.28;0.06;-182.07;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
