Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-96.33;-0.03;-64.27;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-96.33;-0.03;-64.27;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-94.54;-0.03;-61.65;-0.04;-94.48;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-94.54;-0.03;-61.66;-0.04;-94.48;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-91.74;-0.01;-59.89;-0.09;-245.31;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-91.74;-0.01;-59.89;-0.09;-245.31;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-75.44;0.16;77.98;0.03;-245.55;0.10;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-75.02;0.39;76.19;0.09;-118.31;0.19;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-75.89;0.05;32.97;-0.03;65.20;-0.86;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-75.76;0.01;30.94;-0.03;115.54;-0.83;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-72.18;0.38;6.62;0.03;145.60;0.33;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-72.20;0.38;6.43;0.03;146.58;0.24;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-71.05;0.07;-34.10;0.03;63.64;-0.84;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-71.06;0.07;-34.20;0.03;61.08;-0.85;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-96.29;-0.03;67.75;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-96.29;-0.03;67.75;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-94.51;-0.03;63.19;0.04;98.25;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-94.51;-0.03;63.19;0.04;98.25;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-91.71;-0.01;58.31;0.09;248.98;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-91.71;-0.01;58.31;0.09;248.98;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-111.31;-0.04;-66.46;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-111.31;-0.04;-66.46;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-109.53;-0.03;-64.64;-0.03;-98.37;0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-109.52;-0.03;-64.64;-0.03;-98.37;0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-106.75;-0.01;-63.59;-0.09;-257.81;0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-106.75;-0.01;-63.59;-0.09;-257.81;0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-68.66;0.20;80.63;0.04;-258.05;0.09;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-68.22;0.47;78.83;0.10;-126.45;0.21;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-52.78;0.09;35.61;-0.03;65.95;-0.87;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-52.64;0.04;33.62;-0.03;120.49;-0.90;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-49.05;0.39;3.86;0.03;159.94;0.27;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-49.07;0.39;3.67;0.03;160.51;0.18;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-64.15;0.05;-36.74;0.03;64.43;-0.86;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-64.15;0.05;-36.84;0.03;61.67;-0.86;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-111.18;-0.04;70.33;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-111.18;-0.04;70.33;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-109.41;-0.03;66.26;0.03;102.49;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-109.41;-0.03;66.26;0.03;102.49;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-106.64;-0.01;61.59;0.09;261.41;0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-106.64;-0.01;61.59;0.09;261.41;0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-96.13;-0.04;-63.29;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-96.13;-0.04;-63.29;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-94.34;-0.03;-61.99;-0.03;-94.01;0.04;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-94.34;-0.03;-62.00;-0.03;-94.01;0.04;Beam | 1 - IPE 500 | L : 4.000 m
