Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-50.81;0.00;-35.81;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-50.81;0.00;-35.81;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-48.99;0.00;-34.11;0.00;-52.46;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-48.99;0.00;-34.11;0.00;-52.46;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-46.01;0.00;-32.96;0.00;-135.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-46.01;0.00;-32.96;0.00;-135.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-36.13;0.01;38.09;0.00;-135.67;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-35.86;0.02;36.14;0.01;-74.41;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-34.40;-0.01;17.94;0.01;17.84;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-34.22;-0.01;16.00;0.01;44.57;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-32.52;0.08;4.44;0.01;68.63;0.13;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-32.53;0.08;4.34;0.01;68.96;0.12;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-32.53;0.08;4.34;0.01;68.96;0.12;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-32.53;0.08;4.25;0.01;69.28;0.11;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-34.17;-0.02;-14.65;-0.01;40.12;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;;0.037;;-34.18;-0.02;-14.70;-0.01;39.57;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;;0.037;;-34.18;-0.02;-14.70;-0.01;39.57;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-34.18;-0.02;-14.74;-0.01;39.01;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-47.03;0.00;17.90;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-47.03;0.00;17.90;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-45.20;0.00;22.55;0.00;30.34;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-45.20;0.00;22.54;0.00;30.34;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-42.18;0.00;26.02;0.00;92.83;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-42.18;0.00;26.02;0.00;92.83;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-50.84;0.00;-35.85;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-50.84;0.00;-35.85;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-49.02;0.00;-34.14;0.00;-52.50;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-49.02;0.00;-34.15;0.00;-52.50;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-46.04;0.00;-32.99;0.00;-135.71;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-46.04;0.00;-32.99;0.00;-135.71;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-36.16;0.01;38.12;0.00;-135.79;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-35.90;0.02;36.17;0.01;-74.49;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-34.43;-0.01;17.96;0.01;17.86;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-34.26;-0.01;16.02;0.00;44.62;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-32.57;0.06;4.43;0.01;68.73;0.09;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-32.58;0.06;4.34;0.01;69.06;0.09;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-32.58;0.06;4.34;0.01;69.06;0.09;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-32.59;0.06;4.24;0.01;69.39;0.08;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-34.23;-0.01;-14.69;0.00;40.17;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;20;;0.037;;-34.23;-0.01;-14.73;0.00;39.62;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;20;;0.037;;-34.23;-0.01;-14.73;0.00;39.62;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-34.24;-0.01;-14.78;0.00;39.07;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-47.09;0.00;17.94;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-47.09;0.00;17.94;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-45.26;0.00;22.58;0.00;30.40;0.00;Beam | 1 - IPE 500 | L : 4.000 m
