Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-4.35;-1.44;-1.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-4.35;-1.44;-1.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-3.89;-0.21;-0.49;0.00;-1.25;1.24;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-3.89;-0.21;-0.49;0.00;-1.25;1.24;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;-3.82;-0.02;-0.39;0.00;-1.35;1.27;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-3.13;0.91;0.05;0.00;-1.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-3.13;0.91;0.05;0.00;-1.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-3.13;0.91;0.05;0.00;-1.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-4.35;-1.44;-1.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-3.13;0.91;0.05;0.00;-1.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-4.35;-1.44;-1.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-3.13;0.91;0.05;0.00;-1.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-4.35;-1.44;-1.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;M_T;-4.04;-0.62;-0.72;0.00;-0.95;1.03;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-3.13;0.91;0.05;0.00;-1.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-4.35;-1.44;-1.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;3.000;M_y;-3.43;0.72;-0.02;0.00;-1.58;0.77;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;M_z;-3.82;-0.02;-0.39;0.00;-1.35;1.27;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-3.13;0.91;0.05;0.00;-1.55;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-3.13;0.91;0.05;0.00;0.00;1.27;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-4.35;-1.44;-1.17;0.00;-1.58;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;0.49;-0.64;2.13;0.04;-1.49;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;0.53;-0.13;1.73;0.04;1.69;0.75;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;0.53;-0.13;1.73;0.04;1.69;0.75;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;0.49;-0.64;2.13;0.04;-1.49;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;0.53;-0.13;1.73;0.04;1.69;0.75;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;0.49;-0.64;2.13;0.04;-1.49;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;0.49;-0.64;2.13;0.04;-1.49;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;0.53;-0.13;1.73;0.04;1.69;0.75;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;0.49;-0.64;2.13;0.04;-1.49;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;0.53;-0.13;1.73;0.04;1.69;0.75;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;0.53;-0.13;1.73;0.04;1.69;0.75;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;0.49;-0.64;2.13;0.04;-1.49;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;0.53;-0.13;1.73;0.04;1.69;0.75;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;0.49;-0.64;2.13;0.04;-1.49;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;0.53;-0.13;2.13;0.04;1.69;0.75;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;0.49;-0.64;1.73;0.04;-1.49;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;-3.17;-0.95;2.52;0.02;-3.06;-1.04;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.647;;-3.16;-0.87;2.36;0.02;-1.48;-0.44;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;-3.13;-0.49;2.14;0.02;0.61;0.22;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;-3.13;-0.49;2.14;0.02;0.61;0.22;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;-3.17;-0.95;2.52;0.02;-3.06;-1.04;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;-3.13;-0.49;2.14;0.02;0.61;0.22;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;-3.17;-0.95;2.52;0.02;-3.06;-1.04;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;-3.17;-0.95;2.52;0.02;-3.06;-1.04;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;-3.13;-0.49;2.14;0.02;0.61;0.22;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.591;M_T;-3.16;-0.88;2.38;0.02;-1.61;-0.49;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_T;-3.17;-0.95;2.52;0.02;-3.06;-1.04;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;-3.13;-0.49;2.14;0.02;0.61;0.22;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;-3.17;-0.95;2.52;0.02;-3.06;-1.04;Beam | 3 - HEA 140 | L : 1.575 m
