Member No.;Node;Location;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
44;;2.500;;-0.04;0.00;0.00;0.0;0.8;-7.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;19;5.000;;-0.04;-0.03;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Extremes;12;0.000;ε_x;-0.04;0.03;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;ε_x;-0.04;0.00;0.00;0.0;0.8;-7.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;γ_xy;-0.04;0.03;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;19;5.000;γ_xy;-0.04;-0.03;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;γ_xz;-0.04;0.03;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;19;5.000;γ_xz;-0.04;-0.03;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;0.500;κ_x;-0.04;0.03;0.00;0.0;0.3;-2.2;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;4.500;κ_x;-0.04;-0.03;0.00;0.0;0.3;-2.2;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;κ_y;-0.04;0.00;0.00;0.0;0.8;-7.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;κ_y;-0.04;0.03;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;κ_z;-0.04;0.03;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;κ_z;-0.04;0.00;0.00;0.0;0.8;-7.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Total;;;;-0.04;0.03;0.00;0.0;0.8;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;;;-0.04;-0.03;0.00;0.0;0.0;-7.3;Truss | 7 - CHS 101.6x5 | L : 5.000 m
;;;;;;;;;;
45;19;0.000;;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;;0.01;0.00;0.00;0.0;1.9;-21.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;;0.01;0.00;0.00;0.0;1.9;-21.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;26;5.000;;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;26;5.000;ε_x;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;ε_x;0.01;0.00;0.00;0.0;1.9;-21.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;19;0.000;γ_xy;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;26;5.000;γ_xy;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;19;0.000;γ_xz;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;26;5.000;γ_xz;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;0.500;κ_x;0.01;0.02;0.00;0.0;0.8;-6.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;4.500;κ_x;0.01;-0.02;0.00;0.0;0.8;-6.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;κ_y;0.01;0.00;0.00;0.0;1.9;-21.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;19;0.000;κ_y;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;19;0.000;κ_z;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;κ_z;0.01;0.00;0.00;0.0;1.9;-21.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.03;0.00;0.0;1.9;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;;;0.01;-0.03;0.00;0.0;0.0;-21.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
46;26;0.000;;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;2.500;;0.01;0.00;0.00;0.0;1.9;-21.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;2.500;;0.01;0.00;0.00;0.0;1.9;-21.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;33;5.000;;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;26;0.000;ε_x;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;2.500;ε_x;0.01;0.00;0.00;0.0;1.9;-21.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;26;0.000;γ_xy;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;33;5.000;γ_xy;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;26;0.000;γ_xz;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;33;5.000;γ_xz;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;0.500;κ_x;0.01;0.02;0.00;0.0;0.8;-6.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;4.500;κ_x;0.01;-0.02;0.00;0.0;0.8;-6.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;2.500;κ_y;0.01;0.00;0.00;0.0;1.9;-21.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;26;0.000;κ_y;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;26;0.000;κ_z;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;2.500;κ_z;0.01;0.00;0.00;0.0;1.9;-21.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.03;0.00;0.0;1.9;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;;;0.01;-0.03;0.00;0.0;0.0;-21.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
47;33;0.000;;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;;2.500;;0.00;0.00;0.00;0.0;1.9;-21.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;;2.500;;0.00;0.00;0.00;0.0;1.9;-21.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;40;5.000;;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;40;5.000;ε_x;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;;2.500;ε_x;0.00;0.00;0.00;0.0;1.9;-21.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;33;0.000;γ_xy;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;40;5.000;γ_xy;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;33;0.000;γ_xz;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;40;5.000;γ_xz;0.01;-0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;;0.500;κ_x;0.01;0.02;0.00;0.0;0.8;-6.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;;4.000;κ_x;0.01;-0.02;0.00;0.0;1.4;-12.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;;2.500;κ_y;0.00;0.00;0.00;0.0;1.9;-21.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;33;0.000;κ_y;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;33;0.000;κ_z;0.01;0.03;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;;2.500;κ_z;0.00;0.00;0.00;0.0;1.9;-21.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.03;0.00;0.0;1.9;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
47;;;;0.00;-0.03;0.00;0.0;0.0;-21.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
48;3;0.000;;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;13;5.000;;-0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;3;0.000;ε_x;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;;3.000;ε_x;-0.02;0.00;0.00;0.0;4.6;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;3;0.000;γ_xy;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;13;5.000;γ_xy;-0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;3;0.000;γ_xz;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;13;5.000;γ_xz;-0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;;2.500;κ_x;-0.02;0.00;0.00;0.0;4.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;13;5.000;κ_x;-0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;;2.500;κ_y;-0.02;0.00;0.00;0.0;4.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;3;0.000;κ_y;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;3;0.000;κ_z;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;;2.500;κ_z;-0.02;0.00;0.00;0.0;4.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;-0.02;0.00;0.01;0.0;4.8;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
48;;;;-0.02;0.00;-0.01;0.0;0.0;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
49;13;0.000;;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;20;5.000;;-0.03;0.00;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Extremes;13;0.000;ε_x;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;;2.500;ε_x;-0.03;0.00;0.00;0.0;1.4;-0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;13;0.000;γ_xy;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;20;5.000;γ_xy;-0.03;0.00;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;13;0.000;γ_xz;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;20;5.000;γ_xz;-0.03;0.00;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;;2.000;κ_x;-0.03;0.00;0.00;0.0;1.4;-0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;20;5.000;κ_x;-0.03;0.00;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;;2.500;κ_y;-0.03;0.00;0.00;0.0;1.4;-0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;13;0.000;κ_y;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;13;0.000;κ_z;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;;2.500;κ_z;-0.03;0.00;0.00;0.0;1.4;-0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Total;;;;-0.03;0.00;0.01;0.0;1.4;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
49;;;;-0.03;0.00;-0.01;0.0;0.0;-0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
;;;;;;;;;;
50;20;0.000;;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;27;5.000;;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;27;5.000;ε_x;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;;2.500;ε_x;0.01;0.00;0.00;0.0;3.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;20;0.000;γ_xy;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;27;5.000;γ_xy;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;20;0.000;γ_xz;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;27;5.000;γ_xz;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;;0.500;κ_x;0.01;0.00;0.00;0.0;1.4;-0.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;;3.500;κ_x;0.01;0.00;0.00;0.0;3.2;-0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;;2.500;κ_y;0.01;0.00;0.00;0.0;3.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;20;0.000;κ_y;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;20;0.000;κ_z;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;;2.500;κ_z;0.01;0.00;0.00;0.0;3.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.00;0.01;0.0;3.8;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
50;;;;0.01;0.00;-0.01;0.0;0.0;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
51;27;0.000;;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;34;5.000;;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;27;0.000;ε_x;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;;2.500;ε_x;0.01;0.00;0.00;0.0;3.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;27;0.000;γ_xy;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;34;5.000;γ_xy;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;27;0.000;γ_xz;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;34;5.000;γ_xz;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;;1.000;κ_x;0.01;0.00;0.00;0.0;2.4;-0.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;;4.000;κ_x;0.01;0.00;0.00;0.0;2.4;-0.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;;2.500;κ_y;0.01;0.00;0.00;0.0;3.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;27;0.000;κ_y;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;27;0.000;κ_z;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;;2.500;κ_z;0.01;0.00;0.00;0.0;3.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.00;0.01;0.0;3.8;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
51;;;;0.01;0.00;-0.01;0.0;0.0;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
52;34;0.000;;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;41;5.000;;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;41;5.000;ε_x;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;;1.500;ε_x;0.01;0.00;0.00;0.0;3.2;-0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;34;0.000;γ_xy;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;41;5.000;γ_xy;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;34;0.000;γ_xz;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;41;5.000;γ_xz;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;41;5.000;κ_x;0.01;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;;2.500;κ_x;0.01;0.00;0.00;0.0;3.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;;2.500;κ_y;0.01;0.00;0.00;0.0;3.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;34;0.000;κ_y;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;34;0.000;κ_z;0.01;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;;2.500;κ_z;0.01;0.00;0.00;0.0;3.8;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.00;0.01;0.0;3.8;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
52;;;;0.01;0.00;-0.01;0.0;0.0;-0.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
53;4;0.000;;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;14;5.000;;-0.03;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;4;0.000;ε_x;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;;3.500;ε_x;-0.03;0.00;0.00;0.0;4.2;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;4;0.000;γ_xy;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;;4.500;γ_xy;-0.03;0.00;-0.01;0.0;1.8;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;4;0.000;γ_xz;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;14;5.000;γ_xz;-0.03;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;4;0.000;κ_x;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;;2.500;κ_x;-0.03;0.00;0.00;0.0;5.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;;2.500;κ_y;-0.03;0.00;0.00;0.0;5.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;4;0.000;κ_y;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;4;0.000;κ_z;-0.03;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;;2.500;κ_z;-0.03;0.00;0.00;0.0;5.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;-0.03;0.00;0.01;0.0;5.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
53;;;;-0.03;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
54;14;0.000;;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;21;5.000;;-0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Extremes;14;0.000;ε_x;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;;2.500;ε_x;-0.02;0.00;0.00;0.0;1.4;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;14;0.000;γ_xy;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;;4.500;γ_xy;-0.02;0.00;-0.01;0.0;0.5;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;14;0.000;γ_xz;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;21;5.000;γ_xz;-0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;14;0.000;κ_x;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;;2.500;κ_x;-0.02;0.00;0.00;0.0;1.4;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;;2.500;κ_y;-0.02;0.00;0.00;0.0;1.4;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;14;0.000;κ_y;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;14;0.000;κ_z;-0.02;0.00;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;;2.500;κ_z;-0.02;0.00;0.00;0.0;1.4;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Total;;;;-0.02;0.00;0.01;0.0;1.4;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
54;;;;-0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
;;;;;;;;;;
55;21;0.000;;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;28;5.000;;0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;28;5.000;ε_x;0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;;2.500;ε_x;0.02;0.00;0.00;0.0;3.6;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;21;0.000;γ_xy;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;;4.500;γ_xy;0.02;0.00;0.00;0.0;1.3;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;21;0.000;γ_xz;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;28;5.000;γ_xz;0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;;2.500;κ_x;0.02;0.00;0.00;0.0;3.6;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;21;0.000;κ_x;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;;2.500;κ_y;0.02;0.00;0.00;0.0;3.6;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;21;0.000;κ_y;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;21;0.000;κ_z;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;;2.500;κ_z;0.02;0.00;0.00;0.0;3.6;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.02;0.00;0.01;0.0;3.6;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
55;;;;0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
56;28;0.000;;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;35;5.000;;0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;28;0.000;ε_x;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;;2.500;ε_x;0.02;0.00;0.00;0.0;3.7;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;28;0.000;γ_xy;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;;4.500;γ_xy;0.02;0.00;0.00;0.0;1.4;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;28;0.000;γ_xz;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;35;5.000;γ_xz;0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;;3.500;κ_x;0.02;0.00;0.00;0.0;3.1;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;28;0.000;κ_x;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;;2.500;κ_y;0.02;0.00;0.00;0.0;3.7;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;28;0.000;κ_y;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;28;0.000;κ_z;0.02;0.00;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;;2.500;κ_z;0.02;0.00;0.00;0.0;3.7;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.02;0.00;0.01;0.0;3.7;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
56;;;;0.02;0.00;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
