Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.6;-6.1;-0.1;
8;4;;0.0;0.0;0.0;0.0;0.0;-3.4;0.4;
9;5;;0.0;0.0;0.0;0.0;0.6;-6.0;0.6;
40;41;;0.0;0.0;0.0;0.0;-0.6;-6.5;-0.2;
41;42;;0.0;0.0;0.0;0.0;0.0;-3.6;0.4;
42;43;;0.0;0.0;0.0;0.0;0.6;-6.4;0.7;
90;55;;0.0;0.0;0.0;0.0;0.0;-8.8;-18.7;
90;49;;0.0;0.0;0.0;0.0;0.0;-4.3;-18.2;
92;26;;0.0;0.0;0.0;0.0;0.0;-3.6;-9.3;
92;33;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.7;
93;57;;0.0;0.0;0.0;0.0;0.0;-10.4;-19.0;
93;50;;0.0;0.0;0.0;0.0;0.0;-2.7;-17.8;
95;58;;0.0;0.0;0.0;0.0;0.0;-11.7;-19.7;
95;51;;0.0;0.0;0.0;0.0;0.0;-1.4;-17.7;
97;59;;0.0;0.0;0.0;0.0;0.0;-11.1;-19.3;
97;54;;0.0;0.0;0.0;0.0;0.0;-2.1;-17.5;
99;60;;0.0;0.0;0.0;0.0;0.0;-10.2;-19.1;
99;53;;0.0;0.0;0.0;0.0;0.0;-3.0;-17.8;
101;83;;0.0;0.0;0.0;0.0;0.0;-8.9;-18.6;
101;55;;0.0;0.0;0.0;0.0;0.0;-4.2;-18.2;
102;64;;0.0;0.0;0.0;0.0;0.0;-4.3;-18.2;
102;69;;0.0;0.0;0.0;0.0;0.0;-8.7;-18.7;
103;37;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.7;
103;30;;0.0;0.0;0.0;0.0;0.0;-3.6;-9.3;
104;65;;0.0;0.0;0.0;0.0;0.0;-2.7;-17.8;
104;71;;0.0;0.0;0.0;0.0;0.0;-10.3;-19.0;
105;66;;0.0;0.0;0.0;0.0;0.0;-1.5;-17.8;
105;72;;0.0;0.0;0.0;0.0;0.0;-11.6;-19.7;
