Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
Extremes;142;1.575;N;4.14;0.98;5.23;-0.05;1.77;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;4.08;1.99;5.73;-0.05;-6.84;2.03;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;4.08;1.99;5.73;-0.05;-6.84;2.03;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;4.14;0.98;5.23;-0.05;1.77;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;4.08;1.99;5.73;-0.05;-6.84;2.03;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;4.14;0.98;5.23;-0.05;1.77;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_T;4.14;0.98;5.23;-0.05;1.77;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.591;M_T;4.11;1.83;5.54;-0.05;-3.52;0.87;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;4.14;0.98;5.23;-0.05;1.77;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;4.08;1.99;5.73;-0.05;-6.84;2.03;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;4.08;1.99;5.73;-0.05;-6.84;2.03;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;4.14;0.98;5.23;-0.05;1.77;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;4.14;1.99;5.73;-0.05;1.77;2.03;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;4.08;0.98;5.23;-0.05;-6.84;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;6.05;1.78;7.12;-0.07;-5.25;2.45;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;6.04;1.76;7.07;-0.07;-4.19;2.18;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;N;6.05;1.78;7.12;-0.07;-5.25;2.45;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;N;6.04;1.76;7.07;-0.07;-4.19;2.18;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;6.05;1.78;7.12;-0.07;-5.25;2.45;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;6.04;1.76;7.07;-0.07;-4.19;2.18;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;6.05;1.78;7.12;-0.07;-5.25;2.45;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;6.04;1.76;7.07;-0.07;-4.19;2.18;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;6.05;1.78;7.12;-0.07;-5.25;2.45;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_T;6.04;1.76;7.07;-0.07;-4.19;2.18;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;6.04;1.76;7.07;-0.07;-4.19;2.18;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;6.05;1.78;7.12;-0.07;-5.25;2.45;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;6.05;1.78;7.12;-0.07;-5.25;2.45;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;6.04;1.76;7.07;-0.07;-4.19;2.18;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;6.05;1.78;7.12;-0.07;-4.19;2.45;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;6.04;1.76;7.07;-0.07;-5.25;2.18;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;6.28;0.66;10.18;-0.38;-6.59;2.07;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;6.28;0.66;10.18;-0.38;-6.59;2.07;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;6.28;0.64;10.17;-0.38;-6.21;2.03;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;5;0.000;N;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;N;6.28;0.64;10.17;-0.38;-6.21;2.03;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;6.28;0.64;10.17;-0.38;-6.21;2.03;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;6.28;0.64;10.17;-0.38;-6.21;2.03;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;6.28;0.64;10.17;-0.38;-6.21;2.03;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;6.28;0.64;10.17;-0.38;-6.21;2.03;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;6.28;0.64;10.17;-0.38;-6.21;2.03;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;6.28;0.68;10.19;-0.38;-6.21;2.11;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;6.28;0.64;10.17;-0.38;-6.96;2.03;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-7.79;3.03;5.67;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-7.79;3.03;5.67;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-7.20;0.45;1.46;0.02;5.34;-2.62;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-7.20;0.45;1.46;0.02;5.34;-2.62;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-7.10;0.04;0.81;0.01;5.61;-2.68;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;;-7.00;-0.39;0.16;0.01;5.74;-2.63;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;;-7.00;-0.39;0.15;0.01;5.74;-2.63;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-6.16;-1.92;-2.30;0.01;2.80;0.18;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-6.16;-1.92;-2.30;0.01;2.80;0.18;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-6.16;-1.92;-2.30;0.01;2.80;0.18;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-7.79;3.03;5.67;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-7.79;3.03;5.67;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-6.16;-1.92;-2.30;0.01;2.80;0.18;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-7.79;3.03;5.67;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-6.16;-1.92;-2.30;0.01;2.80;0.18;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.000;M_T;-7.40;1.31;2.86;0.02;4.27;-2.17;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-6.16;-1.92;-2.30;0.01;2.80;0.18;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;M_y;-7.00;-0.39;0.16;0.01;5.74;-2.63;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-7.79;3.03;5.67;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-6.16;-1.92;-2.30;0.01;2.80;0.18;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-7.10;0.04;0.81;0.01;5.61;-2.68;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-6.16;3.03;5.67;0.02;5.74;0.18;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-7.79;-1.92;-2.30;0.01;0.00;-2.68;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-18.57;0.30;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-18.57;0.30;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-17.88;0.06;-0.96;0.00;-6.87;-0.32;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-17.68;0.00;0.69;0.00;-6.93;-0.33;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-16.74;-0.28;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-16.74;-0.28;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-16.74;-0.28;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-18.57;0.30;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-18.57;0.30;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-16.74;-0.28;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-16.74;-0.28;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-18.57;0.30;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;3.500;M_T;-17.15;-0.17;3.56;0.00;-4.02;-0.22;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.000;M_T;-18.17;0.17;-3.51;0.00;-5.23;-0.23;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-18.57;0.30;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-17.77;0.03;-0.07;0.00;-7.01;-0.33;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-18.57;0.30;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;M_z;-17.68;0.00;0.69;0.00;-6.93;-0.33;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-16.74;0.30;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-18.57;-0.28;-6.94;0.00;-7.01;-0.33;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-18.40;0.30;-7.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-18.40;0.30;-7.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-17.52;0.03;-0.03;0.00;-8.73;-0.36;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-16.37;-0.28;4.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-16.37;-0.28;4.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-16.37;-0.28;4.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-18.40;0.30;-7.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-18.40;0.30;-7.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-16.37;-0.28;4.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-16.37;-0.28;4.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-18.40;0.30;-7.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;3.500;M_T;-17.00;-0.12;3.34;0.00;-6.43;-0.30;Beam | 2 - HEA 160 | L : 5.000 m
8;;1.000;M_T;-18.01;0.18;-4.32;0.00;-6.04;-0.24;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-18.40;0.30;-7.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-17.52;0.03;-0.03;0.00;-8.73;-0.36;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-18.40;0.30;-7.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-17.41;-0.01;0.83;0.00;-8.63;-0.37;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-16.37;0.30;4.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-18.40;-0.28;-7.75;0.00;-8.73;-0.37;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-17.93;0.29;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-17.93;0.29;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-17.24;0.06;-0.96;0.00;-6.87;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-17.03;0.00;0.69;0.00;-6.93;-0.32;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-16.10;-0.27;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-16.10;-0.27;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-16.10;-0.27;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-17.93;0.29;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-17.93;0.29;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-16.10;-0.27;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-16.10;-0.27;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-17.93;0.29;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;3.000;M_T;-16.72;-0.10;2.68;0.00;-5.59;-0.28;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.000;M_T;-17.53;0.16;-3.50;0.00;-5.22;-0.23;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-17.93;0.29;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-17.13;0.03;-0.07;0.00;-7.01;-0.32;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-17.93;0.29;-6.94;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;M_z;-17.03;0.00;0.69;0.00;-6.93;-0.32;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-16.10;0.29;4.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-17.93;-0.27;-6.94;0.00;-7.01;-0.32;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-69.83;-0.06;-49.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-69.83;-0.06;-49.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-68.02;-0.05;-43.95;-0.05;-69.84;0.07;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-68.02;-0.05;-43.95;-0.05;-69.84;0.07;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-65.09;-0.03;-39.98;-0.11;-172.78;0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-65.09;-0.03;-39.98;-0.11;-172.78;0.12;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-65.09;-0.03;-39.98;-0.11;-172.78;0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-69.83;-0.06;-49.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-65.09;-0.03;-39.98;-0.11;-172.78;0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-69.83;-0.06;-49.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_z;-65.09;-0.03;-39.98;-0.11;-172.78;0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-69.83;-0.06;-49.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_T;-69.83;-0.06;-49.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-65.09;-0.03;-39.98;-0.11;-172.78;0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-69.83;-0.06;-49.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-65.09;-0.03;-39.98;-0.11;-172.78;0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_z;-65.09;-0.03;-39.98;-0.11;-172.78;0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-69.83;-0.06;-49.14;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-65.09;-0.03;-39.98;-0.01;0.00;0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-69.83;-0.06;-49.14;-0.11;-172.78;0.00;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-58.87;0.26;55.70;0.11;-172.94;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-58.57;0.52;53.81;0.17;-82.57;0.12;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-58.57;0.52;53.81;0.17;-82.57;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-58.87;0.26;55.70;0.11;-172.94;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-58.57;0.52;53.81;0.17;-82.57;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-58.87;0.26;55.70;0.11;-172.94;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-58.87;0.26;55.70;0.11;-172.94;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-58.57;0.52;53.81;0.17;-82.57;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-58.57;0.52;53.81;0.17;-82.57;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-58.87;0.26;55.70;0.11;-172.94;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-58.57;0.52;53.81;0.17;-82.57;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-58.87;0.26;55.70;0.11;-172.94;0.12;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;M_z;-58.71;0.39;54.76;0.14;-127.36;0.24;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-58.57;0.52;53.81;0.17;-82.57;0.12;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-58.57;0.52;55.70;0.17;-82.57;0.24;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-58.87;0.26;53.81;0.11;-172.94;0.12;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-63.88;-0.04;23.06;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-63.72;-0.10;21.08;-0.05;82.08;-0.99;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-63.72;-0.10;21.08;-0.05;82.08;-0.99;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-63.88;-0.04;23.06;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-63.88;-0.04;23.06;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-63.72;-0.10;21.08;-0.05;82.08;-0.99;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-63.88;-0.04;23.06;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-63.72;-0.10;21.08;-0.05;82.08;-0.99;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-63.72;-0.10;21.08;-0.05;82.08;-0.99;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-63.88;-0.04;23.06;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-63.72;-0.10;21.08;-0.05;82.08;-0.99;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-63.88;-0.04;23.06;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-63.72;-0.10;21.08;-0.05;82.08;-0.99;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-63.88;-0.04;23.06;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-63.72;-0.04;23.06;-0.05;82.08;-0.99;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-63.88;-0.10;21.08;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-61.15;0.63;5.49;0.08;101.01;0.86;Beam | 1 - IPE 500 | L : 0.150 m
