Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;1.08;0.56;4.57;-0.03;-3.12;0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;1.11;0.13;4.16;-0.02;4.08;-0.66;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;1.55;0.33;-0.22;0.01;4.00;-0.67;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;1.56;-0.03;-0.37;0.01;3.82;-0.77;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;1.57;-0.17;-0.42;0.01;3.74;-0.75;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;1.57;-0.17;-0.42;0.01;3.74;-0.75;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;1.59;-0.60;-0.62;0.01;3.30;-0.42;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;2.03;-0.47;-5.00;0.03;3.22;-0.43;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;2.07;-0.88;-5.40;0.03;-5.36;0.78;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;2.51;-0.23;-9.78;0.15;-5.44;0.78;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;2.51;-0.24;-9.79;0.15;-5.80;0.80;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;2.51;-0.24;-9.79;0.15;-5.80;0.80;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;2.51;-0.25;-9.80;0.15;-6.17;0.81;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;0.39;0.80;5.59;-0.02;-6.56;0.81;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;0.44;0.39;5.21;-0.02;1.94;-0.23;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;0.87;0.48;0.83;0.00;1.86;-0.23;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;0.89;0.08;0.66;0.00;2.38;-0.43;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;0.91;-0.46;0.42;0.00;2.90;-0.23;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;1.35;-0.39;-3.96;0.01;2.82;-0.23;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;1.39;-0.80;-4.36;0.01;-4.04;0.84;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;1.66;-0.69;-7.02;0.03;-4.09;0.84;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;1.66;-0.69;-7.05;0.03;-5.14;0.95;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;2.39;0.71;7.18;-0.03;-5.38;0.98;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;2.39;0.70;7.14;-0.03;-4.30;0.87;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;2.13;0.81;4.48;-0.01;-4.25;0.87;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;2.09;0.40;4.08;-0.01;2.81;-0.22;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;1.65;0.47;-0.30;0.00;2.89;-0.22;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;1.62;-0.07;-0.54;0.00;2.48;-0.43;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;1.61;-0.47;-0.70;0.00;2.06;-0.23;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;1.17;-0.38;-5.08;0.02;2.14;-0.23;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;1.13;-0.79;-5.47;0.02;-6.17;0.79;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;2.61;0.27;9.98;-0.15;-6.67;0.84;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;2.61;0.26;9.97;-0.15;-6.30;0.83;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;2.61;0.26;9.97;-0.15;-6.30;0.83;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;2.61;0.25;9.96;-0.15;-5.92;0.81;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;2.17;0.89;5.58;-0.03;-5.84;0.81;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;2.13;0.48;5.18;-0.03;3.03;-0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;1.69;0.61;0.80;-0.01;3.11;-0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;1.66;0.17;0.60;-0.01;3.69;-0.74;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;1.66;0.17;0.60;-0.01;3.69;-0.74;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;1.66;0.03;0.54;-0.01;3.81;-0.76;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;1.64;-0.33;0.39;-0.01;4.10;-0.66;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;1.21;-0.11;-3.99;0.02;4.18;-0.66;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;1.17;-0.54;-4.39;0.03;-2.74;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;153;0.075;N;2.61;0.25;9.96;-0.15;-5.92;0.81;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;0.39;0.80;5.59;-0.02;-6.56;0.81;Beam | 3 - HEA 140 | L : 1.575 m
1;197;153;0.000;V_y;2.17;0.89;5.58;-0.03;-5.84;0.81;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;V_y;2.07;-0.88;-5.40;0.03;-5.36;0.78;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;2.61;0.27;9.98;-0.15;-6.67;0.84;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;2.51;-0.25;-9.80;0.15;-6.17;0.81;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;2.51;-0.23;-9.78;0.15;-5.44;0.78;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;2.61;0.25;9.96;-0.15;-5.92;0.81;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;1.21;-0.11;-3.99;0.02;4.18;-0.66;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;2.61;0.27;9.98;-0.15;-6.67;0.84;Beam | 3 - HEA 140 | L : 0.075 m
1;4;4;0.000;M_z;2.39;0.71;7.18;-0.03;-5.38;0.98;Beam | 3 - HEA 140 | L : 0.150 m
1;188;;0.612;M_z;1.56;-0.03;-0.37;0.01;3.82;-0.77;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;;2.61;0.89;9.98;0.15;4.18;0.98;
1;;;;;0.39;-0.88;-9.80;-0.15;-6.67;-0.77;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-52.58;0.10;54.59;0.04;-171.62;0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-52.32;0.21;53.20;0.07;-82.67;0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-51.48;0.15;44.44;0.06;-83.00;0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-51.30;0.22;42.99;0.07;-10.85;-0.18;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-50.47;0.15;34.22;0.06;-11.17;-0.18;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-50.33;0.18;32.72;0.06;44.07;-0.47;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-49.49;-0.10;23.96;-0.02;43.75;-0.47;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-49.49;-0.10;23.89;-0.02;45.55;-0.46;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-52.73;-0.02;23.03;-0.02;45.55;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-52.61;-0.04;21.56;-0.02;80.67;-0.38;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-51.76;-0.11;12.79;-0.03;80.35;-0.38;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-51.64;-0.13;11.23;-0.03;100.17;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-50.77;-0.19;2.47;-0.04;99.85;-0.11;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-50.63;-0.19;0.89;-0.02;102.62;0.31;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-50.10;-0.25;-4.42;-0.04;102.43;0.31;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-50.09;-0.25;-4.56;-0.04;101.75;0.36;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-50.08;0.25;4.57;0.03;101.75;0.36;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-50.10;0.25;4.43;0.04;102.43;0.31;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-50.63;0.19;-0.88;0.02;102.36;0.31;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-50.77;0.19;-2.45;0.03;99.60;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-51.63;0.13;-11.22;0.03;99.49;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-51.76;0.12;-12.78;0.03;79.68;-0.37;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-52.61;0.05;-21.55;0.02;79.57;-0.37;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-52.72;0.02;-23.02;0.02;44.46;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-49.51;0.10;-23.87;0.02;44.46;-0.46;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-49.52;0.10;-23.94;0.02;42.67;-0.47;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-50.36;-0.18;-32.71;-0.06;42.55;-0.46;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-50.49;-0.14;-34.21;-0.06;-12.67;-0.17;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-51.33;-0.21;-42.98;-0.07;-12.78;-0.17;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-51.51;-0.15;-44.42;-0.05;-84.91;0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-52.35;-0.21;-53.19;-0.07;-85.02;0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-52.61;-0.10;-54.57;-0.04;-173.95;0.05;Beam | 1 - IPE 500 | L : 1.650 m
