Node No.;Displacements [mm];;;;Rotations [mrad];;;
76;46.4;0.0;-3.5;46.3;-4.3;0.2;0.0;
83;8.2;-3.6;-1.7;7.1;-3.9;-5.4;0.0;
84;17.7;-2.6;-2.3;17.3;-6.5;-6.5;0.4;
85;28.2;-1.6;-2.6;28.0;-8.5;-6.1;0.7;
86;37.2;-0.7;-2.7;37.1;-7.7;-4.7;0.7;
87;43.3;-0.2;-2.9;43.2;-6.4;-2.6;0.5;
89;45.6;0.0;-3.3;45.5;-4.8;-0.2;0.1;
95;8.2;3.6;-1.7;7.1;-3.9;5.4;0.0;
96;17.7;2.6;-2.3;17.3;-6.4;6.5;-0.4;
97;28.2;1.6;-2.6;28.0;-8.3;6.1;-0.7;
98;37.2;0.7;-2.7;37.1;-7.6;4.7;-0.7;
99;43.3;0.2;-2.9;43.2;-6.3;2.6;-0.5;
100;45.6;0.0;-3.3;45.5;-4.8;0.2;-0.1;
111;8.6;-3.9;-1.6;7.5;-4.3;-5.6;0.1;
112;18.5;-2.9;-2.1;18.2;-6.9;-6.8;0.4;
113;29.7;-1.8;-2.4;29.5;-8.9;-6.5;0.8;
114;39.3;-0.8;-2.6;39.2;-8.1;-5.0;0.7;
115;45.8;-0.2;-2.7;45.8;-6.8;-2.8;0.5;
116;8.3;0.0;-6.7;4.9;9.3;-1.9;-2.5;
117;48.4;0.0;-3.2;48.3;-5.1;-0.2;0.1;
118;8.1;0.7;-6.7;4.4;5.7;2.2;0.0;
119;3.4;0.1;-3.4;0.2;-6.3;1.0;0.8;
120;5.6;-0.2;-5.2;2.2;-1.1;-1.6;-0.4;
121;6.1;0.4;-5.5;2.8;0.6;1.1;0.5;
122;4.0;0.0;-4.0;0.2;-3.0;0.5;0.2;
123;8.5;3.9;-1.6;7.5;-4.3;5.6;0.0;
124;18.5;2.8;-2.1;18.2;-6.8;6.8;-0.4;
125;29.7;1.8;-2.4;29.5;-8.7;6.5;-0.7;
126;39.3;0.8;-2.6;39.2;-8.0;5.0;-0.7;
127;45.8;0.2;-2.7;45.8;-6.7;2.8;-0.5;
128;48.4;0.0;-3.2;48.3;-5.1;0.2;-0.1;
129;8.3;-0.2;-6.7;4.8;9.7;1.7;2.5;
130;8.1;-0.9;-6.7;4.4;5.8;-2.3;0.0;
131;3.4;-0.2;-3.4;0.2;-6.2;-0.8;-0.8;
132;5.6;0.0;-5.1;2.3;-1.1;1.6;0.4;
133;6.1;-0.5;-5.4;2.8;0.5;-1.2;-0.5;
134;4.0;-0.1;-4.0;0.2;-3.0;-0.4;-0.1;
139;5.8;0.0;-3.6;4.6;1.1;-1.8;-1.3;
140;5.9;0.7;-4.1;4.2;-1.6;2.1;0.1;
141;2.7;0.1;-2.7;0.2;-8.2;0.9;0.8;
142;4.2;-0.1;-3.5;2.3;-5.7;-1.6;0.4;
143;4.5;0.4;-3.5;2.8;-4.6;1.1;0.7;
145;3.4;0.0;-3.3;0.2;-4.7;0.5;0.1;
151;5.8;-0.2;-3.6;4.5;1.3;1.7;1.2;
152;5.8;-0.8;-4.1;4.1;-1.5;-2.1;-0.1;
153;2.7;-0.2;-2.7;0.2;-8.1;-0.7;-0.8;
154;4.1;0.0;-3.4;2.3;-5.7;1.6;-0.4;
155;4.6;-0.6;-3.5;2.8;-4.6;-1.2;-0.7;
156;3.4;-0.1;-3.3;0.2;-4.7;-0.4;-0.1;
Total;48.4;4.6;0.0;48.3;9.7;6.8;2.9;
max/min;0.0;-4.6;-6.7;0.0;-9.3;-6.8;-2.9;
