Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;-0.7;1.4;0.0;
2;1.0;-0.5;-0.9;0.1;0.2;-2.1;-1.8;
3;2.5;0.1;-2.5;0.1;-9.3;0.7;0.9;
4;3.4;-0.1;-3.4;0.1;-5.0;0.1;0.0;
5;2.5;-0.1;-2.5;0.1;-9.2;-0.4;-0.9;
6;1.0;0.3;-0.9;0.1;0.2;2.2;1.7;
7;0.0;0.0;0.0;0.0;-0.8;-1.4;0.0;
8;0.0;0.0;0.0;0.0;-1.1;0.0;0.0;
9;0.0;0.0;0.0;0.0;-1.5;0.0;0.0;
10;0.0;0.0;0.0;0.0;-1.1;0.0;0.0;
11;0.0;0.0;0.0;0.0;0.2;2.7;0.0;
12;4.7;-4.6;-0.9;0.2;-0.7;-2.5;-0.4;
13;30.2;-1.7;-2.4;30.0;-8.8;-6.4;0.8;
14;48.4;0.0;-3.3;48.3;-4.8;0.0;0.0;
15;30.2;1.7;-2.4;30.0;-8.7;6.4;-0.7;
16;4.6;4.6;-0.9;0.2;-0.7;2.5;0.4;
17;0.0;0.0;0.0;0.0;0.2;-2.7;0.0;
18;0.0;0.0;0.0;0.0;0.1;2.6;0.0;
19;4.4;-4.2;-1.1;0.2;-0.7;-2.4;-0.3;
20;28.6;-1.5;-2.6;28.5;-8.5;-6.0;0.7;
21;45.6;0.0;-3.4;45.5;-4.6;0.0;0.0;
22;28.6;1.5;-2.6;28.5;-8.3;6.1;-0.7;
23;4.4;4.2;-1.1;0.2;-0.7;2.4;0.3;
24;0.0;0.0;0.0;0.0;0.1;-2.5;0.0;
25;0.0;0.0;0.0;0.0;0.1;2.6;0.0;
26;4.5;-4.4;-1.1;0.2;-0.7;-2.4;-0.3;
27;29.0;-1.6;-2.7;28.9;-8.2;-6.2;0.7;
28;46.4;0.0;-3.6;46.3;-4.1;0.0;0.0;
29;29.0;1.6;-2.7;28.9;-8.0;6.2;-0.6;
30;4.5;4.4;-1.1;0.2;-0.7;2.4;0.3;
31;0.0;0.0;0.0;0.0;0.1;-2.6;0.0;
32;0.0;0.0;0.0;0.0;0.1;2.6;0.0;
33;4.5;-4.4;-1.2;0.2;-0.7;-2.4;-0.4;
34;29.2;-1.6;-2.8;29.0;-7.9;-6.2;0.6;
35;46.6;0.0;-3.7;46.5;-3.8;0.0;0.0;
36;29.2;1.6;-2.8;29.0;-7.7;6.2;-0.6;
37;4.5;4.4;-1.2;0.2;-0.7;2.4;0.4;
38;0.0;0.0;0.0;0.0;0.1;-2.6;0.0;
39;0.0;0.0;0.0;0.0;-1.8;2.0;0.0;
40;1.4;-0.6;-1.2;0.1;1.0;-2.5;-2.9;
41;2.9;0.1;-2.9;0.1;-9.0;0.8;1.0;
42;3.8;-0.1;-3.8;0.1;-4.1;0.1;0.0;
43;2.9;-0.1;-2.9;0.1;-8.8;-0.5;-0.9;
44;1.3;0.4;-1.2;0.1;1.0;2.6;2.9;
45;0.0;0.0;0.0;0.0;-1.8;-2.0;0.0;
46;0.0;0.0;0.0;0.0;-2.3;0.0;0.0;
47;0.0;0.0;0.0;0.0;-3.1;0.0;0.0;
48;0.0;0.0;0.0;0.0;-2.3;0.0;0.0;
49;8.3;-3.7;-1.9;7.2;-3.6;-5.4;0.0;
50;18.0;-2.7;-2.4;17.6;-6.1;-6.6;0.3;
51;28.7;-1.7;-2.8;28.5;-8.0;-6.2;0.6;
52;46.6;0.0;-3.6;46.5;-3.9;-0.2;0.0;
53;44.2;-0.2;-3.2;44.1;-5.5;-2.6;0.4;
54;37.9;-0.8;-3.0;37.8;-6.9;-4.8;0.6;
55;8.3;-3.7;-1.8;7.2;-3.8;-5.4;0.0;
57;17.9;-2.7;-2.3;17.5;-6.3;-6.6;0.4;
58;28.6;-1.7;-2.7;28.4;-8.2;-6.2;0.7;
59;37.8;-0.8;-2.9;37.7;-7.2;-4.8;0.6;
60;44.0;-0.2;-3.1;43.9;-5.9;-2.6;0.4;
62;46.6;0.0;-3.6;46.5;-3.9;0.2;0.0;
63;46.4;0.0;-3.5;46.3;-4.3;-0.2;0.0;
64;8.3;3.7;-1.9;7.2;-3.6;5.4;0.0;
65;18.0;2.7;-2.4;17.6;-6.0;6.6;-0.3;
66;28.7;1.7;-2.8;28.5;-7.8;6.2;-0.6;
67;44.2;0.2;-3.2;44.1;-5.4;2.7;-0.4;
68;37.9;0.8;-3.0;37.8;-6.7;4.8;-0.6;
69;8.3;3.7;-1.8;7.2;-3.8;5.4;0.0;
71;17.9;2.7;-2.3;17.5;-6.2;6.6;-0.3;
72;28.6;1.7;-2.7;28.4;-8.0;6.2;-0.6;
73;37.8;0.8;-2.9;37.7;-7.1;4.8;-0.6;
74;44.0;0.2;-3.1;43.9;-5.8;2.6;-0.4;
