Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-3.24;-1.33;2.32;0.07;-2.30;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;0.825;;-3.22;-1.01;2.12;0.07;-0.47;1.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;0.825;;-3.22;-1.01;2.12;0.07;-0.47;1.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;1.005;;-3.22;-0.87;2.08;0.07;-0.09;1.17;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-3.20;-0.11;1.91;0.06;1.21;1.50;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;-3.04;-0.56;0.28;-0.01;1.18;1.50;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.160;;-3.04;-0.32;0.24;-0.01;1.22;1.57;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.360;;-3.03;-0.05;0.18;-0.01;1.26;1.61;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;-3.03;0.26;0.11;-0.01;1.30;1.58;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-3.02;0.53;0.05;-0.01;1.31;1.50;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-3.02;0.53;0.05;-0.01;1.31;1.50;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;-3.00;1.36;-0.17;-0.01;1.26;0.70;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;-2.84;1.09;-1.80;-0.05;1.23;0.70;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;0.825;;-2.82;1.61;-2.00;-0.06;-0.34;-0.43;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;0.825;;-2.82;1.61;-2.00;-0.06;-0.34;-0.43;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;1.067;;-2.81;1.70;-2.06;-0.06;-0.83;-0.83;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;-2.80;1.81;-2.20;-0.06;-2.06;-1.87;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;-2.64;0.33;-3.82;-0.33;-2.09;-1.87;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;-2.64;0.33;-3.82;-0.33;-2.23;-1.89;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;-2.64;0.33;-3.82;-0.33;-2.23;-1.89;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;-2.64;0.34;-3.83;-0.33;-2.37;-1.90;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.787;;-3.24;-1.47;2.16;0.04;-0.71;-0.64;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.787;;-3.24;-1.47;2.16;0.04;-0.71;-0.64;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-3.22;-0.93;1.97;0.04;0.92;0.33;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-3.06;-1.11;0.34;0.01;0.89;0.33;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;-3.05;-0.35;0.16;0.01;1.06;0.85;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.825;;-3.04;-0.18;0.12;0.01;1.08;0.88;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.825;;-3.04;-0.18;0.12;0.01;1.08;0.88;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-3.02;0.68;-0.09;0.01;1.09;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-2.86;0.46;-1.73;-0.03;1.06;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-2.84;1.01;-1.93;-0.03;-0.45;0.03;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-2.84;1.01;-1.93;-0.03;-0.45;0.03;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-2.82;1.23;-2.13;-0.03;-2.13;-0.92;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-2.72;1.02;-3.17;-0.07;-2.15;-0.92;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-2.72;1.02;-3.19;-0.07;-2.39;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-2.72;1.02;-3.19;-0.07;-2.39;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-2.72;1.03;-3.20;-0.07;-2.62;-1.08;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;1.06;-0.78;3.27;0.04;-2.10;-1.12;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;1.05;-0.78;3.25;0.04;-1.85;-1.06;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;1.05;-0.78;3.25;0.04;-1.85;-1.06;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;1.05;-0.77;3.23;0.04;-1.61;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;0.95;-0.93;1.99;0.01;-1.59;-1.00;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;0.93;-0.79;1.74;0.01;-0.05;-0.27;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;0.93;-0.79;1.74;0.01;-0.05;-0.27;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.855;;0.93;-0.79;1.73;0.01;0.00;-0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;0.91;-0.46;1.54;0.01;1.30;0.26;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;0.75;-0.53;-0.07;0.00;1.33;0.26;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;0.73;0.12;-0.31;0.00;1.15;0.47;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;0.71;0.59;-0.48;0.00;0.88;0.22;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;0.55;0.48;-2.08;-0.02;0.91;0.22;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.928;;0.53;0.86;-2.31;-0.02;-1.13;-0.43;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;0.51;0.94;-2.47;-0.02;-2.67;-1.02;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.16;-0.21;4.08;0.19;-2.73;-1.06;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.16;-0.21;4.08;0.19;-2.73;-1.06;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;1.16;-0.21;4.07;0.19;-2.58;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;1.00;-1.05;2.47;0.03;-2.55;-1.05;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;0.96;-0.59;2.07;0.03;1.19;0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;0.80;-0.75;0.47;0.00;1.22;0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.78;-0.23;0.26;0.01;1.52;0.83;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.78;-0.23;0.26;0.01;1.52;0.83;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;0.77;-0.06;0.21;0.01;1.57;0.86;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;0.76;0.36;0.05;0.01;1.65;0.76;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;0.60;0.12;-1.55;-0.04;1.68;0.76;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;0.56;0.62;-1.95;-0.04;-1.21;0.02;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
1;189;141;1.650;V_y;-2.80;1.81;-2.20;-0.06;-2.06;-1.87;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;V_y;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;V_z;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;-2.64;0.34;-3.83;-0.33;-2.37;-1.90;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;1.16;-0.21;4.07;0.19;-2.58;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;-2.64;0.33;-3.82;-0.33;-2.09;-1.87;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;0.60;0.12;-1.55;-0.04;1.68;0.76;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
1;188;;0.413;M_z;-3.03;0.01;0.17;-0.01;1.27;1.61;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;M_z;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;;1.16;1.81;4.09;0.19;1.68;1.61;
1;;;;;-3.26;-1.66;-3.83;-0.33;-2.88;-1.91;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-26.93;0.01;25.34;0.01;-69.63;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;0.825;;-26.85;0.02;24.61;0.01;-49.02;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;0.825;;-26.85;0.02;24.61;0.01;-49.02;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;1.005;;-26.83;0.02;24.44;0.01;-44.60;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-26.77;0.02;23.86;0.01;-29.02;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-26.45;0.00;20.59;0.00;-29.14;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;162;;0.825;;-26.38;0.00;19.85;0.00;-12.46;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;162;;0.825;;-26.38;0.00;19.85;0.00;-12.46;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-26.30;0.00;19.10;0.00;3.61;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-25.99;-0.02;15.83;0.00;3.49;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
