Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-109.69;1.55;-67.48;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-109.69;1.55;-67.48;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-107.91;0.40;-65.20;0.01;-99.55;-1.46;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-107.91;0.40;-65.20;0.01;-99.55;-1.46;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-105.14;-1.46;-62.89;0.19;-259.03;-0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-105.14;-1.46;-62.89;0.19;-259.03;-0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-69.49;-0.24;80.66;-0.05;-259.27;-0.20;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-69.04;-0.53;78.87;-0.11;-127.61;-0.26;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-53.94;-0.09;35.66;0.03;64.93;0.89;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-53.81;-0.05;33.67;0.03;119.54;0.93;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-50.21;-0.43;4.17;-0.03;159.17;-0.32;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-50.23;-0.43;3.98;-0.04;159.78;-0.22;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-65.01;-0.04;-36.43;-0.03;65.21;0.90;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-65.01;-0.04;-36.52;-0.03;62.48;0.90;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-109.28;1.54;67.48;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-109.28;1.54;67.48;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-107.50;0.40;65.20;-0.01;99.55;-1.46;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-107.50;0.40;65.20;-0.01;99.55;-1.46;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-104.72;-1.45;62.89;-0.19;259.03;-0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-104.72;-1.45;62.89;-0.19;259.03;-0.07;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-96.49;1.36;-64.29;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-96.49;1.36;-64.29;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-94.71;0.35;-62.02;0.02;-94.77;-1.28;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-94.71;0.35;-62.02;0.02;-94.77;-1.28;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-91.90;-1.27;-59.79;0.18;-246.37;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-91.90;-1.27;-59.79;0.18;-246.37;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-77.07;-0.21;77.96;-0.04;-246.61;-0.18;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-76.65;-0.45;76.17;-0.10;-119.40;-0.23;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-77.42;-0.06;32.98;0.03;64.05;0.87;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-77.29;-0.02;30.95;0.03;114.41;0.86;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-73.67;-0.41;6.98;-0.03;144.51;-0.37;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-73.69;-0.41;6.78;-0.04;145.54;-0.27;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-72.61;-0.06;-33.73;-0.03;64.34;0.87;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-72.61;-0.06;-33.82;-0.03;61.81;0.87;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-96.10;1.35;64.28;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-96.10;1.35;64.28;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-94.32;0.35;62.01;-0.02;94.76;-1.27;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-94.32;0.35;62.01;-0.02;94.76;-1.27;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-91.51;-1.27;59.79;-0.18;246.36;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-91.51;-1.27;59.79;-0.18;246.36;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-96.28;1.35;-65.85;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-96.28;1.35;-65.85;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-94.50;0.35;-62.92;0.02;-96.61;-1.27;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-94.50;0.34;-62.92;0.02;-96.61;-1.27;Beam | 1 - IPE 500 | L : 4.000 m
