Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-0.61;0.00;2.14;0.00;-1.67;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-0.57;0.00;1.73;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;-0.42;0.00;0.13;0.00;1.49;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;-0.37;0.00;-0.28;0.00;1.37;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;-0.21;0.00;-1.88;0.00;1.34;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;-0.17;0.00;-2.29;0.00;-2.10;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;-0.01;0.00;-3.89;0.00;-2.13;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;-0.01;0.00;-3.91;0.00;-2.42;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-1.86;0.00;2.43;0.00;-2.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-1.82;0.00;2.04;0.00;0.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-1.66;0.00;0.44;0.00;0.73;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-1.62;0.00;0.03;0.00;1.12;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-1.46;0.00;-1.57;0.00;1.09;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-1.42;0.00;-1.98;0.00;-1.83;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-1.32;0.00;-2.99;0.00;-1.85;0.00;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-1.31;0.00;-3.03;0.00;-2.30;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;-0.01;0.00;3.05;0.00;-2.22;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;-0.01;0.00;3.01;0.00;-1.76;0.00;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;-0.11;0.00;2.00;0.00;-1.74;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;-0.15;0.00;1.59;0.00;1.22;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;-0.31;0.00;-0.01;0.00;1.25;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;-0.35;0.00;-0.42;0.00;0.89;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-0.51;0.00;-2.02;0.00;0.92;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-0.55;0.00;-2.41;0.00;-2.57;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;0.05;0.00;4.02;0.00;-2.78;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;0.05;0.00;4.00;0.00;-2.48;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;-0.11;0.00;2.40;0.00;-2.45;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;-0.15;0.00;2.00;0.00;1.18;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;-0.31;0.00;0.39;0.00;1.21;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;-0.35;0.00;-0.01;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-0.51;0.00;-1.62;0.00;1.55;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-0.55;0.00;-2.02;0.00;-1.45;0.00;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;0.05;0.00;4.02;0.00;-2.78;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-1.86;0.00;2.43;0.00;-2.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
1;193;145;0.000;V_y;-1.32;0.00;-2.99;0.00;-1.85;0.00;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;V_y;-0.01;0.00;3.01;0.00;-1.76;0.00;Beam | 3 - HEA 140 | L : 0.150 m
1;5;5;0.000;V_z;0.05;0.00;4.02;0.00;-2.78;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;-0.01;0.00;-3.91;0.00;-2.42;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_T;-0.51;0.00;-1.62;0.00;1.55;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;M_T;-0.57;0.00;1.73;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;M_y;-0.51;0.00;-1.62;0.00;1.55;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;0.05;0.00;4.02;0.00;-2.78;0.00;Beam | 3 - HEA 140 | L : 0.075 m
1;2;139;1.650;M_z;-0.57;0.00;1.73;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;4;4;0.000;M_z;-0.01;0.00;3.05;0.00;-2.22;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;;0.05;0.00;4.02;0.00;1.55;0.00;
1;;;;;-1.86;0.00;-3.91;0.00;-2.78;-0.01;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-24.69;-0.01;26.35;0.00;-82.57;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-24.52;-0.01;24.88;0.00;-40.31;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-24.20;0.00;21.67;0.00;-40.42;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-24.05;0.00;20.19;0.00;-5.88;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-23.73;0.00;16.99;0.00;-6.00;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-23.59;0.00;15.49;0.00;20.80;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-23.28;0.00;12.29;0.00;20.68;0.00;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-23.27;0.00;12.22;0.00;21.60;0.00;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-23.23;0.00;11.37;0.00;21.60;0.00;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-23.10;0.00;9.94;0.00;38.38;0.00;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-22.78;0.00;6.73;0.00;38.27;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-22.64;0.00;5.23;0.00;48.13;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-22.32;0.01;2.02;0.00;48.01;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-22.17;0.01;0.51;0.00;50.10;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-21.97;0.01;-1.52;0.00;50.03;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-21.96;0.01;-1.66;0.00;49.79;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-21.96;-0.01;1.63;0.00;49.79;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-21.97;-0.01;1.49;0.00;50.02;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-22.18;-0.01;-0.54;0.00;50.00;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-22.32;-0.01;-2.04;0.00;47.87;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-22.64;0.00;-5.25;0.00;47.82;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-22.78;0.00;-6.76;0.00;37.92;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-23.10;0.00;-9.96;0.00;37.88;0.00;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-23.23;0.00;-11.40;0.00;21.05;0.00;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-23.27;0.00;-12.24;0.00;21.05;0.00;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-23.28;0.00;-12.31;0.00;20.13;0.00;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-23.59;0.00;-15.52;0.00;20.09;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-23.74;0.00;-17.01;0.00;-6.75;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-24.05;0.00;-20.22;0.00;-6.79;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-24.20;0.00;-21.70;0.00;-41.37;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-24.52;0.01;-24.91;0.00;-41.42;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-24.69;0.01;-26.37;0.00;-83.72;0.00;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;167;14;0.150;N;-21.96;0.01;-1.66;0.00;49.79;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;173;16;1.650;N;-24.69;0.01;-26.37;0.00;-83.72;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;V_y;-21.97;0.01;-1.52;0.00;50.03;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;V_y;-21.97;-0.01;1.49;0.00;50.02;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
2;11;12;0.000;V_z;-24.69;-0.01;26.35;0.00;-82.57;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;V_z;-24.69;0.01;-26.37;0.00;-83.72;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;M_T;-24.52;0.01;-24.91;0.00;-41.42;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;M_T;-24.52;-0.01;24.88;0.00;-40.31;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;M_y;-22.17;0.01;0.51;0.00;50.10;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;M_y;-24.69;0.01;-26.37;0.00;-83.72;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;M_z;-24.20;0.00;-21.70;0.00;-41.37;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;167;14;0.150;M_z;-21.96;0.01;-1.66;0.00;49.79;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
Total;;;;;-21.96;0.01;26.35;0.00;50.10;0.01;
