Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;-1.6;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;-1.6;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;2.6;-1.7;-2.0;0.0;-0.8;0.7;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;2.6;-1.7;-2.0;0.0;-0.8;0.7;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;2.8;-1.9;-2.2;0.0;-0.6;0.4;-1.3;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;1.8;-0.4;-1.8;0.0;0.5;-1.8;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;1.8;-0.4;-1.8;0.0;0.5;-1.8;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_X;0.0;0.0;0.0;0.0;-1.6;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_X;3.0;-1.9;-2.3;0.0;-0.4;0.2;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Y;0.0;0.0;0.0;0.0;-1.6;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;u_Y;3.1;-1.9;-2.4;0.0;0.0;-0.3;-1.9;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_Z;1.8;-0.4;-1.8;0.0;0.5;-1.8;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Z;0.0;0.0;0.0;0.0;-1.6;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_X;1.8;-0.4;-1.8;0.0;0.5;-1.8;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_X;0.0;0.0;0.0;0.0;-1.6;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Y;0.0;0.0;0.0;0.0;-1.6;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Y;1.8;-0.4;-1.8;0.0;0.5;-1.8;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Z;0.0;0.0;0.0;0.0;-1.6;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Z;1.8;-0.4;-1.8;0.0;0.5;-1.8;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;3.1;0.0;0.0;0.0;0.5;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;-1.9;-2.4;0.0;-1.6;-1.8;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
