Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-4.46;0.07;-0.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-4.46;0.07;-0.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-3.24;-0.06;-0.38;0.00;-1.51;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-3.24;-0.06;-0.38;0.00;-1.51;0.00;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-3.24;-0.06;-0.38;0.00;-1.51;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-4.46;0.07;-0.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-4.46;0.07;-0.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-3.24;-0.06;-0.38;0.00;-1.51;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-3.24;-0.06;-0.38;0.00;-1.51;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-4.46;0.07;-0.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-3.24;-0.06;-0.38;0.00;-1.51;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;M_T;-4.15;0.03;-0.38;0.00;-0.38;-0.05;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-4.46;0.07;-0.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_y;-3.24;-0.06;-0.38;0.00;-1.51;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_z;-4.46;0.07;-0.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;M_z;-3.85;0.00;-0.38;0.00;-0.76;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-3.24;0.07;-0.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-4.46;-0.06;-0.38;0.00;-1.51;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;-0.59;0.00;2.13;0.00;-1.65;0.00;Beam | 3 - HEA 140 | L : 1.650 m
