Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.3;-2.0;-0.2;
8;4;;0.0;0.0;0.0;0.0;0.3;-2.3;0.4;
9;5;;0.0;0.0;0.0;0.0;0.5;-3.4;0.4;
40;41;;0.0;0.0;0.0;0.0;0.3;1.9;-0.2;
41;42;;0.0;0.0;0.0;0.0;-0.4;2.2;0.4;
42;43;;0.0;0.0;0.0;0.0;-0.5;3.2;0.4;
90;55;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.4;
90;49;;0.0;0.0;0.0;0.0;0.0;-4.3;-12.3;
92;26;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.6;
92;33;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.6;
93;57;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.4;
93;50;;0.0;0.0;0.0;0.0;0.0;-4.2;-12.4;
95;58;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.1;
95;51;;0.0;0.0;0.0;0.0;0.0;-4.2;-12.0;
97;59;;0.0;0.0;0.0;0.0;0.0;-4.5;-12.5;
97;54;;0.0;0.0;0.0;0.0;0.0;-4.1;-12.3;
99;60;;0.0;0.0;0.0;0.0;0.0;-4.5;-12.6;
99;53;;0.0;0.0;0.0;0.0;0.0;-4.0;-12.4;
101;83;;0.0;0.0;0.0;0.0;0.0;-4.3;-12.4;
101;55;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.4;
102;64;;0.0;0.0;0.0;0.0;0.0;-4.2;-12.4;
102;69;;0.0;0.0;0.0;0.0;0.0;-4.5;-12.5;
103;37;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.6;
103;30;;0.1;0.1;0.0;0.0;0.0;-2.3;-6.6;
104;65;;0.0;0.0;0.0;0.0;0.0;-4.1;-12.5;
104;71;;0.0;0.0;0.0;0.0;0.0;-4.5;-12.7;
105;66;;0.0;0.0;0.0;0.0;0.0;-4.1;-11.8;
105;72;;0.0;0.0;0.0;0.0;0.0;-4.5;-11.9;
106;68;;0.0;0.0;0.0;0.0;0.0;-3.9;-12.6;
106;73;;0.0;0.0;0.0;0.0;0.0;-4.6;-12.7;
107;67;;0.0;0.0;0.0;0.0;0.0;-3.9;-12.6;
