Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;-0.4;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;-0.4;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;3.4;0.0;-3.4;0.5;1.2;-0.1;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;3.4;0.0;-3.4;0.5;1.2;-0.1;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;3.6;0.0;-3.5;0.5;1.4;0.0;-0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.190;;3.6;0.0;-3.5;0.5;1.8;0.1;0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.3;0.0;-0.1;0.3;3.3;-0.1;2.6;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.3;0.0;-0.1;0.3;3.3;-0.1;2.6;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_x;0.0;0.0;0.0;0.0;0.0;-0.4;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_x;0.3;0.0;-0.1;0.3;3.3;-0.1;2.6;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_y;0.0;0.0;0.0;0.0;0.0;-0.4;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_y;3.6;0.0;-3.6;0.5;1.7;0.0;0.1;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;u_z;3.6;0.0;-3.5;0.5;1.4;0.0;-0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_z;0.0;0.0;0.0;0.0;0.0;-0.4;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_x;0.3;0.0;-0.1;0.3;3.3;-0.1;2.6;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-0.4;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;3.000;φ_y;2.5;0.0;-2.5;0.4;2.5;0.1;2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;-0.4;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_z;0.3;0.0;-0.1;0.3;3.3;-0.1;2.6;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;-0.4;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;3.6;0.0;0.0;0.5;3.3;0.1;2.6;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;0.0;-3.6;0.0;0.0;-0.4;-3.0;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;0.6;0.3;0.5;0.0;2.9;-0.1;-3.0;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;2.0;0.3;-1.9;0.4;11.2;-0.6;-2.5;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;2.0;0.3;-1.9;0.4;11.2;-0.6;-2.5;Beam | 3 - HEA 140 | L : 1.650 m
2;;1.005;;2.4;0.3;-2.4;0.6;13.0;-0.7;-2.3;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;3.7;0.3;-3.5;1.0;19.5;-0.5;-1.2;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;2;0.000;u_x;0.6;0.3;0.5;0.0;2.9;-0.1;-3.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_x;3.7;0.3;-3.5;1.0;19.5;-0.5;-1.2;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_y;0.6;0.3;0.5;0.0;2.9;-0.1;-3.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_y;3.7;0.3;-3.5;1.0;19.5;-0.5;-1.2;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_z;3.7;0.3;-3.5;1.0;19.5;-0.5;-1.2;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_z;0.6;0.3;0.5;0.0;2.9;-0.1;-3.0;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_x;3.7;0.3;-3.5;1.0;19.5;-0.5;-1.2;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_x;0.6;0.3;0.5;0.0;2.9;-0.1;-3.0;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_y;0.6;0.3;0.5;0.0;2.9;-0.1;-3.0;Beam | 3 - HEA 140 | L : 1.650 m
2;;1.031;φ_y;2.5;0.3;-2.4;0.6;13.3;-0.7;-2.3;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_z;3.7;0.3;-3.5;1.0;19.5;-0.5;-1.2;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_z;0.6;0.3;0.5;0.0;2.9;-0.1;-3.0;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;3.7;0.3;0.5;1.0;19.5;-0.1;-1.2;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;0.3;0.3;-3.5;0.0;2.9;-0.7;-3.0;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;;
3;3;0.000;;0.5;0.3;-0.4;0.1;-1.4;0.1;0.4;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.787;;0.7;0.3;-0.6;0.3;3.3;-0.5;-0.8;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.787;;0.7;0.3;-0.6;0.3;3.3;-0.5;-0.8;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;1.5;0.3;-1.3;0.7;7.9;-0.4;-0.9;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;3;0.000;u_x;0.5;0.3;-0.4;0.1;-1.4;0.1;0.4;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_x;1.5;0.3;-1.3;0.7;7.9;-0.4;-0.9;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.197;u_y;0.4;0.3;-0.3;0.1;-0.2;-0.1;0.0;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_y;1.5;0.3;-1.3;0.7;7.9;-0.4;-0.9;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_z;1.5;0.3;-1.3;0.7;7.9;-0.4;-0.9;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;u_z;0.5;0.3;-0.4;0.1;-1.4;0.1;0.4;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;φ_x;1.5;0.3;-1.3;0.7;7.9;-0.4;-0.9;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_x;0.5;0.3;-0.4;0.1;-1.4;0.1;0.4;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_y;0.5;0.3;-0.4;0.1;-1.4;0.1;0.4;Beam | 3 - HEA 140 | L : 1.575 m
3;;1.102;φ_y;1.0;0.3;-0.9;0.5;5.1;-0.5;-0.9;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_z;0.5;0.3;-0.4;0.1;-1.4;0.1;0.4;Beam | 3 - HEA 140 | L : 1.575 m
3;;1.260;φ_z;1.2;0.3;-1.0;0.5;6.1;-0.5;-1.0;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;1.5;0.3;-0.3;0.7;7.9;0.1;0.4;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;0.4;0.3;-1.3;0.1;-1.4;-0.5;-1.0;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;;
4;4;0.000;;0.3;0.3;-0.1;0.0;0.1;-0.2;0.4;Beam | 3 - HEA 140 | L : 0.150 m
