Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
3;142;1.575;;-4.35;-0.80;7.37;0.03;3.06;0.28;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;-4.35;-0.80;7.37;0.03;3.06;0.28;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;-4.42;-1.50;7.88;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;-4.35;-0.80;7.37;0.03;3.06;0.28;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;-4.42;-1.50;7.88;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;-4.42;-1.50;7.88;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;-4.35;-0.80;7.37;0.03;3.06;0.28;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.591;M_T;-4.38;-1.39;7.69;0.04;-4.35;-0.84;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_T;-4.42;-1.50;7.88;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;-4.35;-0.80;7.37;0.03;3.06;0.28;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;-4.42;-1.50;7.88;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;-4.35;-0.80;7.37;0.03;3.06;0.28;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;-4.42;-1.50;7.88;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;-4.35;-0.80;7.88;0.04;3.06;0.28;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;-4.42;-1.50;7.37;0.03;-8.95;-1.72;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;0.79;-0.70;10.59;0.03;-7.74;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;0.79;-0.70;10.57;0.03;-6.95;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;0.79;-0.70;10.57;0.03;-6.95;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;0.79;-0.69;10.54;0.04;-6.16;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;;0.090;N;0.79;-0.70;10.56;0.03;-6.79;-0.94;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;N;0.79;-0.70;10.59;0.03;-7.74;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;0.79;-0.69;10.54;0.04;-6.16;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;0.79;-0.70;10.59;0.03;-7.74;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;0.79;-0.70;10.59;0.03;-7.74;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;0.79;-0.69;10.54;0.04;-6.16;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_T;0.79;-0.69;10.54;0.04;-6.16;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;0.79;-0.70;10.59;0.03;-7.74;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;0.79;-0.69;10.54;0.04;-6.16;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;0.79;-0.70;10.59;0.03;-7.74;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;0.79;-0.69;10.54;0.04;-6.16;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;0.79;-0.70;10.59;0.03;-7.74;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;0.79;-0.69;10.59;0.04;-6.16;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;0.79;-0.70;10.54;0.03;-7.74;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;1.17;-0.20;14.15;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;1.17;-0.19;14.14;0.17;-8.85;-0.96;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;1.17;-0.19;14.14;0.17;-8.85;-0.96;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;1.17;-0.18;14.13;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;153;0.075;N;1.17;-0.18;14.13;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;N;1.17;-0.20;14.15;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;1.17;-0.18;14.13;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;1.17;-0.20;14.15;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;1.17;-0.20;14.15;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;1.17;-0.18;14.13;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;1.17;-0.18;14.13;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;1.17;-0.20;14.15;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;1.17;-0.18;14.13;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;1.17;-0.20;14.15;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;1.17;-0.18;14.13;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;1.17;-0.20;14.15;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;1.17;-0.18;14.15;0.17;-8.32;-0.94;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;1.17;-0.20;14.13;0.17;-9.38;-0.97;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-11.73;-1.12;2.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-11.73;-1.12;2.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-11.12;-0.16;1.36;0.00;2.54;0.96;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-11.12;-0.16;1.36;0.00;2.54;0.96;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-11.02;0.00;1.26;0.00;2.85;0.98;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-10.09;0.65;0.78;0.00;5.00;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-10.09;0.65;0.78;0.00;5.00;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-10.09;0.65;0.78;0.00;5.00;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-11.73;-1.12;2.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;3.500;V_y;-10.30;0.65;0.81;0.00;4.60;0.27;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-11.73;-1.12;2.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-11.73;-1.12;2.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-10.09;0.65;0.78;0.00;5.00;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-10.09;0.65;0.78;0.00;5.00;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.000;M_T;-11.32;-0.48;1.58;0.00;1.81;0.80;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_y;-10.09;0.65;0.78;0.00;5.00;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-11.73;-1.12;2.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-11.02;0.00;1.26;0.00;2.85;0.98;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-10.09;0.65;0.78;0.00;5.00;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-10.09;0.65;2.03;0.00;5.00;0.98;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-11.73;-1.12;0.78;0.00;0.00;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-24.15;0.00;4.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-24.15;0.00;4.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-23.44;0.00;0.58;0.00;4.32;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-23.24;0.00;-0.47;0.00;4.34;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-22.31;0.00;-2.55;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-22.31;0.00;-2.55;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-22.31;0.00;-2.55;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-24.15;0.00;4.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-24.15;0.00;4.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-22.31;0.00;-2.55;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-24.15;0.00;4.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-22.31;0.00;-2.55;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_T;-23.34;0.00;0.01;0.00;4.40;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_T;-24.15;0.00;4.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-23.34;0.00;0.01;0.00;4.40;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-24.15;0.00;4.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-24.15;0.00;4.38;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_z;-23.34;0.00;0.01;0.00;4.40;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-22.31;0.00;4.38;0.00;4.40;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-24.15;0.00;-2.55;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-26.62;0.00;3.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-26.62;0.00;3.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-25.71;0.00;-0.02;0.00;4.37;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-24.57;0.00;-2.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-24.57;0.00;-2.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-24.57;0.00;-2.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-26.62;0.00;3.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-26.62;0.00;3.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-24.57;0.00;-2.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-26.62;0.00;3.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-24.57;0.00;-2.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.000;M_T;-25.81;0.00;0.40;0.00;4.32;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_T;-26.62;0.00;3.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-25.71;0.00;-0.02;0.00;4.37;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-26.62;0.00;3.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-26.62;0.00;3.91;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-25.60;0.00;-0.46;0.00;4.31;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-24.57;0.00;3.91;0.00;4.37;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-26.62;0.00;-2.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-24.18;0.00;2.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-24.18;0.00;2.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-23.47;0.00;0.33;0.00;2.55;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-23.26;0.00;-0.29;0.00;2.55;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-22.33;0.00;-1.46;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-22.33;0.00;-1.46;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-22.33;0.00;-1.46;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-24.18;0.00;2.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-24.18;0.00;2.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-22.33;0.00;-1.46;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-24.18;0.00;2.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;4.000;V_z;-22.54;0.00;-1.46;0.00;0.74;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_T;-23.36;0.00;-0.01;0.00;2.59;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_T;-24.18;0.00;2.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-23.36;0.00;-0.01;0.00;2.59;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-24.18;0.00;2.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-24.18;0.00;2.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;M_z;-23.26;0.00;-0.29;0.00;2.55;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-22.33;0.00;2.59;0.00;2.59;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-24.18;0.00;-1.46;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-97.19;1.33;-56.32;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-97.19;1.33;-56.32;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-95.39;0.32;-59.34;-0.01;-86.78;-1.24;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-95.39;0.32;-59.34;-0.01;-86.78;-1.24;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-92.57;-1.29;-61.53;0.09;-239.03;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-92.57;-1.29;-61.53;0.09;-239.03;0.00;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-92.57;-1.29;-61.53;0.09;-239.03;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-97.19;1.33;-56.32;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-97.19;1.33;-56.32;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-92.57;-1.29;-61.53;0.09;-239.03;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-97.19;1.33;-56.32;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_z;-92.57;-1.29;-61.53;0.09;-239.03;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-92.57;-1.29;-61.53;0.09;-239.03;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.000;M_T;-95.98;0.66;-58.35;-0.02;-57.35;-0.99;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-97.19;1.33;-56.32;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-92.57;-1.29;-61.53;0.09;-239.03;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_z;-92.57;-1.29;-61.53;0.09;-239.03;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;2.000;M_z;-94.81;-0.01;-60.21;0.00;-116.68;-1.32;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-92.57;1.33;-56.32;0.09;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-97.19;-1.29;-61.53;-0.02;-239.03;-1.32;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-73.33;-0.01;78.03;0.01;-239.27;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;;-73.11;0.00;77.15;0.01;-175.24;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;;-73.11;0.00;77.15;0.01;-175.24;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;;1.005;;-73.06;0.01;76.95;0.01;-161.37;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-72.92;0.02;76.22;0.01;-111.97;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-72.92;0.02;76.22;0.01;-111.97;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-73.33;-0.01;78.03;0.01;-239.27;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-72.92;0.02;76.22;0.01;-111.97;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-73.33;-0.01;78.03;0.01;-239.27;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-73.33;-0.01;78.03;0.01;-239.27;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-72.92;0.02;76.22;0.01;-111.97;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-72.92;0.02;76.22;0.01;-111.97;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-73.33;-0.01;78.03;0.01;-239.27;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-72.92;0.02;76.22;0.01;-111.97;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-73.33;-0.01;78.03;0.01;-239.27;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-72.92;0.02;76.22;0.01;-111.97;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_z;-73.33;-0.01;78.03;0.01;-239.27;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-72.92;0.02;78.03;0.01;-111.97;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-73.33;-0.01;76.22;0.01;-239.27;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-69.19;0.00;32.83;0.01;71.27;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.787;;-69.12;0.01;31.82;0.01;96.73;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.787;;-69.12;0.01;31.82;0.01;96.73;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-69.06;0.01;30.80;0.01;121.39;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-69.06;0.01;30.80;0.01;121.39;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-69.19;0.00;32.83;0.01;71.27;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-69.06;0.01;30.80;0.01;121.39;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-69.19;0.00;32.83;0.01;71.27;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-69.19;0.00;32.83;0.01;71.27;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-69.06;0.01;30.80;0.01;121.39;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-69.06;0.01;30.80;0.01;121.39;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.197;M_T;-69.18;0.01;32.58;0.01;77.71;0.00;Beam | 1 - IPE 500 | L : 1.575 m
