Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-6.95;-3.16;1.32;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-6.95;-3.16;1.32;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-6.50;-0.50;-0.39;0.01;0.70;2.75;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-6.50;-0.50;-0.39;0.01;0.70;2.75;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;-6.43;-0.08;-0.65;0.01;0.58;2.82;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.190;;-6.29;0.67;-1.07;0.01;0.18;2.68;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-5.74;2.01;-1.82;0.00;-2.66;-0.17;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-5.74;2.01;-1.82;0.00;-2.66;-0.17;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-5.74;2.01;-1.82;0.00;-2.66;-0.17;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-6.95;-3.16;1.32;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-5.74;2.01;-1.82;0.00;-2.66;-0.17;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-6.95;-3.16;1.32;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-6.95;-3.16;1.32;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-5.74;2.01;-1.82;0.00;-2.66;-0.17;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_T;-6.95;-3.16;1.32;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-5.74;2.01;-1.82;0.00;-2.66;-0.17;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;M_y;-6.65;-1.39;0.18;0.01;0.75;2.28;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_y;-5.74;2.01;-1.82;0.00;-2.66;-0.17;Beam | 2 - HEA 160 | L : 4.000 m
